jackie	jackie
sedmi	sedmý
piramide	pyramidu
piramide	pyramida
piramide	pyramidy
piramide	pyramid
piramide	pyramidy
biolog	biolog
gerald	gerald
aus	aus
profesorica	profesor
profesorica	profesorka
profesorica	profesore
nekaterim	nějaké
nekaterim	některý
nekaterim	někteří
nekaterim	některé
nekaterim	některým
anders	anders
neil	neila
neil	neil
edwin	edwin
princeton	princetonu
princeton	princeton
todd	todd
univerz	univerzity
spremenljivke	proměnných
spremenljivke	proměnné
prejšnji	předchozí
prejšnji	předcházející
mathieu	mathieu
odstranitev	odstraňování
odstranitev	odstranění
odstranitev	odebrání
odstranitev	vyjmutí
sladkorja	cukr
sladkorja	cukru
ein	ejn
nepravilnosti	nesrovnalost
nepravilnosti	nesrovnalosti
nepravilnosti	anomálie
nepravilnosti	nesrovnalostí
nepravilnosti	nesrovnalosti
han	hana
han	han
roland	roland
billie	billie
krajevna	lokální
krajevna	místní
gorazd	gorazd
spreminjanje	měním
uspešnost	představení
uspešnost	výkony
uspešnost	výkon
uspešnost	výkonnost
uspešnost	výkonnosti
uspešnost	vystoupení
uspešnost	efektivita
uspešnost	účelnost
uspešnost	účinnost
uspešnost	efektivnost
uspešnost	úspěšnost
uspešnost	úspěch
molitve	modlitba
molitve	modliteb
molitve	modlitby
celine	céline
celine	celine
celine	kontinenty
battista	battista
tretjini	třetiny
orel	orel
orel	eagle
orel	orlí
orel	orla
jasna	jasné
jasna	jasný
jasna	čistý
jasna	vyčistit
hubert	hubert
opredelitev	definice
opredelitev	vymezení
charlotte	charlotte
bella	bello
bella	bella
nominiran	nominován
rumeni	žlutý
rumeni	žluté
rumeni	žlutá
papirja	papíru
papirja	papírové
papirja	papír
zaposlitev	nábor
zaposlitev	zaměstnání
zaposlitev	práce
zaposlitev	job
zaposlitev	práci
zaposlitev	zaměstnání
zaposlitev	zaměstnanost
lucija	lucy
lucija	lucie
lucija	lucia
dostopna	přístupné
dostopna	přístupná
dostopna	dostupné
dostopna	přístupný
ušesa	uši
ušesa	ucha
ušesa	ouška
ušesa	ušní
ušesa	ucho
ušesa	uši
ušesa	uší
nataša	natasha
boljša	lepší
boljša	lepsi
boljša	lépe
razpad	rozchod
razpad	rozpad
razpad	zhroucení
razpad	kolaps
razpad	rozkladu
razpad	rozpad
razpad	rozklad
rektor	rektor
novejši	novější
petrova	petrova
označene	označené
označene	označen
označene	označený
označene	označeno
označene	označeny
označene	označená
označene	označené
označene	označeno
kolonija	kolonií
kolonija	kolonie
broughton	broughton
spol	pohlaví
spol	pohlaví
spol	sexu
spol	sex
razviti	rozvinutých
razviti	rozvinuté
razviti	vyvinutá
razviti	vyvinut
razviti	vyvinuté
razviti	vyvinutý
razviti	rozvinout
razviti	vyvinout
razviti	rozvíjet
barry	barry
barry	barryho
oborožitev	výzbroj
mcdonnell	mcdonnell
hčerke	dcery
hčerke	dcer
sofija	sofii
sofija	sofia
sofija	sofie
sofija	sophie
sofija	sophii
sofija	sophia
sofija	sofie
fotografij	fotografie
fotografij	fotky
hong	hong
trak	čelenku
trak	striptýz
trak	proužek
trak	svléknout
trak	strip
trak	kazeta
trak	pásku
trak	páska
trak	pásky
trak	stuhu
trak	popruh
mlakar	mlakar
tennessee	tennessee
sončne	sluneční
sončne	solární
vidik	hledisko
vidik	aspekt
učiteljev	učitele
učiteljev	učitelé
costa	costa
dokazano	prokázal
dokazano	dokázal
dokazano	prokázané
dokazano	prokázána
dokazano	prokázáno
kit	velryba
kit	kite
kit	souprava
kit	kit
khl	khl
västra	västra
plašč	plášť
plašč	kabát
plašč	plášť
plašč	maskování
odpovedal	zrušen
odpovedal	zrušené
odpovedal	zrušeno
odpovedal	zrušena
sneg	sníh
sneg	sněhu
frentzen	frentzen
zasebni	soukromé
zasebni	privátní
zasebni	soukromá
zasebni	soukromý
spretnosti	dovednosti
bernhard	bernhard
zmagovalci	vítěze
zmagovalci	vítězové
zmagovalci	vítězů
soba	pokoj
soba	místnost
galaksije	galaxie
galaksije	galaxií
novinarka	novináře
novinarka	novinář
novinarka	novinářka
novinarka	reportér
novinarka	reportérka
novinarka	novinář
mod	mod
napisi	nápisy
napisi	popisky
ujeli	přistižen
ujeli	chyceni
ujeli	chycen
ujeli	chytil
ujeli	přistižen
ujeli	rozbitý
ujeli	zajat
ujeli	chycen
ujeli	zajali
potisk	tahem
potisk	výpad
potisk	tah
švice	švýcarsko
svetlana	světlana
usmerjena	namířených
usmerjena	režie
usmerjena	orientované
irvine	irvine
off	vypnout
off	vypnuto
off	volno
abc	abc
evrov	eura
evrov	euro
skok	skočit
skok	skok
esej	esej
zmožnosti	schopnosti
zmožnosti	schopnost
zmožnosti	schopnosti
huda	závažné
huda	závažná
huda	vážné
huda	drsňák
mitchell	mitchell
nadomestila	kompenzace
nadomestila	náhrady
nadomestila	odměna
nadomestila	odměny
nadomestila	úhrada
nadomestila	odměňování
nadomestila	náhrada
nadomestila	náhrady
nadomestila	odškodnění
nadomestila	kompenzace
nadomestila	povolenky
padlo	spadla
padlo	padl
padlo	spadl
padlo	upustil
padlo	upustila
padlo	pád
padlo	podzim
padlo	padlý
padlo	padl
padlo	padlé
colorado	colorada
colorado	colorado
zmes	směs
zmes	směsi
zaslužil	zasloužil
zaslužil	zasloužil
mer	mer
zapor	vězení
zapor	věznice
zapor	vězení
paula	paulo
paula	paula
tradicija	tradice
tradicija	tradici
tine	tino
tine	tinu
tine	tina
praksa	trénink
praksa	praxe
praksa	praxi
praksa	tréninky
komedija	komedie
sprejema	přijímá
gsub	gsub
nikjer	nikam
nikjer	nikde
promocijo	propagace
promocijo	povýšení
promocijo	propagaci
slabosti	slabiny
slabosti	nedostatky
device	panna
device	panny
device	panny
preprosta	jednoduchá
preprosta	prosté
preprosta	jednoduchý
preprosta	jednoduché
frölunda	frölunda
unija	union
unija	svaz
unija	odbory
unija	unie
sky	nebe
sky	obloha
sky	sky
sky	nebeský
dnevni	denní
dnevni	denně
dnevni	každodenní
julia	julie
julia	julii
julia	julia
tanja	tania
tanja	tanya
tanja	tanja
predstavljen	doporučené
predstavljen	doporučeno
predstavljen	předložené
predstavljen	předkládané
predstavljen	předložila
beck	beck
obvezno	povinné
obvezno	povinná
obvezno	povinný
obvezno	povinně
obvezno	povinné
obvezno	povinná
obvezno	povinný
obvezno	povinně
obvezno	povinné
obvezno	povinná
obvezno	povinný
june	červen
june	června
svobodna	volná
svobodna	volné
svobodna	volný
svobodna	free
svobodna	zdarma
jose	jose
jose	josé
jose	josé
kraljico	královna
kraljico	queen
kraljico	královno
predniki	předky
predniki	předků
predniki	předci
predniki	předkové
colin	colin
colin	colina
colin	coline
razmišljanja	myšlení
razmišljanja	přemýšlím
razmišljanja	přemýšlení
nameščena	namontováno
nameščena	nainstalován
garda	stráž
garda	strážný
garda	hlídač
garda	garda
ločeni	oddělené
ločeni	oddělená
ločeni	oddělený
ločeni	odděleny
ločeni	rozvedený
ločeni	rozvedená
ločeni	oddělené
ločeni	oddělit
ločeni	samostatné
suzuki	suzuki
dansko	dánský
dansko	dánská
dansko	dánské
dansko	dánsko
osebah	subjekty
veriga	řetězu
veriga	řetízek
veriga	řetěz
veriga	řetězec
reaktor	reaktoru
reaktor	reaktor
cleveland	clevelandu
cleveland	cleveland
usoda	osud
usoda	destiny
usoda	osudu
usoda	osud
učinkovita	účinné
učinkovita	efektivní
učinkovita	účinná
učinkovita	účinné
učinkovita	efektivní
učinkovita	účinný
vesnina	vesninová
opisana	popsáno
opisana	popsána
opisana	popsané
opisana	popsaná
prizadevanja	snahy
prizadevanja	úsilí
prizadevanja	snaha
prizadevanja	úsilí
bistvo	podstata
bistvo	esence
nicholas	nicholas
poljubno	svévolně
fazo	fáze
fazo	etapa
izpostavljenosti	vystavení
izpostavljenosti	expozici
izpostavljenosti	ozáření
izpostavljenosti	expozice
izpostavljenosti	ozáření
izpostavljenosti	expozice
talent	talentu
talent	talent
talent	nadání
podrejen	submisivní
podrejen	podřízený
podrejen	podřízené
podrejen	podřízený
podrejen	podřízené
pomembnosti	významnosti
začetnik	začátečník
amsterdam	amsterdam
amsterdam	amsterdamu
gosti	hosty
gosti	hosté
redir	redir
zelandija	zéland
zelandija	zélandu
jez	přehrada
jez	dam
jez	hráz
jez	přehradu
party	párty
party	večírek
party	strana
party	party
dovoljenja	licence
dovoljenja	povolení
dovoljenja	oprávnění
regij	regiony
regij	oblasti
pozitiven	kladný
pozitiven	kladné
pozitiven	pozitivní
galerije	galerie
dež	deště
dež	déšť
dež	rain
nasledstvo	nástupnictví
nasledstvo	odkaz
nasledstvo	dědictví
tovor	náklad
tovor	nákladní
razporeditev	distribuční
razporeditev	rozdělení
razporeditev	distribuce
razporeditev	rozložení
razporeditev	rozvržení
razporeditev	uspořádání
razporeditev	rozložení
razporeditev	uspořádání
razporeditev	ujednání
najmanjše	nejmenší
vdova	vdova
izbruh	epidemie
izbruh	ohnisko
izbruh	erupce
trikotnika	trojúhelník
davenport	davenport
kocka	kostku
kocka	kostka
nižja	níže
nižja	níž
nižja	dolní
nižja	nižší
nižja	spodní
nenad	nenad
ledena	ledové
stabilnost	stabilita
stabilnost	stability
stabilnost	stabilitu
grobnice	hrobky
slatina	slatina
krst	křest
krst	křtiny
krst	křest
kongo	kongu
kongo	kongo
kongo	konga
kongo	conga
kongo	konga
konflikt	rozpor
konflikt	konflikty
konflikt	střet
konflikt	konfliktu
konflikt	konflikt
arabci	araby
arabci	arabové
uniči	zničit
uniči	ničit
uniči	zničit
uniči	zničí
uniči	ničí
razvito	rozvinutých
razvito	rozvinuté
razvito	vyvinutá
razvito	vyvinut
razvito	vyvinuté
razvito	vyvinutý
umetniška	umělecké
umetniška	umělecká
umetniška	umělecký
mlajše	mladší
mlajše	mladších
anja	anja
anja	anya
lyon	lyon
breda	breda
možen	možné
možen	možný
založnik	vydavatel
založnik	vydavatele
založnik	nakladatelství
morris	morris
morris	morrise
zlatko	goldy
možje	manželé
možje	manželů
možje	manžele
možje	manžely
možje	muže
možje	pánské
možje	men
možje	mužů
možje	muži
pripravljena	připraven
pripravljena	připravena
pripravljena	připraveno
pripravljena	připravené
pripravljena	připraveno
označevanje	označování
označevanje	značení
označevanje	označení
označevanje	označování
označevanje	označování
označevanje	označení
pionirski	průkopnický
fokker	fokker
jap	jop
jap	jop
steven	steven
eugene	eugene
firence	florence
firence	florencie
avtorske	copyright
ron	ron
obstoječe	existující
obstoječe	stávající
veleposlanik	velvyslanec
veleposlanik	velvyslankyně
ista	totéž
ista	stejné
ista	stejný
ista	stejná
državljanstvo	národnosti
državljanstvo	občanství
usta	pusa
usta	ústa
usta	pusu
usta	úst
memorial	pomník
memorial	památník
memorial	memorial
memorial	pamětní
uspešnosti	představení
uspešnosti	výkony
uspešnosti	výkon
uspešnosti	výkonnost
uspešnosti	výkonnosti
uspešnosti	vystoupení
poškodovana	zranění
poškodovana	zraněn
poškodovana	zraněný
poškodovana	zraněné
poškodovana	poškozen
poškodovana	poškozený
poškodovana	poškozené
poškodovana	poškozená
rolls	rolls
mas	mas
mas	masy
trideset	třicet
trideset	thirty
membrane	membrány
membrane	membrány
središčem	středem
meter	metr
meter	metr
mlado	mladá
mlado	mladé
mlado	mladý
mlado	young
mlado	mladí
vsebinsko	koncepční
vsebinsko	věcné
sous	sous
anti	anti
kazalo	index
kazalo	rejstřík
situacijo	situaci
situacijo	situace
wayne	wayne
osvoboditev	osvobození
zasnova	návrh
zasnova	design
zasnova	projektování
zasnova	konstrukce
pomorsko	námořní
howe	howe
pat	pata
pat	pat
hrvati	chorvati
zaloge	zásoby
zaloge	akcie
zaloge	zásoba
zaloge	stavy
zaloge	zásoby
zaloge	zásobování
zaloge	dodávky
zaloge	zásoby
zaloge	akcie
zaloge	skladem
abeceda	abecedy
topovi	kanóny
topovi	děla
topovi	zbraně
zasede	přepadení
zasede	léčka
mleka	mléko
mleka	mléčná
mleka	mléka
mag	magus
mag	mág
mag	mag
poletni	letní
poletni	léto
uživanje	požitek
uživanje	užívá
uživanje	užíváme
molitev	modlení
molitev	modlitba
molitev	modliteb
molitev	modlitby
molitev	modlitbu
molitev	modlitba
prst	prst
prst	palec
prst	prst
blato	kalu
blato	kal
blato	bahno
blato	bahna
blato	bláto
blato	stolici
blato	stolice
blato	výkaly
blato	stolici
blato	trus
blato	stolice
postopno	postupné
postopno	postupně
postopno	postupné
postopno	progresivní
isonzo	isonzo
navdih	inspirovala
navdih	inspiroval
navdih	inspiraci
navdih	inspirace
tabele	stoly
tabele	tabulky
abd	abd
študente	studentky
študente	studenti
študente	žáci
študente	studenty
disertacijo	dizertaci
učbenik	učebnice
učbenik	učebnici
luč	světle
luč	lehké
luč	světlo
mehiški	mexická
mehiški	mexický
mehiški	mexičan
mehiški	mexické
aluminija	hliník
gozdni	lesní
gozdni	les
gozdni	lesy
gozdni	lesa
bogovi	bohů
bogovi	bohové
bogovi	bohy
bogovi	bozi
kupolo	kupole
kupolo	dome
razširjeno	prodloužena
razširjeno	rozšířená
razširjeno	rozšířené
razširjeno	rozšířený
lambert	lambert
cele	celý
cele	celou
cele	celá
cele	celé
stavka	strike
stavka	stávka
izziv	výzvu
izziv	výzva
vrhovno	nejvyšší
inšpektor	inspektor
siriji	sýrie
gledalci	diváci
gledalci	diváky
gledalci	diváků
gledalci	diváci
gledalci	publikum
gledalci	audience
gledalci	diváci
gledalci	diváky
gledalci	diváků
primerjalno	srovnávací
andrews	andrews
keith	keith
garcía	garcía
src	srdíčka
src	srdcí
src	srdce
champwd	champwd
schneider	schneider
trdo	tvrdá
trdo	těžce
trdo	tvrdé
trdo	těžké
trdo	tvrdý
trdo	tvrdě
čaj	čaje
čaj	čaj
čaj	tea
spartak	spartakus
odpoved	odstoupení
odpoved	rezignaci
odpoved	rezignace
vzorce	ukázky
vzorce	vzorků
vzorce	vzorky
divji	divočina
divji	divoká
divji	divoké
divji	divoký
beach	pláži
beach	pláže
beach	pláž
odgovorna	zodpovědná
odgovorna	odpovědný
odgovorna	odpovědná
odgovorna	zodpovědný
odgovorna	odpovědné
stanovanje	plochý
stanovanje	byt
stanovanje	ploché
stanovanje	plochá
stanovanje	byt
stanovanje	apartmán
stanovanje	apartmá
posode	pokrmy
posode	nádobí
posode	nádoby
posode	plavidel
posode	plavidla
posode	nádoby
posode	kontejnery
posode	kontejnerů
piero	piero
načrti	plány
načrti	plánů
načrti	plány
jeff	jeffa
jeff	jeff
baz	základny
baz	báze
baz	baz
murphy	murphyho
murphy	murphy
vesel	veselý
vesel	veselé
omembe	zmínku
omembe	zmínky
omembe	zmiňuje
bezirk	bezirk
dostopen	přístupné
dostopen	přístupná
dostopen	dostupné
dostopen	přístupný
suhi	suchá
suhi	suché
suhi	sucho
suhi	suchý
suhi	hubený
suhi	hubená
odgovoril	odpovědělo
odgovoril	odpověděl
odgovoril	odpověděla
odgovoril	odpovědělo
odgovoril	odpověděl
spredaj	předek
spredaj	fronta
spredaj	front
spredaj	přední
sašo	grayson
luca	luca
pisem	dopisy
pisem	písmena
pisem	písmen
lepe	nádhera
lepe	nádherná
lepe	krásná
lepe	krásné
lepe	krásný
uspehov	úspěchy
uspehov	úspěšnost
uspehov	úspěch
smiles	úsměvy
smiles	úsměv
razdeli	rozdělit
razdeli	split
razdeli	rozděl
razdeli	rozdělit
pozdrav	zdravím
pozdrav	pozdrav
pozdrav	pozdrav
suverenosti	suverenity
suverenosti	svrchovanosti
suverenosti	suverenitu
suverenosti	svrchovanost
isaac	isaac
dem	dem
siva	šedé
siva	gray
siva	šedý
siva	šedivý
siva	šedá
siva	šedá
siva	grey
siva	šedé
siva	greyová
siva	šedý
siva	šedivý
izdelava	výroba
izdelava	zpracovatelský
izdelava	výroba
izdelava	výrobní
trenutek	okamžik
trenutek	moment
trenutek	chvilka
trenutek	chvíle
oltarja	oltář
oltarja	oltáři
oltarja	oltáře
obrobju	okraj
obrobju	periferii
gaj	gaius
bank	banku
bank	banka
bank	bankovní
bank	banky
bank	bank
sinonim	synonymum
sestri	sestry
sestri	sester
prid	přízeň
prid	laskavost
delce	částečky
delce	částice
kupola	kupole
kupola	dome
sekunde	sekund
sekunde	sekundy
sekunde	vteřiny
sekunde	vteřin
rossi	rossi
rona	ron
auflage	auflage
psihologijo	psychologie
psihologijo	psychologii
charlie	charlieho
charlie	charlie
obsežne	rozsáhlý
obsežne	rozsáhlou
obsežne	rozsáhlé
obsežne	rozsáhlá
bron	bronz
državljani	občané
državljani	občany
walther	walther
weber	weber
leonardo	leonardo
prepovedano	zakázané
prepovedano	zakázaná
prepovedano	zakázáno
prepovedano	zakázaný
prepovedano	zakázané
prepovedano	zakázaná
prepovedano	zakázáno
prepovedano	zakázaný
esejist	esejista
linux	linux
kritiko	kritika
kritiko	kritiky
kritiko	kritiku
razlogi	důvody
razlogi	rozum
razlogi	důvod
razlogi	důvody
levstik	levstik
moderno	moderní
bolečino	bolesti
bolečino	bolest
voditelji	vůdci
jedrski	nukleární
jedrski	jaderné
jedrski	jaderná
jedrski	jaderný
hamburg	hamburku
cruz	cruz
vožnjo	jezdit
vožnjo	jízda
vožnjo	odvoz
vožnjo	řízení
vožnjo	jízda
poln	plné
poln	plný
poln	plná
iranu	írán
mitologija	mytologie
drugačna	jiný
drugačna	jiná
drugačna	různé
drugačna	jiné
oddaj	ukazuje
oddaj	zobrazí
oddaj	pořady
teologijo	teologie
zmesi	směsi
razglašen	prohlásil
alma	alma
slišal	slyšel
verjeli	věřila
verjeli	věřili
verjeli	věřil
odhod	odjezd
odhod	odlet
odhod	odjezdu
odhod	odchází
odhod	odchod
odhod	odcházím
odhod	odchodu
koža	kůži
koža	pleť
koža	kůže
koža	pokožka
proizvajalci	výrobci
proizvajalci	producenti
proizvajalci	výrobci
najmanjši	nejmenší
odvisnost	závislosti
odvisnost	závislost
odvisnost	závislosti
odvisnost	závislost
odvisnost	závislosti
odvisnost	závislost
dick	dick
dick	kokot
theodore	theodore
renesančni	renesanční
royce	royce
jupiter	jupiter
kotel	kotel
kotel	kotel
färjestads	färjestads
wade	wade
nemudoma	okamžitě
nemudoma	ihned
krogla	koule
krogla	kulka
krogla	náboj
prepričal	přesvědčen
prepričal	přesvědčil
aero	aero
klopi	klíšťata
klopi	lavice
klopi	lavice
klopi	lavičce
konvencija	konvence
konvencija	sjezd
konvencija	úmluvy
konvencija	úmluva
mad	naštvaná
mad	šílený
mad	mad
šef	šéfe
šef	šéf
absolutno	naprosto
absolutno	absolutně
absolutno	absolutní
poraba	utrácení
poraba	výdaje
poraba	spotřeba
poraba	konzumace
poraba	spotřebu
žleze	žlázy
žleze	žlázy
zadetkov	hity
merila	kritéria
merila	kritérií
desetletju	desetiletí
desetletju	dekády
jajca	vejce
jajca	vajec
jajca	vajíčka
jajca	míče
jajca	míčky
jajca	koule
pretirano	přehnaný
pretirano	přehnaná
pretirano	přehnané
pretirano	nadměrně
pretirano	nadměrná
pretirano	nadměrné
pretirano	nadměrný
pretirano	nepřiměřené
nord	nord
zemljišča	pozemky
zemljišča	pozemek
zemljišča	země
zemeljskega	zemité
povezovanje	integraci
povezovanje	začlenění
povezovanje	integrační
povezovanje	integrace
povezovanje	připojuji
povezovanje	připojení
prizori	scény
globine	hloubky
izvajati	provádět
nedvomno	nepochybně
botanik	botanik
odkrit	objevil
odkrit	objeven
odkrit	objevili
odkrit	objevila
#ffffff	#ffffff
koles	kola
flote	loďstvo
flote	flotila
flote	flotily
flote	loďstva
kandidata	uchazeči
kandidata	zájemci
kandidata	kandidátů
kandidata	kandidáti
kandidata	zájemce
kandidata	uchazeči
kandidata	uchazeč
kandidata	kandidát
venec	věnec
dvojna	dvojité
dvojna	double
dvojna	zdvojnásobit
dvojna	dvojitá
dvojna	dvojnásobek
frankov	franky
frankov	franků
križišče	křižovatce
križišče	křižovatky
križišče	křižovatka
križišče	junction
križišče	křižovatka
križišče	křižovatce
križišče	křižovatky
križišče	rozcestí
križišče	křižovatka
igralce	hráče
igralce	hráčů
igralce	hráči
igralce	přehrávače
england	england
england	anglie
palice	bary
palice	mříže
palice	barech
palice	barů
palice	tyče
palice	klacky
palice	tyčinky
palice	hole
palice	kluby
palice	hole
palice	klubů
palice	hůlky
palice	pruty
palice	tyče
ločila	interpunkce
moška	muže
moška	pánské
moška	men
moška	mužů
moška	muži
moška	samec
moška	mužské
moška	muž
moška	mužský
puščava	pouště
puščava	poušti
puščava	poušť
puščava	pouštní
zmožnost	schopnost
zmožnost	schopnosti
zmožnost	schopnost
harvey	harveyho
harvey	harvey
metka	mařenka
metka	kulka
metka	náboj
podpis	podepsání
podpis	podpisu
podpis	podpis
melodije	melodie
melodije	melodie
neapelj	neapol
vzorca	ukázky
vzorca	vzorků
vzorca	vzorky
larry	larry
larry	larryho
obrambno	obranný
obrambno	obranná
obrambno	obranné
termin	pojem
termin	výraz
termin	termín
termin	jmenování
termin	schůzka
termin	schůzku
robin	robin
lesena	dřevěné
lesena	dřevěná
lesena	dřevěný
lesena	dřevo
lesena	dřeva
datotek	souborů
datotek	soubory
datotek	spisy
datotek	složky
samodejno	auto
samodejno	automatický
samodejno	automatické
samodejno	automatická
samodejno	automaticky
samodejno	automatický
samodejno	automatické
samodejno	automatická
samodejno	automaticky
kvartet	kvartet
wallace	wallace
posebnosti	zvláštnosti
posebnosti	specifika
posebnosti	specifičnost
pozitivni	kladný
pozitivni	kladné
pozitivni	pozitivní
antike	starověku
nedavno	nedávno
nedavno	nedávný
nedavno	nedávné
nedavno	nedávná
piramida	pyramidu
piramida	pyramida
piramida	pyramidy
vesoljska	vesmír
vesoljska	prostor
vesoljska	prostoru
vesoljska	space
ricardo	ricardo
eur	eur
žagar	jigsaw
žagar	žagar
katedrale	katedrály
slava	sláva
slava	slávy
slava	slávu
slava	sláva
slava	slávu
slava	glory
madžari	maďaři
odločno	silně
odločno	důrazně
sočasno	souběžně
sočasno	souběžné
sočasno	současně
sočasno	souběžně
moto	motto
moto	moto
duševno	mentální
duševno	duševní
duševno	psychicky
duševno	duševně
duševno	mentálně
allan	allan
ekip	týmů
ekip	týmy
lokacijo	lokace
lokacijo	místo
lokacijo	poloha
lokacijo	umístění
lokacijo	lokalita
valovi	vlny
valovi	vln
zvezno	federální
populacija	obyvatelstvo
populacija	populace
dokazati	předvést
dokazati	prokázat
dokazati	demonstrovat
zamenjava	výměna
zamenjava	vyměnit
zamenjava	prohodit
zamenjava	nahrazení
zamenjava	substituční
zamenjava	náhrada
zamenjava	nahrazení
zamenjava	náhradní
kače	hadi
kače	hady
kače	hadů
kače	hada
kače	hadí
kače	had
skoki	skáče
skoki	skočí
skoki	skoky
skoki	skoky
skoki	skákání
delavce	pracovníky
delavce	pracovníci
delavce	dělníci
odposlancev	vyslanci
napadalec	útočník
napadalec	útočník
srbijo	srbska
srbijo	srbsko
čustveno	emocionální
čustveno	citové
čustveno	emotivní
čustveno	emoční
čustveno	citově
čustveno	emocionálně
saturn	saturn
encima	enzymu
encima	enzymy
encima	enzym
verjame	věří
tokio	tokiu
tokio	tokio
dream	snít
dream	sen
dream	dream
germain	germain
matt	matt
matt	matta
nasledniki	nástupci
pérez	pérez
slovenia	slovinsko
alexandre	alexandre
centralne	ústřední
centralne	centrální
centralne	centrála
oscar	oscar
oscar	oskar
ronnie	ronnieho
ronnie	ronnie
uefa	uefa
monarhija	monarchie
vlaken	vlákno
vlaken	vlákna
preprečil	překazil
mansell	mansell
propad	doom
propad	zkáza
propad	zhroucení
propad	kolaps
turistične	turistická
turistične	turistické
turistične	turista
ngc	ngc
clarke	clarke
krona	korunu
krona	koruny
krona	crown
krona	koruna
uran	uran
uran	uran
zimonjić	zimonjić
celično	buněčné
resnica	pravda
resnica	true
resnica	pravdivé
resnica	pravda
resnica	pravdu
bruhanje	zvracení
bruhanje	zvratky
bruhanje	zvracení
arheologi	archeologové
arheologi	archeologové
pripadal	patřilo
pripadal	patřili
pripadal	patřil
pripadal	patřily
dodana	přidáno
dodana	přidána
dodana	přidané
dodana	přidán
dodana	přidány
menihi	mniši
menihi	mnichy
menihi	mnichů
champxd	champxd
funtov	libry
funtov	liber
funtov	kila
odziva	odezva
odziva	odpověď
odziva	reakce
tesla	tesla
sloj	vrstvu
sloj	vrstvy
sloj	vrstva
padli	padlý
padli	padl
padli	padlé
viktorija	viktorie
viktorija	victorie
viktorija	victoria
izbruhnila	vypukla
akcija	akce
akcija	akční
akcija	akci
tiska	stiskněte
tiska	tisk
razglašena	prohlásil
ščiti	chrání
ščiti	štíty
vickers	vickers
luknje	otvory
luknje	dírky
luknje	díry
waffen	waffen
presega	přesahuje
presega	překračuje
presega	převyšuje
game	gamma
game	gama
hribar	hribar
andre	andre
andre	andré
andre	andré
ban	zakázat
ban	zákaz
izračuna	vypočítává
opredeljuje	vymezuje
opredeljuje	definuje
ema	emmou
ema	emma
ema	ema
doktorat	doktorát
doktorat	doktorát
doktorat	phd
listina	listina
listina	charty
listina	charta
pljuč	plíce
pljuč	plic
pljuč	plicní
pljuč	plíce
pljuč	plic
nasprotnikov	soupeři
nasprotnikov	odpůrci
okoliščine	okolnosti
okoliščine	okolnost
okoliščine	okolnosti
krizo	krizi
krizo	krize
silver	stříbrná
silver	stříbrné
silver	stříbro
silver	silver
léon	léon
planine	hory
planine	pohoří
planine	hor
navzven	externě
agent	agentka
agent	agent
vstaja	povstání
vstaja	povstání
vzpostavitev	usazení
vzpostavitev	zřízení
priznana	uznáno
priznana	uznávaný
priznana	uznána
priznana	uznávané
priznana	uznané
priznana	uznala
