категория	категорія
февруари	лютого
работи	роботи
работи	робота
работи	працюю
работи	працюють
работи	роботу
работи	робочий
работи	працює
провинция	провінція
империя	імперія
иван	іван
иван	іванко
център	центр
център	центр
повече	більше
вече	уже
вече	вже
сред	серед
три	три
три	втрьох
три	трійка
страна	країни
страна	країна
страна	кантрі
страна	збоку
страна	сторона
страна	бічна
страна	бік
страна	сторони
въпреки	незважаючи
градове	містами
градове	міста
градове	городи
градове	містах
градове	міст
население	населення
население	населення
завършва	завершується
завършва	завершує
завършва	закінчується
бил	білла
бил	білл
бил	фактура
бил	біл
малко	маленька
малко	маленький
малко	маленькі
хора	народ
хора	людей
хора	люди
университет	університет
германия	німеччини
германия	німеччині
германия	німеччина
германия	німеччину
могат	можна
син	blue
син	блакитні
син	блакитний
син	блакитна
син	синій
син	сині
син	сина
син	сину
син	син
награда	винагороду
награда	нагорода
награда	премія
награда	нагорода
георги	георгій
георги	георгій
голяма	великі
голяма	великих
голяма	великі
голяма	велике
голяма	велика
голяма	великий
голяма	біг
италия	італії
италия	італія
италия	італію
сайт	сайті
сайт	сайт
сайт	сайт
участва	стенд
световна	worldwide
край	завершити
край	кінець
край	закінчити
край	закінчиться
край	закінчення
уикипедия	вікіпедія
използва	використовує
използва	користується
използва	використання
сезон	season
сезон	сезон
сезон	сезону
окръг	графство
окръг	повіт
окръг	жупанія
окръг	улус
окръг	округ
окръг	нохія
окръг	район
днес	сьогодні
смъртта	death
смъртта	смерть
смъртта	смерті
франция	франції
франция	франція
франция	францію
национален	національна
национален	націонал
национален	національне
национален	національний
национален	національні
гърция	греції
гърция	греція
вижте	подивитися
вижте	див
вижте	бачите
вижте	бачу
вижте	переглянути
русия	росії
русия	росію
русия	росія
английски	англійською
английски	англійська
едно	одна
едно	one
едно	одне
едно	один
първи	перше
първи	перша
първи	перший
отново	знов
отново	знову
член	член
член	учасник
член	учасника
член	члена
член	стаття
член	статтю
височина	висота
височина	висота
височина	висота
дъщеря	донька
дъщеря	дочка
там	туди
там	там
система	система
система	системи
система	системний
система	системне
система	системна
нея	her
нея	нею
нея	її
нея	їй
училище	школа
училище	училище
били	біллі
били	біллі
света	света
света	світовий
света	світ
света	світе
света	world
села	селах
села	села
села	сіл
филми	films
филми	фільми
филми	фільмів
филми	знімали
филми	фільми
филми	кіно
александър	александар
александър	олександр
александър	александер
умира	вмирає
умира	гине
умира	помре
умира	помирає
умира	помирають
умира	вмирають
южна	південна
южна	південний
южна	південна
южна	південь
южна	південний
европа	європу
европа	європа
европа	європі
европа	europa
европа	уєфа
димитър	дімітар
всеки	нікому
всеки	нікого
всеки	хтось
всеки	всім
всеки	усіх
всеки	усі
всеки	усім
всеки	всіх
всеки	кожен
всеки	кожні
всеки	кожну
всеки	кожного
всеки	кожному
всеки	кожен
всеки	кожна
части	частини
части	частинами
баща	батька
баща	батько
баща	батьку
баща	отець
нова	нові
нова	нове
нова	нова
нова	новий
нова	створити
нова	нова
крал	кінг
крал	король
крал	цар
армия	армії
армия	армія
армия	військо
армия	армійський
църква	церква
църква	костел
докато	поки
докато	доки
докато	до
докато	поки
официален	офіційні
официален	офіційна
официален	офіційний
официален	офіційне
официален	формальні
официален	формальна
северна	північна
северна	норт
северна	північний
северна	північ
северна	північна
северна	північний
северна	північне
времето	погода
времето	тайм
времето	час
българска	болгарський
българска	болгарська
освен	окрім
освен	крім
места	місць
места	місця
места	місцини
места	місця
места	сидіння
начин	спосіб
начин	шлях
период	строк
период	період
резултат	єдесталу
резултат	рахунок
резултат	результат
резултат	оцінка
резултат	результат
данни	дані
данни	data
страница	сторінку
страница	сторінка
страница	сторінки
страница	пейдж
картинка	picture
картинка	зображення
картинка	картинка
картинка	фото
картинка	зображення
граф	графф
граф	граф
родени	народження
родени	народився
родени	борн
родени	народилась
родени	народилася
играе	відтворити
играе	грати
играе	програти
играе	грає
играе	відтворює
играе	грає
играе	програвання
играе	відтворення
живот	життя
живот	лайф
тук	тут
император	імператор
църквата	церква
църквата	костел
ден	день
ден	дню
ден	дня
жени	жінок
жени	жінки
руски	російська
руски	російською
руски	російську
известен	відома
известен	відоме
известен	відомі
известен	відома
известен	знамениті
известен	відомий
известен	знаменитий
добре	хороші
добре	гарні
добре	добрий
добре	добре
мария	марія
дори	навіть
дори	даже
води	веде
води	вод
води	лід
води	свинець
води	ведучий
води	ліда
тогава	потім
тогава	тоді
голям	великі
голям	великих
голям	великі
голям	велике
голям	велика
голям	великий
голям	біг
род	рід
род	род
филм	фільм
филм	кіно
филм	фільм
филм	плівка
шаблон	шаблон
шаблон	template
почти	майже
печели	перемог
печели	посіла
печели	виграє
страни	вечірок
страни	вечірки
страни	партій
страни	боки
страни	сторони
страни	сторін
страни	країн
страни	країни
площ	область
площ	ділянка
площ	площа
площ	місцевість
острови	острови
острови	іль
острови	isles
код	код
френски	френч
френски	французька
френски	французькою
френски	французький
генерал	загальні
генерал	генерал
генерал	загальний
генерал	загальне
защото	адже
защото	бо
държава	країни
държава	країна
държава	кантрі
държава	стан
държава	держава
дата	дату
дата	дата
дата	датою
двете	обоє
двете	обидва
двете	обох
двете	обидві
двете	обом
обикновено	зазвичай
обикновено	зазвичай
обикновено	зазвичай
големи	великі
големи	великих
големи	великі
големи	велике
големи	велика
големи	великий
големи	біг
деца	діти
деца	дітям
деца	дітьми
деца	дітлахи
деца	дітки
деца	діти
деца	дітьми
деца	дітей
петър	петро
петър	пітер
петър	петар
остава	залишається
остава	залишки
остава	залишається
остава	залишиться
сили	живить
сили	здібності
сили	силами
сили	сил
сили	сили
сили	військах
дължина	тривалість
дължина	довжина
дължина	довжини
дължина	довгота
българи	болгар
албум	альбому
албум	альбом
гръцки	грецька
гръцки	грецький
гръцки	грецьке
гръцки	грек
гръцки	грецькі
дни	днів
дни	дні
съюз	union
съюз	союз
съюз	юніон
съюз	альянс
партия	вечірка
партия	партії
партия	вечірки
партия	партія
партия	party
политик	політик
пише	записує
пише	пише
брат	брат
брат	брата
брат	братик
работа	завдання
работа	робота
работа	роботи
работа	робота
работа	працюю
работа	працюють
работа	роботу
работа	робочий
голове	цілі
голове	голи
остров	острів
остров	острів
остров	іль
председател	президент
председател	президенти
председател	голова
председател	головою
среща	дату
среща	дата
среща	датою
среща	знайомство
среща	зустрічаються
среща	засідання
среща	нарада
среща	зустрічі
среща	зустріч
среща	кондратюка
групи	гурти
групи	групи
групи	груп
групи	спільноти
информация	info
информация	інформації
информация	інформація
информация	відомості
информация	інформація
нови	нові
нови	нове
нови	нова
нови	новий
нови	створити
включва	включення
включва	входить
включва	включає
пъти	таймс
пъти	час
пъти	часи
пъти	times
писател	письменник
писател	writer
писател	письменник
херцог	герцог
херцог	дюк
министър	міністр
министър	міністру
цел	мета
цел	aim
цел	мета
цел	ціллю
цел	ціль
цел	мета
цел	призначення
цел	ціль
участие	участь
участие	долучитись
участие	участь
участие	участі
участие	участь
войната	війна
османската	турецький
никола	ніколя
никола	нікола
никола	нікола
море	містам
море	море
отбора	команда
списък	перелік
списък	list
списък	список
дава	подано
дава	дає
историята	журнал
историята	історія
историята	історії
брой	кількість
брой	рахувати
брой	відлік
брой	число
брой	кількість
брой	номер
брой	номера
култура	культура
всяка	кожен
всяка	кожні
всяка	кожну
всяка	кожного
всяка	кожному
всяка	кожен
всяка	кожна
същата	збігається
същата	однаковий
същата	однакові
същата	same
същата	самий
известни	відома
известни	відоме
известни	відомі
известни	відома
известни	знамениті
известни	відомий
известни	знаменитий
степен	класі
степен	градус
степен	ступінь
статия	стаття
статия	статтю
територията	територія
регион	ділянку
регион	регіон
повечето	найцікавіше
повечето	більшість
редактор	редактор
разположен	розташовані
разположен	знаходиться
разположен	розташовано
разположен	розташований
друг	інший
друг	інша
друг	інші
друг	інше
друг	інших
друг	інший
друг	інша
джон	джон
джон	іоанн
джон	іван
малки	малий
малки	малі
малки	маленькі
малки	маленька
малки	маленький
малки	маленькі
футболист	футболіст
вероятно	ймовірно
вероятно	орієнтовно
организация	організація
организация	установа
организация	установа
организация	організація
договор	договір
договор	контракт
договор	договір
договор	договору
север	північна
север	норт
север	північний
север	північ
васил	василь
изток	схід
изток	східна
изток	східної
изток	східні
четири	четвірка
четири	чотирьох
четири	чотири
испания	іспанію
испания	іспанія
испания	іспанії
особено	особливо
особено	особливо
разположено	розташовані
разположено	знаходиться
разположено	розташовано
разположено	розташований
човек	особа
човек	особи
човек	людина
човек	людський
човек	людина
човек	чоловік
човек	мужчина
човек	man
състав	будова
състав	композиція
общо	усього
общо	всього
общо	загалом
общо	загальна
общо	загальний
треньор	тренажер
треньор	тренер
треньор	тренера
отбори	команди
рим	рим
статии	статті
статии	статтями
статии	статей
управление	управління
управление	менеджмент
управление	керівництво
управление	керування
управление	управління
управление	контролює
литература	література
дейност	активність
дейност	дії
дейност	діяльності
дейност	дія
дейност	діяльність
цар	кінг
цар	король
цар	цар
цар	цар
хората	народ
хората	людей
хората	люди
видове	виді
видове	вид
видове	види
видове	типи
власт	влада
власт	живлення
власт	сила
власт	power
живота	життя
живота	лайф
стефан	стефан
стефан	штефан
стефан	стефан
стефан	штефан
тип	типу
тип	тип
военни	військові
военни	військовий
изчезване	винищення
изчезване	вимирання
изчезване	загибель
изчезване	зникнення
изчезване	зникають
изчезване	сховався
изчезване	пропаде
изчезване	зникнути
изчезване	зникають
изчезване	зникнення
вида	віда
вида	vida
шампион	шам
шампион	чемпіон
съвет	порада
съвет	пораду
съвет	поради
съвет	порада
съвет	підказка
съвет	рада
съвет	ради
свързани	схожі
исторически	історичний
исторически	історичної
исторически	історичні
исторически	історична
исторически	історичне
исторически	історичні
римски	роман
христо	христо
кръг	коло
кръг	гурток
кръг	кругла
кръг	круглий
кръг	round
кръг	раунд
майка	матір
майка	мати
майка	матері
карта	карта
карта	мапа
карта	картка
карта	картку
англия	англія
нов	нові
нов	нове
нов	нова
нов	новий
нов	створити
неговата	його
песни	пісень
песни	пісні
песни	songs
втори	другий
втори	друге
втори	друга
втори	секунда
множество	декілька
политика	правила
политика	політики
политика	policy
политика	політика
политика	політикою
политика	політика
преминава	минає
преминава	мине
преминава	завершилися
стара	старі
стара	старе
стара	старим
стара	стара
стара	старий
форма	форму
форма	форма
форма	форму
форма	форма
семейството	сімейство
семейството	сімейний
семейството	сімейні
семейството	родина
съпруга	дружині
съпруга	дружина
втора	другий
втора	друге
втора	друга
втора	секунда
район	ділянку
район	регіон
район	улус
район	округ
район	нохія
район	район
район	область
район	ділянка
район	площа
район	місцевість
музика	музика
музика	музики
музика	музик
музика	музиці
музика	музику
близо	закрити
близо	близький
близо	близько
близо	близькі
близо	закриття
близо	поблизу
близо	поруч
близо	поряд
близо	близько
близо	біля
първенство	чемпіонський
първенство	чемпіонат
представлява	представляє
манастир	монастир
манастир	монастир
файл	файл
средата	середина
средата	середини
награди	винагороди
награди	нагороди
награди	призи
немски	німецька
немски	німець
немски	герман
немски	німецькою
немски	німецький
помощ	допомоги
помощ	допоможіть
помощ	допомогти
помощ	допомога
помощ	довідка
помощ	допомогу
вода	вода
вода	водні
вода	водяний
вода	водяне
първоначално	спочатку
първоначално	початкова
първоначално	початковий
първоначално	початкове
карл	карл
карл	карл
свят	світовий
свят	світ
свят	світе
свят	world
николай	микола
николай	ніколай
николай	микола
николай	микола
административен	адміністративні
административен	адміністративний
административен	адміністративне
скоро	soon
скоро	скоро
западна	захід
западна	вест
западна	західний
западна	західні
западна	західна
войски	поповнення
войски	війська
стил	стиль
живее	життів
живее	живе
достига	сягає
избран	обраний
избран	вибрано
избран	вибрана
избран	вибране
избран	вибраний
избран	вибраний
избран	обрані
избран	вибрані
избран	вибране
избран	вибрано
марк	марк
марк	кропивницький
африка	африка
запад	захід
запад	вест
революционер	революційний
уебсайт	сайті
уебсайт	сайт
земята	землею
земята	earth
земята	землі
земята	земля
връзка	посиланням
връзка	посилання
връзка	link
връзка	лінк
връзка	підключитися
връзка	стосунки
връзка	взаємовідношення
роля	ролі
роля	роль
италиански	італійською
италиански	італійський
италиански	італієць
италиански	італійська
италиански	італійської
създава	створює
москва	московська
москва	moscow
москва	москва
как	як
китай	china
китай	китаї
китай	китаю
китай	китай
линия	лінія
линия	рядок
линия	рядка
линия	пряма
великобритания	британія
свети	святий
свети	saint
свети	сен
свети	святі
свети	святе
свети	свята
свети	священні
свети	святий
кариера	кар
развитие	розвитку
развитие	розвиток
развитие	розробка
лига	ліга
лига	ліга
лига	льє
роман	роман
източници	джерела
източници	джерел
политически	політично
политически	політичний
политически	політичне
политически	політична
политически	політичні
америка	америка
консул	консул
книги	книжки
книги	книг
книги	книги
стадион	стадіон
стадион	стедіум
служба	служби
служба	service
служба	служба
служба	послуга
служба	сервіс
другите	інших
другите	інші
другите	іншими
произход	джерело
произход	походження
произход	вихідного
произход	джерел
точка	елемент
точка	точка
точка	точку
точка	point
фридрих	фрідріх
фридрих	фредерік
сърбия	сербія
сърбия	сербії
академия	академія
академия	академії
първо	перше
първо	перша
първо	перший
предимно	переважно
предимно	головним
предимно	основному
предимно	здебільшого
предимно	переважно
силно	гучний
силно	голосно
силно	гучно
силно	яскрава
силно	сильним
силно	сильні
силно	сильною
силно	сильний
силно	сильна
силно	hard
силно	тяжко
силно	важкий
силно	складна
силно	важка
силно	жорсткий
писатели	письменники
писатели	письменників
годината	рік
михаил	михайло
михаил	mihail
членове	учасники
членове	члени
всичко	everything
всичко	все
всичко	усе
всичко	усі
всичко	всі
всичко	все
всичко	всіх
включително	включаючи
включително	включно
включително	зокрема
такива	такі
българско	болгарський
българско	болгарська
птица	птахи
птица	птаха
птица	пташка
птица	птах
влиза	входить
влиза	вводить
автор	автор
автор	автора
автор	автором
възраст	віці
възраст	вік
възраст	ера
възраст	доба
комитет	комітету
комитет	комітет
добър	хороші
добър	гарні
добър	добрий
добър	добре
езици	мови
езици	мов
държави	стани
държави	штати
държави	країн
държави	країни
бързо	швидкі
бързо	швидко
бързо	швидке
бързо	швидка
бързо	швидкий
бързо	швидко
бързо	швидкі
бързо	швидке
бързо	швидка
бързо	фаст
бързо	швидкий
сега	тепер
сега	зараз
ссср	срср
връх	гора
връх	маунт
връх	монтувати
връх	монтування
връх	пік
учи	вивчення
учи	навчання
битката	battle
битката	битва
битката	бій
ред	замовити
ред	ордер
ред	наказ
ред	порядок
ред	червона
ред	ред
ред	червоний
ред	червоне
ред	червоні
ред	рядок
мач	гра
мач	гри
мач	гру
мач	збіг
мач	відповідність
мач	матч
мач	двобій
мач	сірники
турция	туреччина
дивизия	ділення
дивизия	дивізіон
дивизия	поділ
макар	хоча
макар	хоча
макар	щоправда
събития	події
серия	серія
серия	серії
серия	ряд
серия	ряди
серия	серія
градът	містечко
градът	місто
градът	місто
планина	гірський
планина	гора
планина	гірська
планина	гора
планина	маунт
планина	монтувати
планина	монтування
нещо	щось
нещо	дещо
нещо	чимось
ляво	ліворуч
ляво	ліва
ляво	лівий
ляво	зліва
сан	сан
причина	причина
причина	привід
бразилия	бразилії
бразилия	бразилія
бразилия	бразильська
бразилия	brasil
начало	запустити
начало	розпочати
начало	старт
начало	запускати
начало	початок
начало	почати
начало	початок
биография	біографія
биография	біографію
движение	русі
движение	рух
движение	пересунути
движение	хід
движение	перемістити
движение	пересування
движение	рух
актьор	актор
централна	central
централна	центральний
централна	центральна
париж	paris
париж	париж
починал	померлих
музей	museum
музей	музей
книга	книжка
книга	книжечки
книга	книга
книга	книги
какво	що
какво	яка
какво	чим
едва	навряд
едва	ледве
йорк	йорк
главно	переважно
главно	головним
главно	основному
главно	здебільшого
главно	переважно
голямо	великі
голямо	великих
голямо	великі
голямо	велике
голямо	велика
голямо	великий
голямо	біг
константин	костянтин
константин	костянтин
константин	константін
япония	японія
япония	японію
япония	японії
полша	польщу
полша	польща
полша	польщі
филип	філіп
филип	філіпп
филип	філіп
филип	філіп
филип	phillip
филип	філіп
командир	commander
командир	командира
командир	командувача
командир	командир
носи	нести
носи	возять
носи	носи
носи	ношу
носи	носити
австралия	австралія
австралия	australia
австралия	австралії
сила	міцність
сила	інтенсивність
сила	сили
сила	сила
сила	примусово
сила	примусити
сила	сила
сила	force
сила	влада
сила	живлення
сила	сила
сила	power
цялата	цілу
цялата	цілий
цялата	ціла
потребител	споживачів
потребител	споживача
потребител	користувача
потребител	користувач
точно	саме
смърт	death
смърт	смерть
смърт	смерті
германски	німецька
германски	німець
германски	герман
германски	німецькою
германски	німецький
носител	авіаносець
правителство	правління
правителство	уряд
президент	президент
президент	президенти
полк	полк
полк	полк
футбол	футбол
футбол	футбол
случай	регістр
случай	справа
случай	випадок
случай	випадку
означава	засоби
против	проти
раждане	народження
изкуство	мистецтво
изкуство	арт
изкуство	мистецтво
изкуство	художня
азия	азія
версия	версія
малка	малий
малка	малі
малка	маленькі
малка	маленька
малка	маленький
малка	маленькі
театър	театрі
театър	театр
театър	театр
приема	приймає
приема	підтвердити
пак	знов
пак	знову
източна	східна
източна	східної
източна	східні
индия	індію
индия	індія
индия	індії
лондон	лондонський
лондон	london
лондон	лондон
британски	британці
британски	британська
британски	британські
британски	british
британски	англієць
основно	переважно
основно	головним
основно	основному
отношение	attitude
отношение	ставлення
текст	текстовий
текст	текст
образование	освіта
образование	освіти
образование	education
главен	головний
главен	основне
главен	головна
главен	головні
главен	головне
понякога	інколи
понякога	деколи
понякога	іноді
някой	кимось
някой	когось
някой	хтось
някой	кимось
някой	когось
някой	хтось
въстание	повстання
въстание	повстання
въстание	бунт
въстание	повстання
военен	військові
военен	військовий
казва	каже
следва	читачі
малък	малий
малък	малі
малък	маленькі
малък	маленька
малък	маленький
малък	маленькі
носители	голубів
сметка	рахунок
сметка	таб
сметка	tab
сметка	вкладку
сметка	вкладка
разлика	порівняння
разлика	diff
разлика	різниця
разлика	розбіжності
разлика	різниця
разлика	різниці
рок	скеля
рок	рок
рок	кручі
рок	rock
създаването	створення
създаването	витвір
дом	дім
дом	домівка
дом	домашній
дом	додому
дом	дом
кралство	царство
кралство	kingdom
кралство	королівство
същото	збігається
същото	однаковий
същото	однакові
същото	same
същото	самий
учител	жестів
учител	викладач
учител	вчителю
учител	вчитель
учител	учитель
учител	вчителька
известна	відома
известна	відоме
известна	відомі
известна	відома
известна	знамениті
известна	відомий
известна	знаменитий
починали	померлих
точки	точки
точки	очки
точки	пункти
точки	очок
точки	балів
игри	ігри
игри	ігор
игри	games
игри	ігри
албуми	альбомів
албуми	альбоми
напълно	повноцінного
напълно	повністю
напълно	цілком
напълно	повністю
напълно	повністю
клуб	club
клуб	клуб
щати	стани
щати	штати
бряг	берега
бряг	берег
бряг	пляжний
бряг	біч
бряг	пляж
бряг	узбережжя
бряг	берег
месеца	місяці
месеца	місяцями
месеца	місяців
мексико	мексики
мексико	мексиці
мексико	мексика
състояние	стан
състояние	статус
състояние	стану
състояние	статусі
състояние	умова
превод	переклад
директор	режисер
директор	директор
директор	капітал
институт	інститут
канада	канаді
канада	канади
канада	канаду
канада	канада
сигурност	безпека
сигурност	безпеки
сигурност	security
бургас	бургас
румъния	румунська
румъния	румунії
румъния	румунія
основни	головний
основни	основне
основни	головна
основни	головні
основни	головне
основни	основи
основни	базові
основни	базове
основни	основні
основни	базовий
основни	основний
действия	бойовики
действия	дії
действия	дія
действия	дії
нар	нар
нар	гранат
метра	метрах
метра	метрів
метра	метри
събрание	засідання
събрание	нарада
събрание	зустрічі
събрание	зустріч
събрание	зборів
