dhe	그리고
publike	공개
publike	공중
shënuar	득점
shënuar	표시됨
shtet	나라
shtet	국가
shtet	시골
shtet	컨트리
shtet	상태
shtet	국가
demokratike	민주당
filmi	영화
filmi	필름
filmi	영화
veçanërisht	특히
veçanërisht	특히
veçanërisht	구체적으로
moderne	모던
moderne	현대
moderne	근대
moderne	근황
metra	미터
artit	예술
artit	미술
artit	아트
artit	아트워크
artit	삽화
artit	예술작품
gjithmonë	항상
gjithmonë	언제나
tashmë	이미
tashmë	벌써
york	요크
gjermani	독일
sur	sur
erdhi	도착했다
dorë	핸드
sukses	성공적
sukses	성공함
sukses	성공
world	월드
world	세상
world	세계
paris	파리
shtatë	세븐
shtatë	일곱
shtatë	일곱번째
këngë	노래
këngë	songs
këngë	송송
këngë	노래
megjithëse	비록
përmban	포함함
përmban	포함
përmban	포함됨
marrin	받기
menjëherë	즉시
gati	준비
robert	로버트
club	클럽
përfundoi	완료
përfundoi	완료되었습니다
përfundoi	종료되었습니다
përfundoi	완료
përfundoi	완료되었습니다
mire	좋다
sistem	체계
sistem	시스템
des	des
shekulli	세기
periudhë	기간
periudhë	시대
periudhë	주기
shoqërore	인문학
shoqërore	사회주의
shoqërore	사회
shoqërore	사회적
artikuj	기사
sotme	오늘도
sotme	오늘
shkrimtar	작가
qartë	지우기
qartë	지우
qartë	맑음
qartë	명확하게
qartë	명백하게
qartë	명백히
huaj	이방인
huaj	외국인
francez	프랑스
francez	프랑스어
francez	프렌치
francez	프랑스인
thjeshtë	단순
thjeshtë	간단
thjeshtë	심플
thjeshtë	단순한
thjeshtë	간단하다
thjeshtë	간단한
thjeshtë	간단히
thjeshtë	단순하게
thjeshtë	단순히
fshatrat	마을
vlera	가치관
vlera	가치
vlera	가치
themeluar	설립
themeluar	설립
rol	역할
ndërkombëtar	국제
ndërkombëtar	인터내셔널
bashkimi	동맹
bashkimi	연맹
bashkimi	유니언
bashkimi	연합
bashkimi	합병
bashkimi	통일
bashkimi	단결
bashkimi	유니티
bashkimi	unity
maqedoni	마케도니아
maqedoni	마케도니아인
golin	목표
toka	earth
toka	대지
toka	지구
toka	육지
toka	랜드
raste	케이스
raste	사례
here	타임스
here	타임즈
here	시간
here	타임
here	time
filluan	시작되었습니다
filluan	시작했습니다
filluan	시작됨
shkurtër	짧게
shkurtër	쇼트
shkurtër	짧은
yyyy	yyyy
roman	로만
roman	로마
roman	소설
william	윌리엄
vendosi	결심
mbetur	남음
rruga	거리가
rruga	스트리트
rruga	거리
rruga	길거리
rruga	도로
rruga	로드
ndoshta	아마도
ndoshta	아마
ndoshta	아마도
ndoshta	아마
ndoshta	아마도
ndoshta	아마
kupa	cups
kupa	cup
ekonomik	경제
bukur	아름다운
bukur	아름다워
bukur	아름답다
bukur	예뻐
bukur	나이스
turke	터키식
turke	터키어
turke	터키
ulët	낮은
ulët	낮음
ulët	low
periudha	기간
periudha	시대
periudha	주기
periudha	생리
periudha	월경
periudha	마침표
real	진짜
real	리얼
real	레알
jetojnë	생방송
jetojnë	라이브
publik	공공
publik	공개
publik	공중
pavarur	독립
pavarur	독립적
pavarur	프리랜서
ushtria	군사
ushtria	육군
ushtria	군대
lind	born
lind	출생
lind	탄생
fundi	종료
fundi	끝내기
ndarë	나눈
klubi	클럽
fakt	팩트
fakt	사실
kuqe	붉은
kuqe	붉은색
kuqe	레드
kuqe	빨간색
kuqe	빨강
puna	퇴근
puna	직장
puna	작업
vdekur	사망
vdekur	데드
university	대학교
university	대학
www	www
madrid	마드리드
njësi	유닛
njësi	단위계
njësi	단위
njësi	유닛
njësi	unit
njësi	단위
osman	오스만
qytetet	도시
https	https
gazeta	신문
gazeta	신문
gazeta	종이
gazeta	페이퍼
gazeta	용지
rritur	성인
rritur	어른
format	모양
format	형식
format	포맷
format	형식으로
anëtarët	멤버
anëtarët	구성원
anëtarët	멤버들
banorët	레지던트
banorët	주민들
fuqi	파워
fuqi	전력
fuqi	권력
duhej	필요함
katolike	가톨릭주의
katolike	가톨릭
artikulli	기사
shkollë	학교
shkollë	학교는
shkollë	스쿨
shkollë	학원
seri	시리즈
përbashkët	공유
përbashkët	관절
akoma	아직도
akoma	여전히
akoma	아직
britanisë	브리튼
rezultat	결과
fëmijët	키즈
fëmijët	애들
fëmijët	아이들
fëmijët	어린이
fëmijët	아동
fëmijët	어린이들
fëmijët	자녀
fëmijët	어린이
fëmijët	아이들
profesor	교수
profesor	교수님
ngjarje	이벤트
ngjarje	이벤트
ngjarje	행사
pika	dots
pika	반점
pika	물방울
pika	지점
pika	포인트
vendasit	지역주민
vendasit	원주민
posta	편지
posta	메일
posta	우편
fakultetin	학부
fakultetin	교수
kaloi	지출
lehtë	쉽게
lehtë	쉬운
lehtë	쉬워
lehtë	아쉬운
qysh	언제부터
qysh	이후
qysh	이후부터
greqi	그리스
jeton	생활
jeton	생방송
jeton	라이브
jeton	생명
pjese	부분
pjese	부품
pjese	파트
fillore	초등
xhamia	모스크
nisur	시작됨
arrin	도착
arrin	도달
rëndë	무겁게
rëndë	무거워
rëndë	무거운
rëndë	무거움
charles	샤를
charles	찰스
kurrë	절대
kurrë	never
kurrë	절대로
vrarë	살해
vrarë	살인
united	united
united	유나이티드
ismail	이스마엘
projekte	프로젝트
league	동맹
league	리그
sulltani	술탄
pothuajse	거의
fituesit	우승자
fituesit	수상자
fituesit	승자
barcelona	바르셀로나
gjallë	alive
pamje	조회
pamje	보기
class	학급
class	계급
class	클래스
class	수업
sistemin	체계
sistemin	시스템
shkon	달리기
shkon	러닝
david	데이비드
david	다윗
david	데이빗
david	다비드
mundësi	가능성
mundësi	기회
mundësi	기회
lokale	로컬
lokale	현지
ndryshëm	달라
ndryshëm	다름
ndryshëm	다르다
pikërisht	정확하게
pikërisht	정확히
pikërisht	정확히
tona	우리의
portal	포탈
portal	포털
çmimi	가격
çmimi	프라이스
kthehet	반환
kthehet	리턴
treguar	표시됨
treguar	표시된
page	급여
page	월급
finlanda	핀란드
fizike	물리적
fizike	물리
mesatare	중간
mesatare	평균
mesatare	미디엄
mesatare	미디어
mesatare	중간
serb	세르비아인
serb	세르비아
serb	세르비아인
serb	세르비아어
përbërë	합성
përbërë	컴포지트
përbërë	작곡
përbërë	자작곡
lloje	유형
guvernator	주지사
vështirë	열심히
vështirë	하드
vështirë	어려워
vështirë	힘든
vështirë	터프
vështirë	어려운
vështirë	어려움
vështirë	어려워
shkallë	사다리
shkallë	사다리
uji	물이
uji	워터
uji	수분
uji	수액
uji	액체
ndeshjet	일치하는
ndeshjet	성냥
ndeshjet	일치
ngjashme	비슷함
ngjashme	유사한
ngjashme	비슷한
ngjashme	유사
mbrojtur	보호
guri	스톤
guri	석기
guri	구리
guri	구리시
guri	바위
guri	rock
ekziston	존재
ekziston	존재함
ekziston	존재함
njerëzore	인간
njerëzore	인체
njerëzore	인간인
lidhja	커넥션
lidhja	연결
lidhja	링크
prodhuar	제작
prodhuar	제조
premier	프리미어
thellë	깊은
thellë	깊게
numrin	숫자
numrin	번호
mësues	선생님
mësues	교사
mësues	스승
kushtet	약관
kushtet	용어
kushtet	조건
kryeqyteti	자본
kryeqyteti	수도
kryeqyteti	캐피탈
kryeqyteti	자본주의
kryeqyteti	캐피털
zyrtar	공식
zyrtar	official
art	예술
art	미술
art	아트
krishterë	전례
krishterë	기독교
krishterë	크리스티안
krishterë	크리스천
krishterë	크리스찬
krishterë	기독교인
drejtor	디렉터
drejtor	감독
drejtor	교장
internet	인터넷
shkup	스코페
shkruan	쓰기
shkruan	쓰기
shkruan	글쓰기
paul	파울로스
paul	파울로
paul	바울
paul	파울
djali	boy
djali	소년
djali	남자아이
djali	보이
maria	마리아
one	하나
paraqitur	제출
grupe	그룹
burimet	소스
burimet	출처
burimet	자원
burimet	리소스
personale	개인적
personale	개인적인
personale	개인용
personale	개인
ditët	데이즈
lartësi	고도
lartësi	고도
lartësi	높이
lartësi	키는
gjergj	조르지오
trupit	시체
trupit	몸매
trupit	몸매가
islam	이슬람교
islam	이슬람주의
islam	이슬람
evropë	유럽
ditën	하루
ditën	데이
franceze	프랑스
franceze	프랑스어
franceze	프렌치
franceze	프랑스인
sociale	사회주의
sociale	사회
sociale	사회적
biri	아들
sezoni	시즌
sezoni	계절
ibrahim	이브라힘
ibrahim	아브라함
diçka	무엇인가
diçka	something
diçka	뭔가
diçka	무언가
james	제임스
kuq	붉은
kuq	붉은색
kuq	레드
kuq	빨간색
kuq	빨강
drejtimin	연출
politikan	정치인
politikan	정치가
politikan	정치
bie	떨어지고
bie	falling
bie	떨어지는
bie	떨어지지
bie	떨어지는
bie	떨어짐
bie	폭포
studime	공부
zonë	지대
zonë	zone
zonë	영역
zonë	구역
zonë	영역
zonë	지역
zonë	면적
don	don
hap	스텝
hap	단계
hap	걸음
hap	오픈
hap	열기
nisi	시작되었습니다
nisi	시작했습니다
nisi	시작됨
nisi	시작됨
filma	필름
filma	영화
filma	영화
trupat	군대
keq	bad
keq	나쁜
keq	나쁘다
keq	미안
trashëgimisë	문화유산
ngushtë	좁은
ngushtë	좁아
ngushtë	좁다
ngushtë	절친
ngushtë	타이트
rrjedh	줄기
rrjedh	흐름
video	동영상
video	비디오
famshëm	연예인
famshëm	유명한
famshëm	유명해
famshëm	유명인
famshëm	유명하다
famshëm	유명
plotësisht	완전히
plotësisht	완전히
utc	utc
utc	표준시
skuadra	분대
skuadra	스쿼드
skuadra	team
civile	민간
civile	민간인
forca	체력
forca	강제
forca	포스
sovjetik	소련
punon	웍스
punon	작동
punon	작품
punon	일하기
përdor	이용하기
përdor	사용하기
përdor	사용
përdor	이용
përdor	사용하다
përdor	사용
pavarësisht	불구하고
humbur	분실
humbur	로스트
humbur	잃어버린
arti	예술
arti	미술
arti	아트
bota	월드
bota	세상
bota	세계
përdorim	이용하기
përdorim	사용하기
përdorim	사용
përdorim	이용
përdorim	사용하다
burime	소스
burime	출처
burime	스프링
burime	스프링스
burime	자원
burime	리소스
çështje	이슈
çështje	문제
çështje	쟁점
çështje	이슈
çështje	문제
zonat	영역
private	비공개
këshilli	협의회
këshilli	평의회
wiki	위키
wiki	위키위키
lëvizje	모션
lëvizje	움직임
lëvizje	움직임
lëvizje	운동
rock	바위
rock	rock
muzika	음악
muzika	뮤직
aktore	배우
aktore	여배우
malet	산맥
drita	가볍게
drita	가벼운
drita	라이트
drita	가벼움
drita	불빛
drita	조명
flamuri	깃발
flamuri	국기
flamuri	플래그
gjermania	독일
nevojshme	필요함
muzikore	뮤지컬
historik	사적
historik	역사
përdorimi	사용법
përdorimi	사용량
përdorimi	사용
përdorimi	이용하기
përdorimi	사용하기
përdorimi	사용
përdorimi	이용
përdorimi	사용하다
letërsi	문학
artë	황금
artë	골든
lëvizja	모션
lëvizja	움직임
lëvizja	이사
lëvizja	움직임
lëvizja	움직임
lëvizja	운동
national	국립
national	내셔널
national	국민
sulltan	술탄
link	링크
ndihmuar	원호
zbuluar	발견됨
zbuluar	감지
zbuluar	발견됨
kërkuar	요청함
grek	그리스어
grek	그리스
alias	별칭
alias	별명
loire	루아르
elizabeth	엘리자베스
elizabeth	엘리사벳
zhvillimi	개발
zhvillimi	발달
finale	피날레
finale	기말고사
finale	파이널
finale	결승전
finale	파이널
finale	결승전
finale	결승
monument	기념탑
monument	기념물
monument	모뉴먼트
monument	기념비
duka	공작
duka	듀크
romë	로마
romë	로마
liga	동맹
liga	리그
liga	리가
lidhjet	연애
lidhjet	관계
lidhjet	합금
lidhjet	링크
lidhjet	커넥션
lidhjet	연결
lidhjet	넥타이
ishujt	제도
round	라운드
kënga	송송
kënga	노래
vazhdim	계속
materiale	물질
materiale	재료
materiale	소재
materiale	재료
mënyra	방법
anëtarë	멤버
anëtarë	구성원
anëtarë	멤버들
dite	하루
dite	데이
spanja	스페인인
spanja	스페인
rritje	증가
rritje	성장
rritje	증가
katërt	넷째
katërt	네번째
lojtari	플레이어
lojtari	재생기
lojtari	선수
kultura	문화
kultura	문화
tjeter	다음
tjeter	넥스트
nder	명예
nder	영광
nder	명예
titull	자막
titull	문구
titull	설명
titull	타이틀
titull	제목
klasike	품격
klasike	클래식
klasike	고전
hasan	hassan
artikull	기사
artikull	항목
artikull	품목
artikull	아이템
ligji	법칙
ligji	법률
ligji	법학
popullor	인기가요
popullor	인기
popullor	인기가
nëna	엄마
nëna	어머니
lart	높음
lart	하이
lart	윗층
lart	위층
qytete	도시
plot	가득
pashë	쏘우
grupin	그룹
grupin	집단
ndodh	발생
dihet	알려진
vdekje	죽음
vdekje	사망
vdekje	데스
struktura	시설
struktura	구조물
struktura	구조
struktura	구조물
struktura	구조
struktura	시설
foto	사진
foto	사진
foto	그림
foto	사진
foto	사진들
mark	표시
mark	마르크
mark	마크
ngjyrë	색상
ngjyrë	컬러
ngjyrë	색상
ngjyrë	컬러
ngjyrë	paint
ngjyrë	페인트
ngjyrë	페인팅
ngjyrë	잉크
shkencor	과학
aktiv	활성화
aktiv	활동
aktiv	액티브
aktiv	활성
jete	평생
jete	생명
jete	생활
jete	라이프
jete	인생
nivel	레벨
nivel	수준
marrëdhëniet	연애
marrëdhëniet	관계
marrëdhëniet	연애
marrëdhëniet	관계
marrëdhëniet	관계
tetë	여덟
tetë	eight
png	png
ndihmë	도움
ndihmë	도움말
qëndron	스탠드
krijoi	생성
krijoi	만들었습니다
joseph	조셉
joseph	요제프
