kategória	kategorya
gyakran	madalas
gyakran	kadalasan
fontos	kahalaga
fontos	mahalaga
faj	lahi
faj	species
állt	tumindig
mindig	palagi
mindig	laging
korábban	nauna
korábban	dati
korábban	kanina
korábbi	kanina
korábbi	dating
korábbi	dating
korábbi	nakaraang
újra	ulit
újra	again
újra	muli
újra	nanaman
török	turk
török	turko
kellett	kailangan
stadion	stadium
kisebb	lesser
kisebb	menor
kisebb	minor
brit	british
brit	brit
román	romanian
inkább	halip
kívül	labas
álló	galaw
maradt	nanatili
john	juan
john	john
körül	paligid
észak	north
észak	hilagang
észak	hilaga
észak	hilagang
neki	kaniya
neki	niya
neki	siya
neki	kanya
mária	marie
mária	mary
mária	maria
mária	maria
rendező	direktor
rendező	director
helyszín	lugar
helyszín	venue
helyszín	kinalalagyan
helyszín	lokasyon
helyszín	site
megjelent	lumitaw
politikai	pulitikal
politikai	politikal
politikai	pampulitika
nyelv	dila
nyelv	wika
nyelv	alangan
nyelv	wikang
nyelv	tausug
stb	atbp
stb	etc
háború	digmaan
háború	digmaang
írt	sinulat
írt	wrote
írt	nagsulat
rövid	maiksi
rövid	maikli
rövid	short
rövid	pandak
rövid	maikling
rövid	maikli
rövid	maikling
jobb	better
híres	famous
híres	sikat
dátum	date
dátum	petsa
egyetem	university
egyetem	unibersidad
egyetem	pamantasan
egyetem	college
egyetem	kolehiyo
jelenlegi	current
jelenlegi	kasalukuyan
jelenlegi	kasalukuyang
hely	lugar
hely	pook
hely	kinalalagyan
hely	lokasyon
jelenleg	kasalukuyang
hasonló	kapareho
hasonló	magkatulad
hasonló	katulad
fekete	itim
fehér	maputi
fehér	puti
miklós	nicolás
miklós	nicholas
szóló	solo
andrás	andrew
lista	listahang
lista	listahan
többi	pahinga
budapesti	budapest
országos	national
országos	pambansa
országos	pambansang
országos	nasyonal
országos	nationwide
helyi	lokal
katonai	military
katonai	pangmilitar
katonai	militar
világ	mundo
utca	kalye
északi	north
északi	hilagang
északi	hilaga
északi	nordic
északi	hilagang
sikerült	pinamamahalaan
sikerült	pinamamahalaang
sikerült	nagtagumpay
pál	paul
pál	pablo
általános	pangkalahatan
általános	heneral
általános	pangkalahatang
általános	general
déli	katimugang
déli	southern
déli	timog
szám	bilang
tovább	karagdagang
keresztül	through
szemben	kabaliktaran
külön	magkahiwalay
külön	hiwalay
külön	hiwalay
külön	hiwalay
nyugati	west
nyugati	kanluran
nyugati	kanluranin
nyugati	western
keleti	silangan
keleti	east
keleti	oriental
keleti	silangang
nap	sun
nap	araw
nap	araw
változott	nagbago
változott	binago
változott	pinalitan
png	png
nyári	summer
története	story
története	kuwento
története	kwento
link	link
látható	nakikita
legtöbb	pinaka
legtöbb	karamihan
ellenére	kabila
béla	bela
béla	béla
múzeum	museo
közben	samantala
center	center
center	sentro
forrás	source
forrás	pinagkunan
forrás	mapagkukunan
forrás	resource
forrás	sources
forrás	pinagmumulan
forrás	pagkukunan
html	html
név	pangalan
név	pong
mihály	michael
dolgozott	nagtrabaho
kupa	tasa
kupa	kopa
játszott	naglaro
játszott	nilalaro
játszott	nilaro
von	von
terület	teritoryo
terület	lugar
terület	area
terület	lawak
osztrák	austrian
com	com
lengyel	polish
végzett	nagtapos
herceg	duke
herceg	prinsipe
herceg	prince
magas	high
magas	mataas
magas	tangkad
magas	matangkad
kínai	intsik
kínai	tsino
kínai	chinese
der	der
színház	sinehan
színház	theater
színház	teatro
színház	tanghalan
millió	milyon
millió	milyon
millió	millions
vezető	namamahala
vezető	manager
vezető	tagapamahala
vezető	driver
vezető	drayber
vezető	lider
köztársaság	republika
vendég	customer
vendég	kustomer
vendég	bisita
vendég	panauhin
vendég	guest
vendég	panauhin
franciaország	pransiya
franciaország	france
együttes	banda
együttes	ensemble
együttes	pinagsama
együttes	dugtong
együttes	pinagsamang
elég	sapat
oldal	pahinang
oldal	pahina
oldal	page
idő	panahon
idő	oras
idő	time
rendszer	sistemang
rendszer	system
rendszer	sistema
valaki	sinuman
valaki	somebody
usa	usa
mikor	kapag
mikor	kailan
belső	panloob
belső	panloob
belső	internal
belső	natatagong
azonos	magkapareho
elmúlt	nakaraan
elmúlt	nakalipas
elmúlt	nakaraang
írta	isinulat
írta	nakasulat
írta	sinulat
írta	naisulat
írta	sinulat
írta	wrote
írta	nagsulat
album	album
református	reformed
tanár	guro
tanár	teacher
császár	emperador
szerkesztő	editor
túl	lampas
túl	beyond
túl	kabila
túl	masyadong
túl	rin
gazdasági	ekonomiya
gazdasági	economic
élt	nanirahan
élt	tumira
méter	metro
méter	meters
méter	metro
méter	meter
színész	artista
színész	actor
színész	aktor
ház	bahay
irodalmi	pampanitikan
szabad	libreng
szabad	free
szabad	libre
szabad	malaya
felesége	asawa
valószínűleg	malamang
valószínűleg	ata
valószínűleg	malamang
megfelelő	naaangkop
megfelelő	angkop
megfelelő	angkop
sor	pila
sor	queue
sor	linyang
sor	linya
sor	line
sor	hilera
sor	row
alakult	nabuo
iskola	paaralan
összesen	kabuuang
összesen	kabuuan
történelmi	makasaysayang
történelmi	makasaysayang
költő	makata
aktív	active
aktív	aktibong
aktív	aktibo
ideje	panahon
ideje	oras
ideje	time
hét	linggo
hét	lingguhan
hét	lingo
hét	pitong
hét	seven
hét	pito
pont	pont
pont	points
pont	puntong
pont	punto
pont	point
bajnok	champ
bajnok	champion
állami	state
állami	estado
állam	state
állam	estado
emberek	kalalakihan
emberek	tao
tartott	hinawakan
tartott	gaganapin
tartott	iningatan
németország	germany
németország	alemanya
németország	mikrobyo
talán	marahil
talán	siguro
talán	baka
hat	anim
uefa	uefa
tett	ginawa
dal	dal
dal	awitin
dal	kanta
dal	awit
eredetileg	originally
szlovák	eslobako
helyett	instead
közös	naibahagi
közös	ibinahagi
közös	nagbahagi
közös	karaniwan
közös	karaniwang
közös	dugtong
közös	pinagsamang
folyó	ilog
san	san
önálló	malayang
önálló	independent
önálló	autonomous
önálló	awtonomong
önálló	sosyalistikong
önálló	solo
részben	bahagi
részben	part
részben	parte
részben	bahagyang
tamás	thomas
államok	states
államok	estado
államok	unidos
szovjet	sobyet
miért	bakit
birodalom	imperyo
birodalom	monggol
birodalom	lupain
megyei	county
megyei	kondado
fifa	fifa
alsó	lower
alsó	ibaba
alsó	ilalim
tér	parisukat
tér	space
tér	kalawakan
tér	puwang
tér	espasyo
történt	nangyari
kulturális	pangkultura
kulturális	cultural
park	liwasan
park	park
közel	close
közel	malapit
közel	isara
közel	malapit
utóbbi	latter
utóbbi	huli
kör	bilog
kör	laps
kör	round
kör	bilog
york	york
fiatal	bata
felső	itaas
felső	upper
felső	tuktok
felső	nangunguna
felső	itaas
arany	golden
arany	ginintuang
arany	ginto
arany	gold
sablon	template
járás	distrito
zenei	musikal
zenei	musical
attila	attila
minta	sample
minta	halimbawa
minta	pattern
minta	model
zsidó	jewish
zsidó	jew
bizonyos	tiyak
játékok	games
játékok	laruan
központi	central
központi	gitnang
kezdte	nagsimula
kezdte	inumpisahan
kezdte	sinimulan
források	sources
források	pinagmumulan
források	pagkukunan
források	liabilities
források	mapagkukunan
források	yaman
források	kayamanan
csapatok	hukbo
kellene	dapat
föld	daigdig
föld	lupa
föld	lupain
föld	lupa
tartományban	probinsya
tartományban	province
tartományban	probinsiya
tartományban	lalawigan
modern	makabagong
modern	modern
modern	modernong
modern	makabago
world	mundo
lépett	inilagay
lépett	pinasok
lépett	naipasok
poszt	post
poszt	poste
tagjai	miyembro
tagjai	members
tagjai	kasapi
szabó	mananahi
kormány	pamahalaan
kormány	gobyerno
nek	nek
hadsereg	military
hadsereg	pangmilitar
hadsereg	militar
hadsereg	hukbo
hadsereg	army
királyság	kaharian
szerepet	tungkulin
latin	latin
vörös	pula
vörös	red
magyarok	hungarian
városi	urbano
városi	lungsod
városi	siyudad
városi	city
club	club
club	samahan
gróf	count
olaszország	italya
olaszország	italian
olaszország	italyano
anna	anna
előző	dating
előző	nakaraang
győzelem	manalo
győzelem	tagumpay
győzelem	panalong
nevet	tatawa
nevet	laughs
nevet	tawa
nevet	tumatawa
cím	titulo
cím	pamagat
cím	title
cím	tirahan
cím	address
szükséges	need
szükséges	kailangan
szükséges	kailangan
szükséges	kinakailangan
szükséges	kailangan
szükséges	kinakailangan
pápa	papa
adta	nagbigay
játékos	makulit
játékos	maharot
játékos	player
játékos	manlalaro
használt	ginamit
használt	nagamit
használt	ginagamit
élet	buhay
nyert	nanalo
nyert	panalo
nyert	nanalo
nyert	panalo
egyébként	otherwise
törvény	batas
hatalmas	napakalaki
hatalmas	matipuno
akadémia	academy
budapesten	budapest
negyedik	ikaapat
negyedik	fourth
vezetett	humantong
vezetett	led
állomások	istasyon
irodalom	lit
irodalom	maliwanag
irodalom	panitikan
irodalom	panitikang
társaság	kumpanya
társaság	kompanya
michael	michael
emberi	pantao
emberi	tao
emberi	makatao
emberi	human
szöveg	text
szöveg	txt
szöveg	teksto
szöveg	lyrics
területe	teritoryo
rész	bahagi
rész	part
rész	parte
rész	episode
ment	nagpunta
lexikon	lexicon
mutatja	ipinapakita
mutatja	nagpapakita
top	tuktok
top	nangunguna
top	itaas
sugárzás	radiation
filmek	movies
filmek	films
david	david
balra	natitira
balra	pakaliwa
balra	iniwan
balra	naiwan
balra	kaliwa
ezer	libong
ezer	libo
ezer	libo
mérkőzés	laban
mérkőzés	tugma
képek	picture
képek	photos
képek	larawan
rendelet	regulasyon
nyugat	west
nyugat	kanluran
nyugat	kanluranin
nyugat	western
paul	paul
paul	pablo
kelet	silangan
kelet	east
kelet	silangang
kor	edad
kor	age
egyszer	kapag
épület	gusali
hogyan	paano
hogyan	pano
politikus	pulitiko
tartomány	probinsya
tartomány	province
tartomány	probinsiya
tartomány	lalawigan
tartomány	domain
tartomány	saklaw
tartomány	hanay
holland	netherlands
holland	holland
holland	olandes
holland	dutch
aztán	then
aztán	pagkatapos
robert	robert
vár	naghihintay
vár	waiting
vár	mangarap
vár	kastilyo
saint	santo
saint	santa
erős	malakas
erős	strong
erős	powerful
erős	makapangyarihang
művészeti	sining
sziget	isla
sziget	pulo
sziget	island
sziget	pulo
műszaki	teknikal
győztes	nagwagi
győztes	winner
győztes	pagandahan
szerb	pranses
adatok	datos
adatok	data
szép	ganda
szép	sarap
szép	nice
honlap	website
honlap	homepage
közép	gitnang
közép	gitna
közép	mid
jellemző	katangian
természetes	likas
természetes	natural
svéd	swedish
svéd	suweko
und	und
kiemelt	itinatampok
kiemelt	itinampok
állandó	constant
állandó	permanente
állandó	permanent
működött	nagtrabaho
korai	maagang
korai	maaga
díjat	award
magyarul	hungarian
meghalt	namatay
kezdve	sinisimulan
kezdve	nagsisimula
kezdve	simula
téli	taglamig
téli	winter
egyben	rin
egyben	din
kovács	panday
kovács	smith
afrikai	africa
afrikai	aprika
afrikai	aprikano
afrikai	african
george	george
független	malayang
független	independent
anglia	inglatera
anglia	england
fog	ngipin
csata	labanan
tanult	pinagaralan
tanult	natutunan
tanult	natuto
lehetne	ma
érdemes	karapatdapat
érdemes	worthy
játék	game
játék	laro
játék	toy
játék	laruan
játék	games
játék	dula
játék	play
játék	makipaglaro
játék	maglaro
származó	pinagmulang
erzsébet	elizabeth
antal	anthony
kereskedelmi	commerce
kereskedelmi	pangkalakal
kereskedelmi	commercial
kereskedelmi	komersyal
kereskedelmi	komersiyal
kereskedelmi	kalakalan
kereskedelmi	ipagpalit
kereskedelmi	magnegosyo
kereskedelmi	trade
jogi	legal
bal	natitira
bal	pakaliwa
bal	iniwan
bal	naiwan
bal	kaliwa
könyv	book
könyv	libro
könyv	aklat
könyv	libro
könyv	aklat
intézet	institute
intézet	suriang
szakmai	professional
szakmai	propesyonal
london	london
london	londres
james	james
fok	cape
fok	tangos
fok	kabo
fok	degrees
fok	degree
fok	antas
perc	minuto
perc	minuto
kapcsolatban	nakakonekta
kapcsolatban	konektado
kapcsolatban	kaugnayan
kapcsolatban	kaugnay
egyház	iglesia
egyház	simbahan
egyház	church
működik	gumagana
barlang	cave
barlang	kuweba
üzenet	mensahe
üzenet	message
géza	géza
előre	sulong
előre	pasulong
előre	ipasa
előre	pauna
előre	advance
rock	bato
rock	rock
eredetű	pinanggalingan
eredetű	origin
eredetű	pinagmulan
tartalmazza	naglalaman
tartalmazza	nagsasama
regény	nobela
regény	nobelang
osztály	klase
tud	pwede
tud	maari
lakosság	populasyong
lakosság	populasyon
tibor	tibor
hagyományos	tradisyunal
hagyományos	tradisyonal
hagyományos	maginoo
bemutató	demo
bemutató	pagpapakita
bemutató	pakita
bemutató	eksibisyon
bemutató	exhibition
bemutató	pagtatanghal
bemutató	tutorial
des	des
széles	malapad
széles	malawak
file	tipunan
file	magsampa
file	talaksan
file	file
írók	manunulat
társadalmi	panlipunan
társadalmi	social
társadalmi	sosyal
aszteroida	asteroid
egyszerű	simple
egyszerű	simpleng
william	william
ideiglenes	pansamantala
ideiglenes	probisyonal
kiadás	edition
kiadás	edisyon
kiadás	paggasta
kiadás	paglalathala
kiadás	publishing
rend	order
szakma	propesyon
verseny	lahi
verseny	paligsahan
verseny	kompetisyon
verseny	paligsahan
verseny	contest
city	lungsod
city	siyudad
city	city
eredmény	resulta
eredmény	resulta
köszönöm	salamat
rossz	bad
rossz	masamang
rossz	masama
rossz	mali
ókori	ancient
ókori	sinaunang
kéne	dapat
test	katawan
ének	himno
ének	vocals
ének	kumakanta
ének	kantahan
ének	pagkanta
igaz	totoo
igaz	true
jean	jean
keresztény	christian
keresztény	kristiyano
kötött	concluded
változat	bersyon
változat	bersiyon
változat	variant
gól	layunin
kérdés	katanungan
kérdés	tanong
kérdés	katanungan
kérdés	tanong
polgári	civil
polgári	sibil
polgári	civilian
polgári	civic
célja	aim
port	alikabok
port	daungan
port	pulbos
albert	albert
egyéni	singles
egyéni	indibiduwal
egyéni	custom
külföldi	foreigner
külföldi	foreign
külföldi	dayuhang
kevés	kaunti
kevés	maliit
díjak	singil
díjak	parangal
díjak	awards
díjak	prizes
díjak	premyo
díjak	bayad
uralkodó	ruler
uralkodó	emperador
uralkodó	monarch
zeneszerző	composer
évad	panahon
program	program
program	programa
teszi	gumagawa
lehetséges	posibleng
lehetséges	maaari
lehetséges	posible
lehetséges	possible
lehetséges	maari
lehetséges	posibleng
szezon	panahon
nők	kababaihan
bizottság	commission
bizottság	komisyon
bizottság	komite
bizottság	committee
zenekar	banda
zenekar	orchestra
lehetővé	pinapagana
lehetővé	pahintulutan
lehetővé	payagan
létezik	umiiral
létezik	umiiral
színésznő	aktres
színésznő	artista
színésznő	actress
darab	piece
darab	piraso
ifjúsági	kabataan
tíz	sampung
tíz	sampu
megfelelően	maayos
hol	saan
hol	asan
peter	pedro
peter	peter
gitár	guitar
gitár	gitara
romániai	romanian
legmagasabb	pinakamataas
legmagasabb	matataas
www	www
jobban	better
kötet	volume
kötet	volume
tartalmaz	naglalaman
országok	bansang
love	nagmahal
love	love
love	nagmamahal
jelen	kasalukuyan
munka	trabaho
munka	job
munka	trabaho
munka	magtrabaho
munka	work
elnök	pangulo
elnök	presidente
elnök	chairman
egység	units
egység	yunit
egység	unity
egység	pagkakaisa
egység	yunit
egység	unit
amíg	habang
valóban	indeed
valóban	truly
történet	story
történet	kuwento
történet	kwento
visszatért	ibabalik
visszatért	binalik
alapított	itinatag
isten	god
isten	diyos
középkori	medyebal
cég	kompanya
cég	matibay
cég	kumpanya
cég	kompanya
persze	kurso
persze	course
újságíró	mamamahayag
újságíró	reporter
írni	magsulat
írni	sumulat
írni	isulat
henrik	henrik
henrik	enrique
henrik	henry
víz	tubig
forradalom	himagsikang
forradalom	rebolusyon
hamarosan	nagtagal
hamarosan	soon
vasúti	railway
vasúti	riles
vasúti	riles
egyesület	association
kék	blue
kék	bughaw
kék	asul
mindenki	lahat
vége	mahigit
vége	matatapos
vége	katapusan
vége	pagtatapos
vége	tapusin
vége	dulo
kezdődött	nagsimula
kezdődött	inumpisahan
kezdődött	sinimulan
google	google
kiváló	outstanding
kiváló	mahusay
kiváló	napakahusay
oda	oda
del	del
szigetek	kapuluang
püspök	bishop
püspök	obispo
körülbelül	tungkol
zöld	berdeng
zöld	green
zöld	berde
hercegnő	dukesa
hercegnő	princess
hercegnő	prinsesa
töltött	loaded
töltött	busog
töltött	nagastos
töltött	ginastos
töltött	napuno
alakú	hugis
tűnik	mukhang
szervezet	organisasyon
akadémiai	akademikong
tagok	miyembro
tagok	members
tagok	kasapi
richard	richard
oscar	oscar
posta	mail
posta	sulat
posta	koreo
posta	post
posta	poste
születés	kapanganakan
sokat	magkano
sokat	marami
óra	oras
óra	orasan
óra	watch
óra	panoorin
óra	relo
óra	oras
óra	klase
kiss	halik
kiss	kiss
tenger	dagat
tudta	alam
kastély	mangarap
kastély	kastilyo
mások	iba
feleségül	magpakasal
feleségül	nagpakasal
feleségül	pakasalan
személy	taong
személy	person
személy	tao
bécsi	vienna
orvosi	medikal
orvosi	medical
vevő	bibili
vevő	bumibili
vevő	pagsisisi
vevő	mamimili
vevő	customer
vevő	kustomer
vevő	pinadalhan
vevő	tatanggap
vevő	receiver
európában	europa
európában	gresya
vidék	kabukiran
vidék	rural
vidék	panlalawigan
thomas	thomas
városban	bayan
bajnokok	champions
bajnokok	champs
temploma	templo
természetesen	natural
természetesen	naturally
evangélikus	evangelical
evangélikus	lutheran
helyén	site
rendkívül	labis
black	itim
könyvtár	directory
könyvtár	direktoryo
könyvtár	folder
könyvtár	aklatan
könyvtár	library
tartották	hinawakan
tartották	gaganapin
nehéz	mabigat
nehéz	hard
nehéz	mahirap
nehéz	mahirap
charles	charles
kultúra	kultura
kultúra	nok
nyolc	walong
nyolc	otso
nyolc	walo
döntő	decisive
döntő	pinal
döntő	pangwakas
döntő	final
döntő	panghuling
döntő	finals
orvos	physician
orvos	doktor
orvos	doctor
képest	kumpara
képest	inihambing
csatorna	canal
csatorna	channel
mentén	along
producer	producer
with	kay
császári	imperial
szerző	author
duna	danubio
festő	pintor
zene	sinauna
zene	tugtog
zene	musika
zene	tugtugin
zene	music
megszűnt	ceased
megszűnt	ipinagpatuloy
különleges	espesyal
különleges	special
híd	tulay
nemzet	nation
kevésbé	kaunti
kevésbé	less
youtube	youtube
don	don
valójában	actually
szakasz	phase
szakasz	section
szakasz	seksyon
szakasz	seksiyon
szakasz	platoon
családi	kapamilya
családi	pamilya
tartalmazó	naglalaman
fizikai	pisikal
közeli	close
közeli	malapit
közeli	isara
közeli	malapit
közeli	kalapit
címe	titulo
címe	pamagat
címe	title
címe	tirahan
címe	address
néha	minsa
néha	minsan
művész	artista
művész	artist
végre	wakas
súlyos	mabigat
súlyos	seryoso
súlyos	malubha
súlyos	severe
súlyos	malubhang
frank	frank
klasszikus	classical
klasszikus	klasiko
klasszikus	classic
klasszikus	klasikong
klasszikus	klasiko
vilmos	william
pontosan	tiyak
pontosan	sakto
records	records
records	talaan
sikeres	matagumpay
sikeres	tagumpay
komoly	seryoso
főbb	pangunahing
főbb	pangunahin
spanyolország	espanya
spanyolország	spain
hozott	nagdala
hozott	dinala
románia	romanian
románia	romania
katona	sundalo
katona	kawal
követő	tagasunod
követő	follower
alig	bahagya
alig	bahagya
ortodox	ortodoksong
miközben	habang
patak	creek
patak	batis
patak	daloy
martin	martin
lány	girl
gyorsan	mabilisan
gyorsan	dali
gyorsan	mabilis
gyorsan	kabilis
gyorsan	fast
arab	arab
arab	arabic
arab	arabe
arab	arabo
arab	arabian
lapok	baraha
lapok	pahina
szerepe	tungkulin
idegen	alien
idegen	stranger
ezüst	pilak
ezüst	silver
oroszország	russian
oroszország	ruso
oroszország	rusya
oroszország	russia
belga	belgian
angolul	tagalog
angolul	ingles
közvetlenül	direktang
közvetlenül	direct
közvetlenül	direkta
közvetlenül	direkta
csatlakozott	sumali
csatlakozott	nakasali
központ	center
központ	sentro
központ	sentro
központ	centre
los	los
erősen	mahigpit
erősen	mabigat
united	united
united	nagkakaisa
tanács	advice
tanács	payo
tanács	konseho
tanács	konsilyo
galéria	gallery
galéria	carousel
farkas	lobo
farkas	wolf
esett	nahulog
férje	asawa
férje	lakay
kanadai	canada
kanadai	canadian
sokan	maraming
sokan	marami
dinasztia	awan
online	online
ötödik	ikalimang
ötödik	panglima
ausztria	austrian
ausztria	austria
gazdag	mayaman
gazdag	rich
gazdag	mayayaman
speciális	espesyal
speciális	special
madarak	birds
madarak	ibon
tartotta	iningatan
tényleg	talaga
mielőtt	noon
mielőtt	dati
mielőtt	bago
gyors	mabilisan
gyors	dali
gyors	mabilis
gyors	kabilis
gyors	fast
színházi	tanghalan
liga	league
liga	liga
liga	liga
katalin	catherine
dolog	bagay
közösség	pamayanan
közösség	komunidad
rajna	rhineland
ford	ford
rendezett	itinuro
rendezett	maayos
egyszerűen	simply
azonnal	kaagad
azonnal	agad
