par	tungkol
valoda	wikang
valoda	tausug
polijas	polish
polijas	poland
fon	von
janvārī	january
janvārī	enero
sugas	species
pasaulē	worldwide
pasaulē	mundo
jūlijā	hulyo
ciems	nayon
citas	iba
skaits	count
skaits	bilang
ziemeļu	north
ziemeļu	hilagang
ziemeļu	hilaga
ziemeļu	nordic
ziemeļu	hilagang
suga	species
spēlē	dula
spēlē	play
spēlē	makipaglaro
spēlē	maglaro
spēlē	paglalaro
spēlē	naglalaro
aptuveni	approx
mūzikas	musikal
mūzikas	musical
apriņķis	county
apriņķis	kondado
upes	ilog
upes	ilog
komanda	command
komanda	utos
komanda	team
izlases	random
izlases	sapalaran
martā	marso
amerikāņu	amerikano
lietuvas	lithuanian
novembrī	nobyembre
novembrī	november
augustā	august
augustā	agosto
dienas	araw
dienas	daily
reizi	kapag
jūnijā	june
jūnijā	hunyo
armijas	armies
armijas	hukbo
armijas	army
klubs	club
klubs	samahan
cilvēku	pantao
cilvēku	tao
cilvēku	makatao
cilvēku	human
com	com
sākās	nagsimula
sākās	inumpisahan
sākās	sinimulan
salas	kapuluang
līgas	league
līgas	liga
hokeja	hockey
decembrī	december
decembrī	disyembre
ezers	lawa
dzelzceļa	riles
iespējams	marahil
iespējams	posibleng
iespējams	maaari
iespējams	posible
iespējams	possible
iespējams	maari
iespējams	posibleng
septembrī	setyembre
gadus	taon
baltijas	baltiko
impērijas	empires
impērijas	imperia
oktobrī	oktubre
daļas	parts
izmanto	ginamit
izmanto	nagamit
izmanto	ginagamit
austrumu	silangan
austrumu	east
austrumu	silangang
kultūras	pananim
kultūras	tanim
rietumu	west
rietumu	kanluran
rietumu	kanluranin
rietumu	western
dzimums	kasarian
dzimums	pakikipagtalik
dzimums	sex
tagad	ngayon
vairākas	ilang
baznīcas	simbahan
baznīcas	iglesia
baznīcas	simbahan
baznīcas	church
auto	kotse
auto	sasakyan
auto	truck
auto	trak
auto	awtomatiko
auto	auto
baznīca	iglesia
baznīca	simbahan
baznīca	church
dzīvo	buhay
dzīvo	tinitirahan
dzīvo	pamumuhay
dzīvo	mabuhay
dzīvo	mamuhay
dzīvo	live
visas	all
visas	puro
visas	lahat
aprīlī	april
aprīlī	abril
sporta	palakasan
sporta	sport
sporta	isport
sporta	palakasan
sporta	isports
sporta	sports
svg	svg
mājaslapa	website
mājaslapa	homepage
partijas	lots
partijas	maraming
partijas	batches
zelta	golden
zelta	ginintuang
zelta	ginto
zelta	gold
mājas	homes
mājas	tahanan
mājas	bahay
mājas	cottage
mājas	tahanan
mājas	bahay
mājas	makauwi
diskusija	talakayan
citi	iba
viņam	kaniya
viņam	niya
viņam	siya
viņam	kanya
nba	nba
varētu	ma
februārī	february
februārī	pebrero
gandrīz	halos
latd	latd
longd	longd
latm	latm
longm	longm
tāpēc	samakatuwid
krastā	shore
krastā	baybayin
pasta	mail
pasta	sulat
pasta	koreo
lats	lats
notiek	mangyayari
notiek	nangyayari
albums	album
longs	longus
lauku	rural
lauku	panlalawigan
prezidents	pangulo
prezidents	presidente
gadi	taon
karalis	king
karalis	hari
karalis	haring
stacijas	estasyon
stacijas	station
stacijas	istasyon
stacijas	istasyon
politiķis	pulitiko
šeit	rito
šeit	dito
šeit	nandito
universitātes	unibersidad
universitātes	university
universitātes	unibersidad
universitātes	pamantasan
iii	iii
darba	working
darba	pagtatrabaho
darba	gumagana
darba	nagtatrabaho
republikas	republika
republikas	republics
būtu	nais
būtu	dapat
gadiem	taon
apgabals	county
apgabals	kondado
apgabals	distrito
apgabals	lugar
apgabals	area
apgabals	lawak
darbības	operations
darbības	operasyon
darbības	gawain
darbības	aktibidades
darbības	aksyon
darbības	aksiyon
britu	british
pilsētu	urbano
pilsētu	lungsod
cilvēki	tao
ezera	lawa
vārti	gates
vārti	gateway
vārti	gate
kārlis	charles
kārlis	carl
izlase	sample
izlase	halimbawa
izlase	selection
izlase	pagpili
tur	may
viņi	sila
viņi	nila
īpaši	espesyal
īpaši	special
dienvidu	katimugang
dienvidu	southern
dienvidu	timog
partija	partido
partija	party
partija	pagdiriwang
partija	pagtitipon
partija	batch
partija	madami
partija	lot
informācija	impormasyon
kluba	club
kluba	samahan
dzimusi	ipinanganak
dzimusi	pinanganak
rajons	division
rajons	dibisyon
rajons	distrito
balvu	prize
balvu	premyo
medaļu	medalya
medaļu	medal
lielā	large
lielā	malaki
lielā	malaking
lielā	big
lielā	malaking
lielā	malaki
stat	stat
pirmās	unang
pirmās	muna
ielas	kalye
katoļu	katoliko
visi	all
visi	puro
visi	lahat
visi	lahat
sistēmas	sistemang
sistēmas	system
sistēmas	sistema
sistēmas	systems
sistēmas	sistema
latvija	latbiya
pusē	gilid
pusē	tabi
pusē	karamay
pusē	tagiliran
līga	league
līga	liga
mūsdienu	makabagong
mūsdienu	modern
mūsdienu	modernong
mūsdienu	makabago
mūsdienu	kapanahon
divi	dalawang
divi	dalawa
divi	two
nāves	kamatayan
padomes	konseho
padomes	konseho
padomes	konsilyo
aleksandrs	aleksandr
aleksandrs	alejandro
aleksandrs	alexander
augusts	august
augusts	agosto
galvenais	pangunahing
galvenais	pangunahin
galvenais	susi
galvenais	key
top	tuktok
top	nangunguna
top	itaas
amerikas	amerikano
tādēļ	samakatuwid
universitāte	university
universitāte	unibersidad
universitāte	pamantasan
uzvarēja	nanalo
uzvarēja	panalo
nodaļa	chapter
nodaļa	kabanata
liela	large
liela	malaki
liela	malaking
liela	big
liela	malaking
liela	malaki
liela	sarap
liela	magaling
dabas	likas
dabas	natural
club	club
club	samahan
nhl	nhl
vairāki	ilang
vairāki	multiple
vairāki	maramihang
savienības	unyon
savienības	union
savienības	unyong
stacija	estasyon
stacija	station
stacija	istasyon
vidū	gitnang
vidū	gitna
psr	ssr
rakstnieks	manunulat
vien	alone
vien	magisa
universitātē	university
universitātē	unibersidad
universitātē	pamantasan
zviedrijas	swedish
zviedrijas	suweko
ziemeļos	north
ziemeļos	hilagang
ziemeļos	hilaga
dienvidos	timog
dziesmas	kanta
dziesmas	songs
sieviešu	babae
sieviešu	female
zem	ilalim
zem	ibaba
maskavas	moscow
sākotnēji	initially
sākotnēji	originally
piedalījies	lumahok
tieši	sakto
tieši	direkta
filma	pelikula
filma	sine
filma	movie
filmas	films
filmas	movies
atkal	ulit
atkal	again
atkal	muli
atkal	nanaman
devās	nagpunta
autors	author
dzīvoja	nanirahan
dzīvoja	tumira
zeme	daigdig
zeme	lupa
zeme	lupain
zeme	lupa
zeme	lupa
zeme	ground
labi	well
labi	mabuti
labi	balon
labi	mabait
labi	mabuti
labi	okay
#aaa	#aaa
dibināta	itinatag
ķermeņa	katawan
sasniedza	naabot
vēlēšanās	halalan
vēlēšanās	eleksyon
igaunijas	estonian
stadions	stadium
karš	digmaan
karš	digmaang
iedzīvotāji	naninirahan
iedzīvotāji	residente
iedzīvotāji	mamamayan
iedzīvotāji	populasyong
iedzīvotāji	populasyon
saules	sun
saules	araw
saules	solar
vācijā	germany
vācijā	alemanya
vācijā	mikrobyo
laiks	panahon
laiks	oras
laiks	time
saņēma	natanggap
ģimenē	kapamilya
ģimenē	pamilya
valstis	states
valstis	estado
valstis	unidos
valstis	bansang
uzsāka	inilunsad
skolas	paaralan
vasaras	summers
diena	araw
austrumos	silangan
austrumos	east
temperatūra	temperatura
kopumā	pangkalahatan
spēlēja	naglaro
spēlēja	nilalaro
spēlēja	nilaro
aktieris	artista
aktieris	actor
aktieris	aktor
ciema	nayon
darbi	gumagana
vēstures	kasaysayan
vēstures	history
kalnu	bundok
spēļu	gaming
spēļu	paglalaro
uzskata	isinasaalang
jūlijs	julius
jūlijs	hulyo
aizsardzības	protective
aizsardzības	ipagtanggol
čempionāts	kampeonato
čempionāts	championship
datums	date
datums	petsa
izveidota	ginawa
izveidota	nilikha
visiem	all
visiem	puro
visiem	lahat
visiem	lahat
bgcolor	bgcolor
strādāja	nagtrabaho
ēka	gusali
sistēma	sistemang
sistēma	system
sistēma	sistema
vadītājs	namamahala
vadītājs	manager
vadītājs	tagapamahala
vadītājs	driver
vadītājs	drayber
vadītājs	lider
vadītājs	head
vadītājs	ulo
caur	via
caur	through
kam	kam
colspan	colspan
kārtas	rounds
kļūst	pagkuha
ievēlēts	inihalal
ievēlēts	hinalal
ietilpst	sumasakop
ietilpst	sinasakop
ietilpst	nagsasama
ēkas	gusali
pašā	pasha
janvāris	january
janvāris	enero
karjeru	career
karjeru	karera
grupu	grupo
grupu	pangkat
grupu	group
vēsturē	kasaysayan
vēsturē	history
darbojās	umarte
uzņēmums	kumpanya
uzņēmums	kompanya
uzņēmums	gusali
uzņēmums	pagtatatag
uzņēmums	enterprise
rindās	ranks
tēvs	ama
tēvs	tatay
tēvs	father
der	akma
vārdu	salitang
vārdu	salita
dēls	anak
dēls	son
basketbola	basketbol
basketbola	basketball
lielākais	pinakamalaking
lielākais	pinakamalaking
lielākais	greatest
lielākais	pinakamalaking
čempionāta	kampeonato
čempionāta	championship
sudraba	pilak
sudraba	silver
vārds	pangalan
vārds	pong
teritorija	teritoryo
teritorija	lugar
teritorija	area
teritorija	lawak
futbolists	putbolista
cilvēka	pantao
cilvēka	tao
cilvēka	makatao
cilvēka	human
sākas	begins
sākas	magsisimula
sākas	nagsisimula
sākas	magsisimula
sākas	nagsisimula
sākas	sinisimulan
sākas	nagsisimula
sākas	simula
netālu	malapit
netālu	malapit
netālu	kalapit
rietumos	west
rietumos	kanluran
svars	timbang
svars	bigat
režisors	direktor
režisors	director
spānijas	spanish
spānijas	kastila
spānijas	espanyol
zviedru	swedish
zviedru	suweko
osmaņu	imperyong
labākais	makakaya
labākais	pinakamagandang
labākais	pinakamaganda
labākais	best
radio	radio
radio	radyo
administratīvais	administrative
darbojas	operating
visvairāk	pinaka
visvairāk	karamihan
otrais	pangalawa
nozīmē	means
dziesma	awitin
dziesma	kanta
dziesma	awit
kaujas	labanan
galvenā	pangunahing
galvenā	pangunahin
eest	eest
viņas	her
viņas	kanya
viņas	siya
vojevodiste	voivodeship
itālijas	italian
itālijas	italyano
koka	kahoy
koka	wood
isbn	isbn
brīvības	kalayaan
robežojas	bordering
karjeras	career
karjeras	karera
miera	peace
miera	kapayapaan
pavadonis	satellite
pavadonis	buwan
pavadonis	moon
jūnijs	june
jūnijs	hunyo
katru	bawat
www	www
tiesnesis	hukom
tiesnesis	husgahan
karā	digmaan
karā	digmaang
sala	isla
sala	pulo
sala	island
marts	mar
marts	marso
izglītības	educational
studijas	studios
studijas	studio
valdības	pamahalaan
valdības	gobyerno
veids	type
veids	uri
saraksts	listahang
saraksts	listahan
ukrainas	ukranyano
vasarā	summer
daudzi	maraming
daudzi	marami
starptautiskā	internasyonal
starptautiskā	international
starptautiskā	internasyunal
starptautiskā	pandaigdig
maijs	mayo
maijs	maaaring
karaļa	royal
prezidenta	presidential
ebreju	jewish
ebreju	griyego
ebreju	ebreo
ebreju	hebreo
agrāk	nauna
agrāk	dati
agrāk	kanina
indijas	indian
indijas	india
nedaudz	bahagyang
nedaudz	bahagya
attēlā	pigura
attēlā	personalidad
attēlā	figure
izmaiņas	pagbabago
izmaiņas	nagbabago
izmaiņas	nababago
izmaiņas	palitan
izmaiņas	magbabago
izmaiņas	pagbabago
izmaiņas	baguhin
izmaiņas	change
cet	cet
somijas	pinlandes
albuma	album
atklāja	nagsiwalat
sezonu	panahon
robežas	borders
robežas	hangganan
robežas	limitasyon
eet	eet
medaļas	medals
pēdējā	huling
pēdējā	huli
pēdējā	last
dienu	araw
dienā	araw
dienā	daily
periods	panahon
dalībnieks	kalahok
dalībnieks	kasali
vēsture	kasaysayan
vēsture	history
bijušais	dating
platība	lugar
platība	area
platība	lawak
poļu	polish
poļu	poles
karaspēks	marines
karaspēks	hukbo
liels	large
liels	malaki
liels	malaking
liels	big
liels	malaking
liels	malaki
liels	sarap
liels	magaling
zināms	kilala
teātra	tanghalan
aktrise	aktres
aktrise	artista
aktrise	actress
joprojām	parin
februāris	february
februāris	pebrero
filmu	pelikula
filmu	sine
filmu	movie
kārta	turn
kārta	lumiko
kārta	round
kārta	bilog
tirdzniecības	pamimili
tirdzniecības	marketing
tirdzniecības	kalakalan
tirdzniecības	ipagpalit
tirdzniecības	magnegosyo
tirdzniecības	trade
pastāv	umiiral
pastāv	umiiral
cilvēks	taong
cilvēks	person
cilvēks	tao
cilvēks	pantao
cilvēks	tao
cilvēks	makatao
cilvēks	human
cilvēks	lalaking
cilvēks	lalaki
cilvēks	man
brālis	kuya
parks	liwasan
parks	park
sacensībās	competitions
lapa	sheet
lapa	pahinang
lapa	pahina
lapa	page
darbība	operation
darbība	operasyong
darbība	operasyon
darbība	gawain
darbība	aktibidad
uzbrucējs	jeanne
uzbrucējs	striker
bronzas	bronze
not	reg
karogs	bandila
karogs	watawat
zemi	daigdig
zemi	lupa
zemi	lupain
zemi	lupa
dažas	ilang
dažas	ilan
māte	nanay
māte	ina
vidēji	karaniwan
vidēji	panggitnang
ministru	ministerial
ledus	yelo
ledus	ice
septembris	setyembre
tālāk	karagdagang
treneris	coach
vadīja	humantong
vadīja	led
kāds	anong
kāds	anu
kāds	anung
kāds	ano
līnijas	lines
ķīnas	intsik
ķīnas	tsino
ķīnas	chinese
krasta	shore
krasta	baybayin
paziņoja	inihayag
paziņoja	inanunsyo
nos	nos
žanrs	genre
šobrīd	kasalukuyang
japānas	hapon
japānas	japanese
japānas	hapones
varēja	ma
komandieris	commander
dzīvi	buhay
dzīvi	mabuhay
dzīvi	mamuhay
dzīvi	live
uzvaru	panalong
jauna	new
jauna	bago
jauna	bagong
augstākā	supreme
augstākā	kataas
augstākā	pinakamataas
džons	juan
džons	john
novembris	nobyembre
novembris	november
rowspan	rowspan
izveidots	itinatag
izveidots	ginawa
izveidots	nilikha
skolā	paaralan
jūlija	hulyo
pulka	regiment
valdība	pamahalaan
valdība	gobyerno
mazāk	kaunti
mazāk	less
paša	sarili
paša	sariling
impērija	imperyo
impērija	monggol
sevi	self
sevi	sarili
decembris	december
decembris	disyembre
decembris	dis
kļuvis	maging
aprīlis	abr
aprīlis	april
aprīlis	abril
pārstāv	kumakatawan
pārstāv	represent
pārstāv	kumatawan
pārstāv	kinakatawan
pārstāv	kumakatawan
reizēm	minsa
reizēm	minsan
pār	mahigit
pievienojās	sumali
pievienojās	nakasali
sistēmu	sistemang
sistēmu	system
sistēmu	sistema
lapas	dahon
lapas	pahina
sākot	sinisimulan
sākot	nagsisimula
sākot	simula
īpašības	katangian
īpašības	katangian
daži	ilang
daži	ilan
darbs	trabaho
darbs	job
darbs	trabaho
darbs	magtrabaho
darbs	work
darbs	working
darbs	pagtatrabaho
darbs	gumagana
darbs	nagtatrabaho
oktobris	oktubre
grāmatas	libro
grāmatas	aklat
muzejs	museo
vārdi	salita
miljoni	milyon
miljoni	milyon
miljoni	millions
dažādas	ibang
dažādas	miscellaneous
dažādas	kalokohan
turku	turku
turku	turko
iegūst	nagpakasal
grāmatu	book
grāmatu	libro
grāmatu	aklat
sezona	panahon
spēlētājs	player
spēlētājs	manlalaro
meža	kagubatan
meža	gubat
spēle	game
spēle	laro
atsauces	sanggunian
atsauces	reperensiya
vairāku	multiple
vairāku	maramihang
png	png
kāda	anong
kāda	anu
kāda	anung
kāda	ano
pāri	pares
pāri	nasaktan
pāri	pares
rezultāts	outcome
rezultāts	kinalabasan
rezultāts	resulta
armija	hukbo
armija	army
upe	ilog
dzīvnieku	animal
dzīvnieku	hayop
biedrības	asosasyon
teātrī	sinehan
teātrī	theater
teātrī	teatro
pēteris	pedro
pēteris	peter
viņiem	kanila
viņiem	sila
viņiem	silang
daļēji	partial
daļēji	bahagyang
daļēji	bahagyang
vienības	units
vienības	yunit
vienības	entidad
izdots	inisyu
oficiāli	officially
oficiāli	opisyal
augu	planta
augu	halaman
lielais	big
lielais	malaking
lielais	malaki
gaismas	liwanag
gaismas	magaan
gaismas	ilaw
gaismas	ilaw
sāk	magsisimula
sāk	nagsisimula
sāk	sinisimulan
sāk	nagsisimula
sāk	simula
kauss	tasa
kauss	kopa
albumu	album
mūsu	ating
mūsu	aming
mūsu	ours
mūsu	atin
iepriekš	nauna
iepriekš	dati
āfrikas	aprikano
āfrikas	african
cilvēkiem	tao
kaujā	labanan
lomu	tungkulin
lielbritānijas	british
okeāna	karagatan
karjera	career
karjera	karera
karjera	quarry
nodrošina	sinisigurado
divus	dalawang
divus	dalawa
divus	two
piezīmes	notes
piezīmes	tala
piezīmes	obserbasyon
piezīmes	comments
ieguvis	nakuha
izņemot	puwera
izņemot	maliban
izņemot	pwera
izņemot	excluding
raksti	akda
raksti	artikulo
raksti	kasulatan
krastos	shores
palika	nanatiling
palika	naiiwan
palika	nanatili
https	https
pašu	sarili
pašu	sariling
pašu	parehong
pašu	same
johans	johann
johans	johan
goda	advertise
goda	honorary
mācību	pagtuturo
mācību	pagsasanay
sabiedrības	corporations
muiža	manor
uzvaras	nanalo
uzvaras	panalo
uzvaras	panalong
uzvaras	pagkapanalo
uzvaras	tagumpay
andrejs	andrei
dzejnieks	makata
vienmēr	palagi
vienmēr	laging
roberts	roberts
roberts	robert
virsmas	surface
virsmas	ibabaw
pili	mangarap
pili	kastilyo
valstīm	bansang
balva	parangal
balva	awards
balva	prize
balva	premyo
balva	award
pirmie	unang
pirmie	muna
kanādas	canadian
putnu	avian
putnu	ibon
loceklis	miyembro
austrālijas	australian
ministrs	ministro
ministrs	minister
pasažieru	pasahero
kamēr	habang
izdevās	pinamamahalaan
izdevās	pinamamahalaang
izdevās	nagtagumpay
minēta	pagbanggit
minēta	mentions
minēta	binabanggit
abi	parehong
abi	both
abi	pareho
abi	abi
punkti	tuldok
punkti	points
punkti	scores
satur	naglalaman
centrā	downtown
centrā	center
centrā	sentro
centrā	sentro
centrā	centre
drīz	nagtagal
drīz	soon
austrijas	austrian
austrijas	austria
vietām	places
līdzīgi	kapareho
līdzīgi	magkatulad
līdzīgi	katulad
sasniedz	naaabot
dažādi	ibang
dažādi	misc
dažādi	miscellaneous
dažādi	kalokohan
piemineklis	monumento
putni	birds
putni	ibon
polijā	poland
republika	republika
raksts	artikulo
raksts	pattern
izmantots	ginamit
izmantots	nagamit
izmantots	ginagamit
domes	bulwagan
domes	duma
galvenās	pangunahing
galvenās	pangunahin
veidojas	nabuo
iekļauta	kasama
iekļauta	nasama
punkts	puntong
punkts	punto
punkts	point
kino	movies
kino	sinehan
kino	cinema
āzijas	asyano
āzijas	asian
karu	digmaan
karu	digmaang
mākslinieks	artista
mākslinieks	artist
pārsvarā	predominantly
latīņu	latin
galvaspilsēta	capital
galvaspilsēta	kabisera
galvaspilsēta	kapital
arābu	arab
arābu	arabic
arābu	arabe
arābu	arabo
krusta	krus
krusta	cross
esot	daw
akmens	bato
akmens	bato
akmens	rock
bērni	pambata
televīzijas	telebisyon
ģimenes	kapamilya
ģimenes	pamilya
pāvests	papa
spēki	pwersa
spēki	sandatahan
karaspēka	tropa
četras	apat
līnija	linyang
līnija	linya
līnija	line
nobela	nobel
kustības	paggalaw
medicīnas	medikal
medicīnas	medical
ārpus	labas
koku	puno
balvas	parangal
balvas	awards
balvas	prizes
balvas	premyo
piedalās	paglahok
piedalās	pagsali
piedalās	lumahok
piedalās	sumali
pārskats	suriin
pārskats	review
daudzums	dami
sastāvs	komposisyon
nosaka	tumutukoy
nosaka	matukoy
video	video
video	videos
turcijas	turkey
turcijas	turkiya
turcijas	turko
priekšsēdētājs	pangulo
priekšsēdētājs	presidente
priekšsēdētājs	chairperson
priekšsēdētājs	chairman
org	org
gar	along
frīdrihs	friedrich
frīdrihs	frederick
frīdrihs	federico
noslēdza	concluded
km²	km²
daudzas	maraming
daudzas	marami
und	und
sacensības	competitions
sacensības	races
sacensības	lahi
skola	paaralan
raksta	writes
raksta	magsusulat
raksta	pagsusulat
nozīme	meaning
nozīme	kahulugan
projekta	project
projekta	proyekto
projekta	taumbayan
attēlu	larawan
attēlu	imahe
sākuma	pagsisimula
ciemu	nayon
lauksaimniecības	agrikultura
priekštecis	ninuno
formula	formula
juris	juris
sakarā	respect
sakarā	respeto
sakarā	paggalang
francijā	pransiya
francijā	france
dzelzs	bakal
dzelzs	iron
spēlējis	naglaro
spēlējis	nilalaro
spēlējis	nilaro
trešā	ikatlong
trešā	pangatlo
ceļš	landas
ceļš	path
ceļš	daan
grāmata	book
grāmata	libro
grāmata	aklat
cīņas	wrestling
cīņas	pait
cīņas	battles
augstums	altitude
augstums	taas
augstums	height
gadījumos	kaso
atbalstu	suportahan
atbalstu	support
atbalstu	sumusuporta
atbalstu	suporta
atbalstu	sumuporta
atbalstu	sinusuportahan
dzimtā	katutubo
dzimtā	katutubong
pēdējais	huling
pēdējais	huli
pēdējais	last
kompānija	kumpanya
kompānija	kompanya
viegli	madaling
viegli	madali
viegli	madaling
viegli	easy
studentu	studyante
studentu	student
studentu	estudyante
skolu	paaralan
gāja	nagpunta
pieturas	hihinto
klubā	club
klubā	samahan
versija	bersyon
versija	bersiyon
pēdējo	huling
pēdējo	huli
pēdējo	last
vēlēšanas	halalan
vēlēšanas	eleksyon
čempions	champ
čempions	champion
kravas	cargo
kravas	karga
kravas	kargada
kravas	kargamento
akadēmijas	academy
jaunas	new
jaunas	bago
jaunas	bagong
savienība	unyon
savienība	union
savienība	unyong
papildus	karagdagang
papildus	supplemental
iespējas	pagkakataon
iespējas	pagkakataon
iespējas	oportunidad
iespējas	opsyon
iespējas	options
gara	mahaba
gara	matagal
gara	haba
nationalyears	nationalyears
dalībnieki	actors
dalībnieki	aktor
dalībnieki	miyembro
dalībnieki	members
dalībnieki	kasapi
nationalteam	nationalteam
finanšu	pinansyal
finanšu	financial
finanšu	pananalapi
aktīvi	active
aktīvi	aktibong
aktīvi	aktibo
aktīvi	asset
trešais	ikatlong
trešais	pangatlo
temperatūras	temperatura
attiecības	kaugnayan
attiecības	relasyon
attiecības	ugnayang
attiecības	ugnayan
attiecības	relasyon
attiecības	pinagsamahan
attiecības	kaugnayan
attiecības	relasyon
vīriešu	male
vīriešu	lalaki
avots	source
avots	pinagkunan
grand	grand
kājnieku	infantry
pēctecis	descendant
jaunais	new
jaunais	bago
jaunais	bagong
vilhelms	wilhelm
aizsargs	guard
aizsargs	bantay
aizsargs	protector
grādu	degree
grādu	antas
vienība	yunit
vienība	unit
vienība	entidad
vienība	entity
mirusi	namayapa
mirusi	namatay
mirusi	patay
piemiņas	remembrance
piemiņas	memorial
vienīgais	sole
kalendāra	kalendaryo
sojuz	soyuz
vielas	sangkap
reģions	rehiyon
tuvumā	malapit
tuvumā	kalapit
mēneša	monthly
mēneša	buwanang
masa	mass
masa	misa
masa	masa
samērā	relatibong
trim	tatlong
trim	tatlo
nepieciešams	need
nepieciešams	kailangan
nepieciešams	kailangan
nepieciešams	kinakailangan
nepieciešams	kailangan
nepieciešams	kinakailangan
visa	all
visa	puro
visa	lahat
jūra	dagat
maskavā	moscow
foto	itrato
foto	larawan
foto	litrato
foto	litratong
iekļauts	kasama
iekļauts	nasama
darbinieks	daigdig
darbinieks	empleyado
spāņu	spanish
spāņu	kastila
spāņu	espanyol
nokia	nokia
uzvarējis	nanalo
uzvarējis	panalo
atzīts	nakakilala
atzīts	kinikilalang
atzīts	nakilalang
atzīts	kinikilala
atzīts	nakilala
minūtes	minuto
iedalījums	pagkakahati
sks	iss
sks	tiki
paredzēts	inilaan
paredzēts	nilalayong
lielas	large
lielas	malaki
lielas	malaking
drošības	security
drošības	seguridad
drošības	kaligtasan
mērķis	layunin
mērķis	aim
mērķis	layunin
mērķis	target
mērķis	layunin
jauns	new
jauns	bago
jauns	bagong
nakts	gabi
zinātnes	science
zinātnes	agham
zinātnes	sciences
ieskaitot	kasama
ieskaitot	kasama
ieskaitot	inclusive
