strategic	stratégiai
presupus	feltételezett
presupus	feltételeztem
presupus	állítólag
presupus	elvileg
presupus	állítólagos
presupus	feltételezett
musulmane	muszlim
musulmane	muzulmán
musulmane	muszlimok
modificata	módosult
modificata	átalakított
modificata	módosított
modificata	módosítva
modificata	módosított
modificata	módosítva
restaurarea	helyreállítási
restaurarea	helyreállítása
cafenea	café
cafenea	cafe
cafenea	kávézó
cafenea	kávézó
cafenea	café
permanente	állandó
permanente	végleges
permanente	tartós
permanente	maradandó
vizibila	látható
asociatie	társulás
asociatie	társulási
asociatie	szövetség
asociatie	egyesület
index	index
index	mutató
obisnuita	közönséges
obisnuita	hétköznapi
moral	morális
moral	erkölcs
moral	erkölcsös
moral	erkölcsi
kenneth	kenneth
trofee	trófeák
asigurari	biztosíték
asigurari	biztosítási
asigurari	biztosítás
asigurari	biztosíték
asigurari	biztosítási
asigurari	biztosítás
dispute	viták
portughez	portugália
portughez	portugál
functionar	hivatalnok
functionar	hivatalnok
haiti	haiti
sindromul	szindróma
locatie	helyszín
locatie	hely
locatie	elhelyezkedés
eugene	eugene
candva	valamikor
candva	valamikor
persan	perzsa
traseu	ösvény
traseu	útvonal
traseu	útvonalon
imbunatatit	javult
imbunatatit	javított
imbunatatit	megerősített
vinde	eladás
atlantique	atlantique
arhitecturale	építészet
arhitecturale	építészeti
logic	logikai
logic	logikus
logic	logika
logic	logikai
precizie	precíziós
precizie	pontosság
precizie	pontosság
meyer	meyer
masoara	mérték
masoara	intézkedés
dom	búra
dom	dom
fame	hírnév
controlat	ellenőrzött
actionat	cselekedett
coleg	kollégám
coleg	kolléga
coleg	munkatárs
coleg	munkatárs
express	express
express	expressz
baltice	balti
mustafa	mustafa
ardere	égésű
ardere	égés
ardere	égető
ardere	égő
cost	költség
cost	költségek
modifica	módosítható
modifica	módosítani
modifica	módosítás
boeing	boeing
intoarcere	visszatérés
intoarcere	vissza
intoarcere	visszatér
cercetatorii	kutatói
cercetatorii	kutatók
pestera	barlang
pestera	barlangot
pestera	barlang
pestera	barlangot
pestera	barlang
pestera	barlangot
pestera	barlang
pestera	barlangot
senat	szenátus
senat	szenátusi
gay	melegek
gay	melegek
gay	meleg
gay	buzi
creta	kréta
creta	kréta
creta	kréta
creta	kréta
ming	ming
montgomery	montgomery
egiptean	egyiptomi
variabile	változtatható
variabile	változó
variabile	változók
mediterana	mediterrán
mediterana	mediterrán
metale	metál
metale	metal
metale	fémek
metale	fém
metale	fémek
bush	bush
bush	bokor
standardele	standardok
standardele	előírások
standardele	szabványok
daneza	dán
verticala	vertikális
verticala	függőleges
verticala	függőlegesen
renunta	lemondani
azerbaidjan	azerbajdzsán
niveluri	szintek
niveluri	szintek
niveluri	szint
mitchell	mitchell
notat	megjegyzendő
notat	megjegyeztem
strategica	stratégiai
cambodgia	kambodzsai
cambodgia	kambodzsa
pablo	pablo
morris	morris
lent	lassú
lent	lassan
academice	akadémiai
ice	jég
ice	ice
kate	kate
aurora	aurora
sinod	zsinat
rou	rou
maría	maría
oregon	oregon
banci	banks
banci	bankokkal
banci	bankok
banci	padok
banci	banks
banci	bankokkal
banci	bankok
banci	padok
restaurant	vendéglő
restaurant	étterem
afectate	érintett
afectate	érintettek
structurile	struktúrák
structurile	szerkezetek
impuse	kivetett
silezia	szilézia
urias	óriás
tabere	táborok
alma	alma
kentucky	kentucky
indicat	jelezték
indicat	feltüntetett
indicat	jelezte
marfuri	rakomány
marfuri	szállítmány
marfuri	árucikkek
marfuri	áruk
marfuri	javak
marfuri	áru
marfuri	árucikkek
marfuri	árucikk
marfuri	áruk
marfuri	árucikkek
marfuri	áruk
marfuri	javak
marfuri	áru
belle	belle
grau	búza
grau	búza
cuantica	kvantum
vazute	láttam
vazute	látta
vazute	látták
vazute	megtekintett
vazute	tekintett
walt	walt
dublin	dublini
dublin	dublin
festivaluri	fesztiválok
ball	bál
ball	labdát
ball	golyó
ball	labda
ball	ball
rusesc	orosz
rusesc	oroszul
rusesc	oroszország
concepte	fogalmak
concepte	elképzelések
padova	padua
echivalentul	egyenértékű
echivalentul	megfelelője
fani	rajongók
fani	rajongói
fani	szurkolók
postum	posztumusz
postum	posztumusz
plovdiv	plovdiv
participantii	résztvevőknek
participantii	résztvevők
participantii	résztvevő
mandate	megbízások
morminte	graves
colegi	kollégák
colegi	munkatársak
colegi	munkatársai
colegi	munkatársak
potentialul	potenciális
potentialul	lehetséges
potentialul	potenciál
potentialul	lehetőség
exacta	pontos
exacta	pontos
horror	horror
horror	rémület
horror	borzalom
vizibile	látható
uss	uss
flash	villanás
flash	flash
flash	villám
srl	kft
srl	kft
materia	számít
persia	perzsia
christina	christina
arhipelagul	szigetcsoport
datorat	tartoztak
datorat	tartozott
succesiunea	öröklési
protocol	protokoll
protocol	jegyzőkönyv
update	frissítés
update	frissítése
executa	végrehajtani
ecuador	ecuador
bull	bull
bull	bika
kenya	kenya
ingropat	eltemetve
ingropat	eltemetve
november	november
november	novemberi
november	novemberben
locatii	helyszínek
locatii	helyek
locatii	helyszínek
locatii	helyek
biblie	biblia
biblie	bibliát
fabricat	gyártottak
fabricat	előállított
fabricat	gyártott
durere	fáj
durere	fájdalmat
durere	fájdalom
intalniri	találkozók
intalniri	ülésein
intalniri	ülései
intalniri	ülések
intalniri	megbeszélések
intalniri	találkozások
intalniri	találkozók
intalniri	ülésein
intalniri	ülései
intalniri	ülések
intalniri	megbeszélések
intalniri	randi
intalniri	randizni
intalniri	társkereső
recomandat	ajánlotta
recomandat	ajánlott
recomandat	javasolt
lucrand	dolgozó
lucrand	dolgozik
lucrand	dolgozom
lucrand	dolgozok
taiwan	tajvani
taiwan	tajvan
dramatica	drámai
populata	lakott
tereza	teréz
tereza	teresa
tereza	theresa
semifinale	elődöntőben
dex	dex
semnata	aláírva
semnata	aláírás
semnata	aláírt
baptiste	baptiste
stelele	csillagok
stelele	sztárok
stelele	csillag
emisa	kibocsátott
emisa	kiadott
emisa	kiadva
emisa	kibocsátott
compusi	vegyületek
sovieticii	szovjetek
praf	por
praf	port
praf	por
praf	port
haga	hágai
zeus	zeusz
animat	firka
nintendo	nintendo
locuita	lakott
semnal	jelet
semnal	jel
semnal	jelzés
ceas	óra
ceas	vigyázz
ceas	óra
democratie	demokrácia
democratie	demokrácia
alfa	alpha
alfa	alfa
alfa	alfa
fantastica	fantasztikus
partener	társ
partener	partner
partener	társa
partener	társam
cerintele	követelmény
cerintele	előírások
cerintele	követelmények
occidentali	nyugatiak
amenintare	fenyegetés
amenintare	fenyegetés
inventator	feltaláló
lovituri	rúg
lovituri	rúgás
lovituri	fúj
viziteaza	látogatás
vizibil	látható
rgb	rgb
sporturi	sport
sporturi	sportban
observatie	észrevétel
observatie	megfigyelés
parker	parker
zeilor	istenek
liechtenstein	liechtenstein
liechtenstein	liechtensteini
discovery	felfedezés
discovery	discovery
gasiti	találni
gasiti	megtalálni
dur	durván
dur	durva
dur	kemény
dur	kemény
taiat	vágás
etajul	emelet
etajul	padló
chapelle	chapelle
strategie	stratégia
strategie	stratégiát
peisaj	táj
attila	attila
experiment	kísérlet
finalizata	befejeződött
finalizata	elkészült
finalizata	befejezett
vinci	vinci
reptile	hüllő
reptile	hüllők
convinge	meggyőzni
convinge	meggyőzni
sportul	sport
leul	oroszlán
personalul	személyzet
personalul	alkalmazottak
personalul	személyzet
personalul	munkatársak
aron	aron
preveni	megelőzni
preveni	megelőzése
won	nyert
integrarea	integráció
integrarea	beilleszkedés
reci	hidegen
reci	hideg
integrat	integrált
fabricate	gyártottak
fabricate	előállított
fabricate	gyártott
roosevelt	roosevelt
vasili	vaszilij
aviatie	repülés
aviatie	légiközlekedés
aviatie	légiközlekedési
spanioli	spanyolok
spanioli	spanyolul
spanioli	spanyolok
spanioli	spanyol
heinz	heinz
petit	petit
thompson	thompson
wallace	wallace
monarh	uralkodó
beethoven	beethoven
ploaie	rain
ploaie	eső
islamului	iszlám
bremen	bremen
artificial	mesterségesen
artificial	mesterséges
solara	napenergia
disponibila	elérhető
disponibila	rendelhető
disponibila	elérhető
disponibila	rendelhető
reprezentative	reprezentatív
reprezentative	képviselő
marino	marino
fetele	csajok
fetele	lányok
primita	kapott
primita	fogadott
primita	beérkezett
strategia	stratégia
strategia	stratégiát
transmise	továbbított
transmise	közvetített
culmea	ridge
identice	egyforma
identice	megegyező
identice	azonos
fotografia	fényképek
fotografia	kép
fotografia	fénykép
fotografia	fotó
fotografia	fotózás
locuite	lakott
albrecht	albrecht
aia	ez
separarea	szétválasztás
datoria	kötelesség
datoria	vám
interpretari	értelmezések
scrisoarea	levélben
scrisoarea	betű
scrisoarea	levél
scrisoarea	levelet
scrisoarea	levele
eroul	hős
aviatiei	repülés
aviatiei	légiközlekedés
aviatiei	légiközlekedési
rupt	megtört
rupt	törött
rupt	törve
rupt	elszakadt
rupt	szakadt
integrate	integrált
panama	panama
nancy	nancy
comisie	bizottság
comisie	jutalék
comisie	jutalékot
westfalia	vesztfália
arkansas	arkansas
sinteza	szintézis
sinteza	szintézis
aripa	szárnyat
aripa	szárnya
aripa	wing
aripa	szárny
aripa	szárnyat
aripa	szárnya
aripa	wing
aripa	szárny
cauzele	okok
cauzele	okozza
cauzele	okoz
graz	graz
veniturile	bevétel
veniturile	bevételek
veniturile	jövedelem
veniturile	bevétel
veniturile	jövedelmek
veniturile	bevételek
veniturile	jövedelme
atomic	atom
clinton	clinton
continuand	folytatás
imparateasa	császárnő
imparateasa	császárnő
integrare	integráció
integrare	beilleszkedés
districtele	körzetek
miercurea	szerdán
miercurea	szerda
dramatice	drámai
transmiterea	átvitel
transmiterea	továbbítás
transmiterea	adás
transmiterea	átviteli
ralph	ralph
hunter	hunter
hunter	vadász
armeni	örmények
armeni	örmény
vera	vera
sferturi	kabinjába
borsod	borsod
demo	bemutató
demo	demó
standarde	standardok
standarde	előírások
standarde	szabványok
minima	minimum
minima	minimális
minima	legkisebb
minima	minimálisan
minima	minimális
minima	minimálisan
simt	érzék
simt	értelem
simt	értelme
simt	érezd
simt	érzem
simt	érzés
simt	érzem
simt	érezni
simt	érzéssel
patruns	behatolt
patruns	áthatolt
cateodata	néha
utila	hasznos
utila	segítőkész
utila	hasznos
dotat	tehetséges
pastrata	tartósított
pastrata	megőrizte
isabella	izabella
isabella	isabella
predare	tanít
predare	tanítani
predare	tanítás
predare	átadás
airlines	légitársaság
airlines	légitársaságok
airlines	airlines
sanatatea	egészségügy
sanatatea	egészségügyi
sanatatea	egészség
rareori	ritkán
rareori	ritkán
patrat	square
patrat	szögletes
patrat	négyzetes
patrat	tér
patrat	négyzet
patrat	square
patrat	szögletes
patrat	négyzetes
patrat	tér
patrat	négyzet
raze	sugarak
epic	epikus
gratie	kegyelem
gratie	grace
avere	vagyon
avere	szerencse
avere	vagyont
avere	gazdagság
avere	jólét
avere	vagyon
windsor	windsor
prevede	nyújt
fin	fin
birou	hivatal
birou	iroda
birou	asztali
birou	asztal
secretul	titok
secretul	titkos
trilogia	trilógia
aniversare	születésnap
aniversare	szülinapi
aniversare	szülinapot
aniversare	születésnapi
aniversare	évforduló
aniversare	évfordulója
aniversare	évfordulót
pib	gdp
frumusetea	szépség
frumusetea	gyönyörűség
executata	kivégezték
musulmana	muszlim
musulmana	muzulmán
musulmana	muszlimok
rob	rob
concret	beton
concret	konkrét
frumusete	szépség
frumusete	gyönyörűség
frumusete	szépség
frumusete	gyönyörűség
laboratorul	laboratórium
laboratorul	laboratóriumi
laboratorul	laboratórium
laboratorul	labor
maini	kéz
maini	kezek
ala	ala
batalionul	zászlóalj
decorative	dekoratív
constient	tudatában
constient	tisztában
constient	tudatos
constient	tudatos
sectoare	ágazatok
sectoare	szektorok
sansa	esélyt
sansa	chance
sansa	esély
sansa	esélyt
sansa	chance
sansa	esély
sansa	sansa
autostrada	autópálya
autostrada	főút
autostrada	országút
autostrada	autópálya
autostrada	autópálya
autostrada	autópályán
autostrada	autópálya
autostrada	főút
autostrada	országút
autostrada	autópálya
compozitori	zeneszerzők
fabricatie	előállítás
fabricatie	gyártás
fabricatie	előállítás
fabricatie	gyártási
fabricatie	gyártás
zemplén	zemplén
alegere	döntés
alegere	választás
mostenire	öröksége
mostenire	örökség
mostenire	örökség
mostenire	öröksége
mostenire	örökség
mode	mód
mode	mode
mode	üzemmód
negocierile	tárgyalások
linda	linda
split	osztott
cascada	vízesés
cascada	vízesés
lev	lev
colin	colin
legendele	legendák
masurile	intézkedések
masurile	intézkedésekre
gruparea	csoportosulás
intentionat	szándékos
intentionat	szándékosan
intentionat	szándékosan
intentionat	szándékosan
iulius	julius
virusul	vírussal
virusul	vírus
tribul	törzs
petrolul	olaj
petrolul	kőolaj
petrolul	olajjal
petrolul	olajat
erori	hibák
erori	hibákat
unghiul	szög
egipteana	egyiptomi
implementarea	végrehajtás
implementarea	végrehajtására
implementarea	megvalósítás
implementarea	végrehajtási
cuneo	cuneo
jakob	jakob
organizatiile	szervezetek
masacrul	mészárlás
masacrul	vérfürdő
hessa	hessen
hessa	hesse
