dell	dell
invers	rückseite
desfășurare	einsatz
desfășurare	entsendung
capitol	kapitel
gară	station
gară	bahnhof
gară	tankstelle
renumit	berühmt
renumit	renommierten
orele	öffnungszeiten
orele	stunden
orele	arbeitszeit
orele	betriebszeiten
tablă	tafel
tablă	tin
tablă	zinn
tablă	dose
tablă	verwaltungsrat
tablă	vorstand
tablă	board
tablă	verpflegung
tablă	aufsichtsrat
metodele	methoden
harold	harold
compozitorul	komponistin
compozitorul	komponist
compozitorul	komponisten
blindate	armored
blindate	gepanzerte
roy	roy
teorema	theorem
brațe	armen
brațe	arme
brațe	arms
brațe	wappen
brațe	waffen
proceselor	prozessen
proceselor	vorgänge
proceselor	prozesse
părul	haar
părul	haarfarbe
părul	haare
părul	frisur
putna	putna
jon	jon
universale	universell
universale	universellen
universale	universal
universale	allgemein
universale	universalität
poduri	brücken
poduri	bridges
adaptat	angepasste
adaptat	angepaßt
adaptat	adaptiert
adaptat	angepasst
brigadă	brigaden
brigadă	brigade
negri	schwarzer
negri	schwarze
negri	schwarzen
provizoriu	vorläufiger
provizoriu	vorläufige
provizoriu	vorläufig
provizoriu	vorläufigen
provizoriu	provisorische
provizoriu	vorläufig
normale	normaler
normale	normale
normale	normalen
normale	normales
normale	normal
templu	tempels
templu	tempel
beneficiat	profitiert
consumul	verbrauch
consumul	konsum
consumul	verzehr
consumul	verbrauchs
sandu	sandu
pcr	pcr
religii	religionen
arsenal	arsenal
blocuri	blocks
blocuri	blöcke
blocuri	bausteine
achiziționat	gekauft
achiziționat	erworbene
achiziționat	erworben
achiziționat	gekauft
achiziționat	gekaufte
achiziționat	erworben
executate	hinrichten
executate	ausgeführte
executate	ausgeführt
executate	hingerichtet
treizeci	dreißig
treizeci	thirty
suburbie	vorstadt
suburbie	stadtrand
suburbie	vorort
suburbie	stadtteil
preferă	bevorzuge
preferă	bevorzugt
preferă	bevorzugen
preferă	vorziehen
preferă	bevorzuge
preferă	bevorzugen
preferă	lieber
proprietarul	besitzer
proprietarul	inhaber
proprietarul	eigentümerin
proprietarul	eigentümer
proprietarul	vermieter
nobili	adel
nobili	adligen
nobili	noble
nobili	edel
nobili	edlen
nobili	edle
nobili	edler
forțată	erzwungene
forțată	zwang
forțată	gezwungen
forțată	erzwungen
ducat	herzogtum
metropolitan	metropolen
metropolitan	metropolregion
metropolitan	metropolitan
scuze	entschuldige
scuze	entschuldigung
scuze	leider
scuze	tschuldigung
scuze	sorry
scuze	leid
iubirea	love
iubirea	lieben
iubirea	liebe
iubirea	liebes
iubirea	liebste
ann	ann
talent	talente
talent	begabung
talent	talent
talent	talenten
salvador	salvador
cultul	kult
cultul	sekte
low	niedrige
low	niedrig
low	niedrigen
low	low
santo	santo
grammy	grammy
nucleul	kern
nucleul	core
nucleul	kernkompetenzen
nucleul	herzstück
astronomie	astronomie
astronomie	astronomischen
metalice	metallische
metalice	metall
metalice	metallischen
philadelphia	philadelphia
molotov	molotow
sony	sony
feminină	weibliche
feminină	weiblich
feminină	weiblicher
gură	mund
gură	klappe
gură	maul
plăci	bleche
plăci	kennzeichen
plăci	teller
plăci	platten
plăci	fliesen
plăci	steine
plăci	ziegel
psihologie	psychologe
psihologie	psychologie
psihologie	psychologen
creator	schöpfer
creator	urheber
circuit	schaltungen
circuit	kreislauf
circuit	circuit
circuit	rennstrecke
circuit	schaltung
neutru	leerlauf
neutru	neutralen
neutru	neutral
neutru	neutrale
neutru	neutraler
bahia	bahia
topografice	topographischen
telefon	telefonisch
telefon	telefonnummer
telefon	telefonieren
telefon	telefon
telefon	handys
telefon	telefonnummern
telefon	telefonnummer
telefon	telefonieren
telefon	telefon
controlată	kontrolliert
controlată	kontrollierter
controlată	gesteuert
controlată	kontrollierten
controlată	kontrollierte
benedict	benedikt
benedict	benedict
larry	larry
copenhaga	kopenhagen
lipsește	fehlt
lipsește	fehlende
lipsește	fehlen
lipsește	vermisst
lipsește	fehlenden
roland	roland
trepte	fußstapfen
trepte	schritten
trepte	schritte
trepte	spuren
trepte	treppe
trepte	schritten
trepte	schritte
trepte	stufen
conservarea	erhaltung
conservarea	konservierung
conservarea	naturschutz
conservarea	umweltschutz
conservarea	erhaltung
conservarea	bewahrung
conservarea	aufbewahrung
conservarea	konservierung
mahmud	mahmoud
mahmud	mahmud
pictată	gemalt
pictată	gestrichen
pictată	malte
pictată	bemalt
pictată	lackiert
progresul	fortschritten
progresul	fortschritts
progresul	fortschritte
progresul	fortschritt
ciclu	zyklus
ciclu	kreislauf
ciclu	zyklen
rundă	runden
rundă	runde
rundă	rund
rundă	round
emanuel	emanuel
reforme	reformen
reforme	reform
junior	junioren
junior	junior
platon	plato
arhivele	archiven
arhivele	archivierung
arhivele	archiv
arhivele	archive
arhivele	archivieren
metrou	subway
metrou	metrostation
metrou	métro
metrou	metro
vendée	vendée
vicar	vikar
vicar	pastor
einstein	einstein
prelucrarea	weiterverarbeitung
prelucrarea	bearbeitung
prelucrarea	verarbeitung
prelucrarea	aufbereitung
prelucrarea	veredelung
sclavi	sklaven
wrestling	ringer
wrestling	wrestling
wrestling	ringen
nasr	nasr
merit	verdienen
merit	verdient
merit	verdienst
perspectivă	perspektiven
perspectivă	perspektive
singular	einzigartig
singular	singular
recenzie	rezension
recenzie	überprüfen
recenzie	bewertung
recenzie	rückblick
recenzie	überprüfung
pierdută	verlor
pierdută	verirrt
pierdută	verloren
pierdută	verlorene
pierdută	lost
stewart	stewart
trimisă	verschickt
trimisă	geschickt
trimisă	versendet
trimisă	gesendet
trimisă	versandt
aveyron	aveyron
adâncimea	tiefe
adâncimea	tiefen
chelsea	chelsea
unire	verschmelzen
unire	zusammenführen
unire	verbinden
unire	zusammenführung
unire	bindung
unire	kleben
întâlnirea	treffen
întâlnirea	tagung
întâlnirea	besprechung
întâlnirea	sitzung
panzer	panzer
cursa	wettrennen
cursa	rasse
cursa	rennen
cursa	race
doctoratul	doktortitel
doctoratul	promotion
catalogul	produktkatalog
catalogul	katalog
catalogul	kataloge
catalogul	produktkatalog
catalogul	katalog
catalogul	kataloge
publicitate	werbeagentur
publicitate	werbemittel
publicitate	werbung
vânt	windenergie
vânt	windkraft
vânt	wind
blocarea	blockiert
blocarea	blockieren
blocarea	sperrung
obiectivul	ziel
obiectivul	objektiv
obiectivul	zielsetzung
regilor	kings
regilor	könige
regilor	königen
spirituale	spirituellen
spirituale	spiritualität
spirituale	geistlichen
spirituale	spirituelle
spirituale	geistliche
ing	ing
elevii	schüler
elevii	schülerinnen
elevii	studenten
elevii	kursteilnehmer
elevii	studierende
elevii	schüler
elevii	schülerinnen
determinarea	feststellung
determinarea	entschlossenheit
determinarea	bestimmung
frumoasa	wunderschön
frumoasa	schöner
frumoasa	schönste
frumoasa	schöne
frumoasa	schön
mobilă	mobile
mobilă	mobilfunk
mobilă	beweglich
mobilă	handys
mobilă	mobil
mobilă	mobilgeräte
mobilă	möbeln
mobilă	möbel
mobilă	mobiliar
potter	potter
corina	corina
anonim	anonymität
anonim	anonym
anonim	anonymen
plumb	vorsprung
plumb	führen
plumb	blei
localizat	gelegen
localizat	lokalisiert
localizat	lokalisierte
localizat	örtlich
localizat	lokalisiert
side	seite
side	seitlich
side	side
efortul	aufwand
efortul	anstrengungen
efortul	bemühungen
efortul	anstrengung
navală	naval
navală	marine
navală	schiffsbau
cartoon	cartoons
cartoon	comic
cartoon	cartoon
cartoon	karikaturen
cartoon	karikatur
pânză	leinwand
pânză	canvas
necunoscută	unbekanntes
necunoscută	unbekannter
necunoscută	unbekannte
necunoscută	unbekannt
doctrina	lehre
doctrina	doktrin
senatul	senat
senatul	senats
concentrat	konzentrierte
concentrat	konzentriert
concentrat	konzentrierter
concentrat	konzentrieren
concentrat	konzentrat
concentrat	fokussiert
concentrat	konzentrierte
concentrat	konzentriert
săli	säle
săli	hallen
stars	sternen
stars	stern
stars	sterne
stars	stars
stars	sternchen
lipsesc	fehlt
lipsesc	fehlende
lipsesc	fehlen
lipsesc	vermisst
lipsesc	fehlenden
catalog	produktkatalog
catalog	katalog
catalog	kataloge
catalog	produktkatalog
catalog	katalog
catalog	kataloge
diesel	dieselkraftstoff
diesel	diesel
diesel	dieselmotoren
diesel	dieselmotor
toronto	toronto
darwin	darwin
teolog	theologe
teolog	theologen
rey	rey
cadre	rahmen
cadre	fassungen
cadre	rahmenbedingungen
cadre	rahmen
cadre	rahmens
cadre	framework
așteptat	erwartete
așteptat	voraussichtlich
așteptat	erwartet
așteptat	erwarteten
așteptat	gewartet
așteptat	warteten
așteptat	wartete
copie	copy
copie	abschrift
copie	kopie
copie	kopieren
augusta	augusta
conservatorul	wintergarten
conservatorul	konservatorium
conservatorul	musikhochschule
nièvre	nièvre
individ	individuelle
individ	einzelnen
individ	einzelperson
individ	einzel
individ	individuell
individ	individuum
cauze	verursachen
cauze	gründe
cauze	ursachen
cauze	ursache
cauze	verursacht
posturi	stellen
posturi	beiträge
posturi	posten
posturi	pfosten
confluența	zusammenfluss
confluența	einmündung
rosa	rosa
neil	neil
neil	jutta
orientale	oriental
orientale	orientalischen
orientale	orientalische
murray	murray
giorgio	giorgio
bloc	sperren
bloc	blockieren
bloc	block
extremă	extrem
extremă	extremer
extremă	extremen
extremă	extreme
sophie	sophie
fundamentală	grundlegenden
fundamentală	grundlegende
fundamentală	grundlegendes
fundamentală	grundlegend
fundamentală	grundrechte
democratice	demokratische
democratice	demokratischer
democratice	demokratisch
democratice	demokratischen
verii	cousins
verii	cousin
aventură	abenteuer
aventură	erlebnis
ciot	stub
ciot	stumpf
gri	gray
gri	grau
gri	grauen
gri	graue
gri	grauen
gri	graue
gri	grey
gri	grau
imdb	imdb
producători	erzeuger
producători	hersteller
producători	produzenten
producători	hersteller
producători	produzenten
editată	bearbeitete
editată	herausgegeben
editată	bearbeitet
gratuit	frei
gratuit	kostenlose
gratuit	kostenlos
gratuit	free
gratuit	freien
proiectele	projekte
proiectele	vorhaben
proiectele	projekten
versailles	versailles
floarea	blumen
floarea	blume
floarea	blühen
floarea	blüte
terry	jutta
terry	terry
nordice	nordeuropa
nordice	nordische
nordice	nordischen
nordice	nordic
nordice	skandinavien
desemnează	benennt
desemnează	bezeichnet
desemnează	benennen
viziune	visionen
viziune	sicht
viziune	leitbild
viziune	vision
viziune	sehvermögen
partidele	vertragsparteien
partidele	parteien
partidele	partys
catalonia	katalonien
profesie	berufe
profesie	beruf
mayenne	mayenne
tablouri	gemälde
tablouri	malerei
dean	dekan
dean	dean
zagreb	zagreb
exemplul	beispiel
incintă	gehäuse
magnolia	magnolia
informare	briefing
informare	unterrichtung
informare	besprechung
populații	bevölkerung
populații	populationen
populații	bevölkerungen
bere	biere
bere	biergarten
bere	bier
solicitat	beantragt
solicitat	angefordert
solicitat	beantragte
solicitat	gewünscht
solicitat	verlangt
mandatul	beschluss
mandatul	vollmacht
mandatul	haftbefehl
mandatul	mandat
mandatul	auftrag
cape	cape
cape	kap
cape	umhang
cape	kapstadt
expert	fachmann
expert	experten
expert	experte
expert	sachverständiger
expert	sachverständige
zahăr	saccharose
zahăr	zuckergehalt
zahăr	zucker
zahăr	sugar
wagner	wagner
călugăr	mönch
călugăr	monk
titu	titu
scandal	skandal
scandal	skandalös
scandal	affäre
scandal	skandale
digitală	digitalkamera
digitală	digitalen
digitală	digitales
digitală	digitale
digitală	digital
mențiune	begriff
fals	falschen
fals	falsch
fals	false
fals	falsche
fals	falsches
fals	gefälscht
fals	fälschung
fals	fake
ruta	streckenführung
ruta	route
ruta	anfahrt
ruta	strecke
clement	clément
clement	clément
clement	clement
liberi	frei
liberi	kostenlose
liberi	kostenlos
liberi	free
liberi	freien
arhiducele	erzherzog
amintirea	erinnerungen
amintirea	gedächtnis
amintirea	erinnerung
amintirea	arbeitsspeicher
amintirea	speicher
medicamente	medikamenten
medicamente	drogen
medicamente	arzneimittel
medicamente	medizin
medicamente	medikamenten
medicamente	medikamente
întrebat	gebeten
întrebat	fragte
întrebat	fragt
întrebat	gefragt
stări	staaten
stări	launen
stări	stimmungen
colaborator	beitrag
colaborator	mitwirkenden
opiniile	gutachten
opiniile	stellungnahmen
opiniile	meinungen
opiniile	meinung
lunar	monatlich
lunar	monat
lunar	monats
lunar	monatliche
lunar	monatlichen
lunar	lunar
omenirii	menschheit
celulele	zelle
celulele	zellen
percuție	percussion
percuție	schlagzeug
short	kurze
short	kurzer
short	short
short	kurz
short	kurzen
depășește	überschreitet
depășește	übersteigt
baron	freiherr
baron	baron
suficientă	hinreichend
suficientă	genügend
suficientă	ausreichende
suficientă	ausreichend
suficientă	ausreichenden
atelier	werkstatt
atelier	workshop
atelier	workshops
atelier	werkstätten
barry	barry
mercur	mercury
mercur	quecksilber
mercur	merkur
tun	kanone
tun	cannon
tun	kanonen
tun	tun
păr	haar
păr	haarfarbe
păr	haare
păr	frisur
cresc	anbauen
cresc	wachsen
cresc	wächst
concluzie	fazit
concluzie	abschluss
concluzie	schlußfolgerung
concluzie	schlussfolgerung
admis	zugegeben
admis	aufgenommen
admis	zugelassen
astrofizică	astrophysik
egalitate	gleichberechtigung
egalitate	gleichstellung
egalitate	gleichbehandlung
egalitate	gleichheit
egalitate	chancengleichheit
domnit	herrschte
identificare	identifizierung
identificare	kennzeichnung
identificare	kennung
identificare	identifikation
astronomic	astronomischen
astronomic	astronomische
demonstrează	nachweisen
demonstrează	demonstrieren
ideal	idealen
ideal	ideal
ideal	idealer
ideal	ideale
ungureanu	ungureanu
găsită	gefunden
găsită	fanden
găsită	fand
haine	bekleidung
haine	kleidung
haine	klamotten
haine	kleider
structurii	strukturen
structurii	aufbau
structurii	gliederung
structurii	struktur
abdallah	abdullah
abdallah	abdallah
repetat	wiederholen
repetat	wiederholten
repetat	wiederholte
repetat	wiederholt
repetat	mehrfach
repetat	wiederholt
tinere	jung
tinere	jungen
tinere	jugend
tinere	junge
gros	dicken
gros	dick
gros	dicker
gros	dicke
calendar	kalenders
calendar	veranstaltungskalender
calendar	kalender
calendar	terminkalender
patrimoniu	kulturerbe
patrimoniu	denkmalschutz
patrimoniu	welterbe
patrimoniu	erbe
vocale	vokale
vocale	gesang
vocale	vocal
vocale	lautstark
donat	gespendet
donat	spendete
donat	gestiftet
dakota	dakota
valle	valle
mansur	mansur
susan	susanne
susan	susan
holt	holt
federală	federal
federală	bundes
pont	pont
pont	tipp
pont	trinkgeld
pont	tip
pont	spitze
înlocuirea	ersetzen
înlocuirea	ersetzung
înlocuirea	ersatz
înlocuirea	ersetzen
apple	äpfel
apple	apfel
apple	apple
nepenthes	nepenthes
dame	dame
dame	dame
strasbourg	straßburg
sportivi	athleten
sportivi	sportlern
sportivi	sportler
tulburări	krankheiten
tulburări	störungen
tulburări	erkrankungen
apostoli	gesandten
apostoli	apostel
château	château
château	burg
adăugarea	zugabe
adăugarea	addition
adăugarea	zusatz
adăugarea	hinzufügen
bois	bois
formularul	formular
formularul	vordruck
formularul	form
grupate	zusammengebaut
grupate	zusammengefasst
grupate	gruppiert
crimă	morde
crimă	ermordung
crimă	mord
crimă	kriminalität
crimă	verbrechens
crimă	verbrechen
crimă	straftat
gotic	gotische
gotic	gotischen
gotic	gothic
tre	tre
roz	pink
roz	rosa
ahmed	ahmed
ahmed	ahmad
latine	lateinamerika
latine	latin
latine	lateinische
latine	lateinisch
latine	latein
frunzele	laub
frunzele	blätter
frunzele	blättern
exprima	ausdrücken
exprima	express
compoziții	komposition
compoziții	kompositionen
moscovei	russland
moscovei	moskau
kashmir	kaschmir
belgian	belgische
belgian	belgisches
belgian	belgischen
belgian	belgier
wikimapia	wikimapia
orange	orange
orange	orangensaft
orange	orangen
pierderile	verluste
pierderile	verlust
pierderile	verlusten
naviga	segeln
naviga	segelboot
naviga	segel
echipament	ausstattung
echipament	ausrüstung
echipament	geräte
echipament	anlagen
includerea	eingliederung
includerea	aufnahme
includerea	einbeziehung
includerea	einschluss
includerea	einbindung
simona	simona
joachim	joachim
formal	förmlich
formal	formell
formal	formal
formal	formell
formal	formelle
formal	formalen
formal	formale
formal	formal
austin	austin
filozofia	philosophie
aedes	aedes
implicarea	beteiligung
implicarea	einbindung
implicarea	mitwirkung
implicarea	einbeziehung
explica	erkläre
explica	erklären
explica	erläutern
wall	pinnwand
wall	mauern
wall	wand
wall	mauer
harald	harald
meridiane	meridiane
autonome	autonomer
autonome	autonom
autonome	autonomen
autonome	autonome
village	dorf
village	feriendorf
village	ortschaft
răspândirea	verbreiten
răspândirea	ausbreiten
răspândirea	ausbreitung
răspândirea	verteilen
răspândirea	spread
răspândirea	ausbreitung
răspândirea	verbreitung
intensă	intensive
intensă	intensiver
intensă	intensiv
intensă	heftig
intensă	intensiven
lugoj	lugoj
mutată	verschoben
mutată	zog
mutată	bewegte
mutată	bewegt
mutată	umgezogen
strâmtoarea	strait
strâmtoarea	straße
strâmtoarea	meerenge
refugiat	flüchtlinge
refugiat	flüchtling
ungară	ungarisch
ungară	ungarischen
ungară	ungarische
ungară	ungarischer
scăzută	niedrige
scăzută	niedrig
scăzută	niedrigen
scăzută	low
compune	komponieren
compune	zusammenstellen
compune	verfassen
exterioară	außenbereich
exterioară	äußere
exterioară	außen
exterioară	aussen
ofensivă	offensiv
ofensivă	beleidigend
ofensivă	offensive
intervenție	eingriffe
intervenție	interventionen
intervenție	intervention
galilor	gallier
fenomene	phänomenen
fenomene	erscheinungen
fenomene	phänomen
fenomene	phänomene
austrieci	österreicher
austrieci	österreichisch
austrieci	österreicher
austrieci	österreichischen
austrieci	österreichisches
costume	kostüme
costume	kostüm
costume	trachten
costume	anzüge
costume	anzug
muban	muban
cânta	sing
cânta	singt
cânta	singen
cânta	singe
grija	fürsorge
grija	pflege
grija	betreuung
grija	pflege
grija	care
corul	chor
corul	chor
corul	refrain
modelele	modelle
modelele	modellen
modelele	vorbilder
modelele	modell
îndeplini	erfüllen
reich	reich
reich	reichs
reich	reiches
józsef	józsef
agricol	landwirtschaftlich
agricol	landwirtschaftlichen
agricol	landwirtschaftliche
originile	entstehungsgeschichte
originile	ursprünge
originile	ursprung
originile	herkunft
khan	khan
mutarea	bewegen
mutarea	umzug
mutarea	verschieben
mutarea	bewegt
moscheea	moscheen
moscheea	moschee
lățimea	breiten
lățimea	breite
lățimea	breit
ladislau	ladislaus
cooper	cooper
preah	preah
invazie	invasion
invazie	einmarsch
ehf	ehf
brabant	brabant
dealuri	hügeln
dealuri	berge
dealuri	hügel
dealuri	hills
danny	danny
determinată	bestimmt
determinată	ermittelt
determinată	entschlossen
tag	markieren
tag	markiere
tag	tag
tag	markiert
tag	markierung
perete	pinnwand
perete	mauern
perete	wand
perete	mauer
amenajare	einbau
amenajare	passend
nicholas	nikolaus
nicholas	nikolai
nicholas	nicholas
istoricii	historiker
străină	außenpolitik
străină	ausländische
străină	ausland
străină	ausländischen
iubit	lieben
iubit	liebte
iubit	liebten
iubit	geliebt
iubit	geliebten
iubit	geliebtes
iubit	geliebter
iubit	geliebte
iubit	geliebt
iubit	freundes
iubit	freund
entitate	körperschaft
entitate	einheit
platină	platin
platină	platinum
rezolva	lösen
indivizi	einzelpersonen
indivizi	privatpersonen
indivizi	individuen
indivizi	personen
continental	continental
continental	kontinentale
continental	kontinentales
continental	kontinent
continental	kontinentalen
caesar	cäsar
caesar	caesar
cruci	kreuze
cruci	kreuzungen
cruci	kreuzen
cruci	kreuzt
pierdute	verlor
pierdute	verirrt
pierdute	verloren
pierdute	verlorene
pierdute	lost
perioadele	perioden
perioadele	zeiten
perioadele	zeiträume
bianco	bianco
ilustrează	illustriert
ilustrează	veranschaulicht
ilustrează	illustrieren
ilustrează	veranschaulichen
cardinal	kardinal
clare	clare
clare	klara
vulcan	vulkan
vulcan	vulkane
vulcan	vulkans
vulcan	vulkan
vulcan	vulkanische
vulcan	vulkanischen
moștenit	geerbt
moștenit	vererbt
curentului	aktuell
curentului	aktuellen
curentului	aktuelle
curentului	aktueller
curentului	aktuelles
destinație	ziel
destinație	reiseziel
destinație	zielort
destinație	bestimmung
destinație	bestimmungsort
hawaii	hawaii
sunetul	sound
sunetul	geräusche
sunetul	ton
sunetul	klang
sunetul	geräusch
xbox	xbox
inca	noch
inca	still
inca	trotzdem
gama	gamma
baby	baby
baby	schatz
evaluarea	bewertung
evaluarea	würdigung
evaluarea	bewertung
evaluarea	assessment
evaluarea	beurteilung
evaluarea	bewertung
evaluarea	beurteilung
evaluarea	evaluierung
evaluarea	auswertung
cinematografie	kinematographie
danez	dänisch
danez	dänische
danez	dänischer
danez	dänischen
raportat	gemeldeten
raportat	berichtete
raportat	gemeldet
raportat	gemeldete
raportat	berichtet
râurilor	flüsse
râurilor	flüssen
râurilor	rivers
paula	paula
acoperiș	dach
acoperiș	dachterrasse
acoperiș	dach
acoperiș	decke
acoperiș	dächer
acoperiș	dachterrasse
conferință	konferenzraum
conferință	konferenz
conferință	konferenzen
legală	rechtlichen
legală	juristische
legală	rechtliche
legală	rechtliches
legală	rechtsgrundlage
civili	zivilisten
civili	zivilpersonen
civili	zivilbevölkerung
elisabeth	elisabeth
citește	read
citește	lies
citește	lesen
citește	gelesen
citește	lese
variate	verschieden
variate	abwechslungsreich
variate	vielfältig
variate	unterschiedlich
variate	abwechslungsreiche
bros	bros
bros	brüder
prăbușit	abgestürzt
prăbușit	stürzte
prăbușit	brach
prăbușit	zusammengebrochen
prăbușit	stürzte
clasificate	geheim
clasificate	klassifiziert
clasificate	eingestuft
clasificate	kleinanzeigen
clasificate	anzeigen
pic	plc
pic	pic
pic	bild
administrare	verwaltung
cereale	korn
cereale	getreide
cereale	getreide
cereale	getreidearten
cereale	müsli
cereale	getreide
warren	warren
parlamentară	parlamentarischer
parlamentară	parlamentarische
parlamentară	parlamentarischen
ferenc	ferenc
pictori	maler
stein	stein
basel	basel
doo	doo
étienne	étienne
étienne	etienne
trafic	verkehrs
trafic	verkehr
trafic	traffic
trafic	datenverkehr
baraj	talsperre
baraj	damm
baraj	staudamm
baraj	dam
baraj	stausee
absolvent	absolvent
absolvent	graduate
absolvent	abschluss
absolvent	diplom
islamică	islamischen
islamică	islamisten
islamică	islamischer
islamică	islamische
derivă	treiben
derivă	drift
derivă	treibt
derivă	treiben
balta	teich
balta	teiche
balta	pfütze
aires	aires
roberts	roberts
kingdom	königreich
amândoi	sowohl
amândoi	beiden
amândoi	beide
amândoi	beides
amândoi	beider
statuie	denkmal
statuie	statue
tennessee	tennessee
toamnă	herbst
moștenirea	erbschaft
moștenirea	legacy
moștenirea	vermächtnis
moștenirea	erbe
moștenirea	kulturgut
moștenirea	erbschaft
moștenirea	nachlass
moștenirea	erbe
moștenirea	erben
oslo	oslo
oslo	norwegen
turner	turner
adăugate	fügte
adăugate	hinzugefügt
beta	beta
aripi	schwingen
aripi	flügel
aripi	wings
aripi	flügeln
golf	golfplatz
golf	golf
golf	golfplätze
interzisă	verbotene
interzisă	untersagt
interzisă	verbotenen
interzisă	unzulässig
interzisă	verboten
interzisă	verbotene
interzisă	untersagt
interzisă	verbot
interzisă	unzulässig
interzisă	verboten
numirea	termin
numirea	berufung
numirea	ernennung
numirea	bestellung
numirea	benennung
contactul	kontaktaufnahme
contactul	kontakte
contactul	kontakt
contactul	kontaktieren
contactul	ansprechpartner
java	java
alexandre	alexandre
siberia	sibirien
inspector	prüfer
inspector	inspektor
inspector	kommissar
inspector	inspector
inspector	inspektoren
cumva	irgendwie
ocean	ozean
ocean	ozeane
ocean	meer
claudia	claudia
plăcut	gemocht
plăcut	gefällt
plăcut	gefallen
plăcut	gefiel
plăcut	mochte
plăcut	angenehmen
plăcut	angenehm
plăcut	angenehmer
plăcut	angenehme
plăcut	angenehmes
evans	evans
franceza	französisch
franceza	französische
franceza	französischen
franceza	franzosen
franceza	franzose
edge	rand
edge	kante
edge	edge
edge	kanten
declarație	anweisung
declarație	aussage
declarație	statement
declarație	erklärung
declarație	deklaration
declarație	erklärung
conferă	verleihen
conferă	verleiht
discursul	vortrag
discursul	ansprache
discursul	rede
discursul	sprache
alabama	alabama
folosire	verwendung
folosire	gebrauch
folosire	nutzung
folosire	einsatz
folosire	benutzung
intrând	betreten
intrând	eingabe
tabel	tisch
tabel	tabelle
indiei	indien
keith	keith
asigurată	versicherten
asigurată	versichert
asigurată	versicherte
corrèze	corrèze
emise	herausgegeben
emise	erteilt
emise	ausgestellt
emise	ausgegeben
campionatele	meisterschaft
campionatele	meisterschaften
manastirea	kloster
manastirea	klöster
manastirea	klosters
louisiana	louisiana
baschet	basketball
baschet	basketballspieler
organ	orgel
organ	organ
hotelul	hotelzimmer
hotelul	hotel
oarecum	einigermaßen
oarecum	irgendwie
oarecum	eher
oarecum	etwas
finistère	finistère
tranziție	übergänge
tranziție	übergangsphase
tranziție	übergang
distanțe	distanzen
distanțe	distanz
distanțe	entfernung
distanțe	entfernungen
distanțe	abstände
cald	heiß
cald	hot
cald	warm
cald	heiss
cald	warmen
cald	wärme
cald	warm
cald	warme
adânc	tiefe
adânc	tief
adânc	deep
adânc	tiefen
salvare	heil
salvare	rettung
salvare	erlösung
salvare	rettungs
salvare	bergung
salvare	retten
salvare	rettung
vacanță	ferien
vacanță	urlaub
vacanță	ferien
vacanță	urlaub
malta	zypern
malta	malta
manifestări	manifestationen
manifestări	erscheinungen
manifestări	ausprägungen
manifestări	erscheinungsformen
fotbalul	football
fotbalul	fußballspiel
fotbalul	fußball
fotbalul	fussball
radical	radikal
radical	radikalen
radical	radikaler
radical	radikale
asalt	angriff
asalt	körperverletzung
asalt	überfall
asalt	anschlag
renault	renault
sierra	sierra
specializate	spezialisiert
specializate	spezialisierten
specializate	spezialisierte
specializate	spezialisierte
specializate	spezialisiert
specializate	spezialisierten
buenos	buenos
dificultăți	schwierigkeit
