और	és
पुरस्कार	díjak
पुरस्कार	díjakat
पुरस्कार	nyeremény
पुरस्कार	jutalom
लेख	árucikkek
लेख	cikkek
लेख	szakdolgozat
लेख	árucikk
लेख	cikk
अब	most
दौरान	során
अमेरिका	amerika
अमेरिका	america
मंदिर	templom
मंदिर	szentély
मंदिर	temploma
मंदिर	temple
अलावा	hozzáadás
अलावा	szét
वार्ता	beszél
दक्षिण	dél
दक्षिण	délre
दक्षिण	déli
स्थल	helyszín
विभिन्न	többféle
विभिन्न	különféle
विभिन्न	különböző
विभिन्न	egyéb
विभिन्न	egyebek
विभिन्न	különféle
विभिन्न	vegyes
इतिहास	történelme
इतिहास	előzmények
इतिहास	történelem
लिया	foglalt
फ़िल्म	filmet
फ़िल्म	mozi
फ़िल्म	film
फ़िल्म	fólia
फ़िल्म	film
क्योंकि	mert
पास	passz
विस्तृत	részletesen
विस्तृत	részletes
विस्तृत	részletezett
विस्तृत	kidolgozott
विस्तृत	kimerítő
विस्तृत	fejlett
विस्तृत	haladó
विस्तृत	előrehaladott
दिन	nap
दिन	napon
दिन	nappal
दिन	napot
दिन	nappal
दिन	nappali
दिन	napok
दिन	napokban
दिन	napokat
दिन	napokon
कृषि	mezőgazdasági
कृषि	mezőgazdaság
जाना	életképességét
शुरू	kezdődött
शुरू	kezdte
शुरू	elkezdődött
व्यक्ति	személy
व्यक्ति	személyre
व्यक्ति	egyén
व्यक्ति	egyéni
विज्ञान	tudomány
सदस्य	tag
सदस्य	előfizető
सदस्य	előfizetők
सदस्य	tagjai
सदस्य	tagok
सदस्य	tagoknak
सदस्य	képviselők
हालांकि	habár
हालांकि	bár
हालांकि	habár
हालांकि	bár
सिंह	singh
सिंह	leo
अनेक	sok
अनेक	sokan
अनेक	számos
अनेक	többszörös
अनेक	többszörösen
यहां	itt
संख्या	szám
संख्या	száma
संख्या	számok
अपना	saját
बात	izé
बात	dolog
बात	beszélni
बात	beszélgetés
साहित्य	irodalom
शिक्षा	oktatási
शिक्षा	oktatás
शिक्षा	tandíjat
दिल्ली	delhi
धर्म	vallás
धर्म	vallások
धर्म	dharma
मूल	eredetű
मूल	eredet
मूल	eredete
मूल	származás
मूल	bennszülött
मूल	őslakos
मूल	őshonos
मूल	bennszülöttek
मूल	eredeti
मूल	alap
मूल	alapvető
तब	akkor
तब	aztán
बना	készítette
बना	készült
बना	tett
कोड	kód
कोड	kódok
संयुक्त	egyidejű
संयुक्त	united
संयुक्त	egyesült
संयुक्त	együttesen
संयुक्त	együttes
संयुक्त	kombinált
संयुक्त	ízületi
संयुक्त	joint
संयुक्त	együttes
संयुक्त	közös
जुलाई	júliusban
जुलाई	júliusi
जुलाई	július
युद्ध	harc
युद्ध	csata
युद्ध	háború
नदी	folyami
नदी	folyó
काल	feszült
काल	hívás
काल	hívd
काल	időszak
काल	időtartam
काल	periódus
ऐसे	ilyen
वर्षों	évek
वर्षों	év
वर्षों	esőerdő
प्रति	per
स्टेशन	állomás
स्टेशन	pályaudvar
स्टेशन	állomások
बड़े	nagyok
बड़े	nagyméretű
बड़े	nagy
बड़े	nagyok
बड़े	nagy
जनवरी	januári
जनवरी	január
जनवरी	januárban
मध्य	központi
मध्य	középre
मध्य	központ
मध्य	center
मध्य	medián
मध्य	középre
मध्य	közép
मध्य	középső
राजा	kinga
प्रथम	először
प्रथम	első
विश्वविद्यालय	egyetemek
विश्वविद्यालय	university
विश्वविद्यालय	egyetem
जून	jun
जून	júniusi
जून	june
जून	június
जून	júniusban
मार्च	mar
मार्च	március
मार्च	márciusi
बनी	nyuszi
बनी	bunny
अप्रैल	apr
अप्रैल	april
अप्रैल	április
अप्रैल	áprilisi
अप्रैल	áprilisban
महत्वपूर्ण	fontos
महत्वपूर्ण	kritikus
प्रामाणिक	hiteles
आप	te
अक्टूबर	októberi
अक्टूबर	októberben
अक्टूबर	október
समूह	gyülekezet
समूह	csoport
समूह	csoportban
समूह	csoportok
समूह	csoportoknak
वर्तमान	áramlat
वर्तमान	jelenlegi
वर्तमान	aktuális
वर्तमान	ajándék
वर्तमान	jelen
अध्ययन	tanulok
अध्ययन	tanul
अध्ययन	tanulás
अध्ययन	vizsgálat
अध्ययन	tanulmányok
अध्ययन	tanulás
अध्ययन	tanulmány
अध्ययन	vizsgálatok
अध्ययन	tanulmányok
विभाग	részleg
विभाग	megye
विभाग	hadosztály
विभाग	körzet
विभाग	részleg
विभाग	divízió
विभाग	osztályok
आम	mangó
आम	közös
आम	gyakori
स्थिति	állapot
स्थिति	státusz
स्थिति	állás
स्थिति	pozíció
स्थिति	álláspont
स्थिति	állapot
स्थिति	állami
स्थिति	állam
स्थिति	állapota
स्थिति	feltétel
स्थिति	állapot
स्थिति	szituáció
स्थिति	helyzet
प्रभाव	ütközés
प्रभाव	becsapódás
प्रभाव	hatás
प्रभाव	hatása
प्रभाव	hatások
प्रभाव	hatásai
प्रभाव	hatás
प्रभाव	befolyásolja
प्रभाव	hatása
प्रभाव	hatás
प्रभाव	effektus
आदर्श	idealizmus
आदर्श	ideális
आदर्श	idol
साल	évek
साल	év
साल	évjárat
साल	éve
साल	évi
साल	év
पहली	először
पहली	első
संगीत	zene
अमेरिकी	amerikai
अमेरिकी	amerikaiak
सेवा	kiszolgálás
सेवा	szerviz
सेवा	szolgálat
सेवा	szolgáltatás
बनाने	létrehozása
बनाने	létrehozva
बनाने	készítés
आज	ma
स्थापित	letelepedett
स्थापित	telepítve
स्थापित	beépített
स्थापित	telepített
स्थापित	alapították
स्थापित	alapított
स्थापित	alapította
स्थापित	megalapozott
स्थापित	megállapítani
उच्च	high
उच्च	magas
उच्च	magasan
उच्च	fenséges
चाहिए	kéne
चाहिए	kellene
देता	ad
उपलब्ध	elérhető
उपलब्ध	rendelhető
काफी	elég
काफी	rengeteg
बड़ी	nagyok
बड़ी	nagyméretű
बड़ी	nagy
बड़ी	nagyok
बड़ी	nagy
चार	négy
शक	kétely
शक	kétséges
शक	kétség
शक	kétségek
श्री	srí
उदाहरण	példa
उदाहरण	illusztráció
उदाहरण	példák
उदाहरण	példákat
उदाहरण	példa
ले	vedd
जिससे	ami
जिससे	melyik
जिससे	mely
जिससे	amely
स्थापना	telepítés
स्थापना	létesítmény
स्थापना	berendezések
स्थापना	létesítmények
स्थापना	telepítés
स्थापना	telepíteni
स्थापना	telepítése
स्थापना	telephely
स्थापना	létesítmény
स्थापना	létrehozása
स्थापना	letelepedés
कंपनी	társaság
कंपनी	vállalat
कंपनी	cég
कंपनी	század
अधिकांश	legtöbb
अधिकांश	leginkább
अधिकांश	főleg
अधिकांश	főként
अधिकांश	többnyire
सामाजिक	társadalmi
सामाजिक	szociális
प्रत्येक	minden
प्रत्येक	mindegyik
बड़ा	nagyok
बड़ा	nagyméretű
बड़ा	nagy
बड़ा	nagyok
बड़ा	nagy
बड़ा	nagyszerű
बड़ा	nagyobb
बड़ा	nagyobb
बड़ा	nagyobbak
स्तर	szintek
स्तर	szint
स्तर	szint
स्तर	szintű
बनाया	készítette
बनाया	készült
बनाया	tett
बनाया	létrehozott
बनाया	létrehozva
बनाया	teremtett
जारी	folyamatos
जारी	folytatása
जारी	folytatta
जारी	folytatás
जारी	folytatódott
जारी	folyamatos
जारी	folyamatban
जारी	kibocsátott
जारी	kiadott
जारी	kiadva
जबकि	miközben
जबकि	mialatt
जबकि	míg
जबकि	amíg
चित्र	képet
चित्र	kép
चित्र	fénykép
चित्र	képeket
चित्र	képek
चित्र	fényképek
चित्र	kép
चित्र	képet
चित्र	képeket
चित्र	képek
इससे	től
इससे	tól
इससे	from
प्रणाली	rendszer
प्रणाली	system
सरकारी	hivatalos
सरकारी	tisztviselő
सरकारी	kormány
सरकारी	kormányzat
जहां	hol
जहां	ahol
देशों	országokban
देशों	országok
जल	víz
जल	vizet
सूची	jegyzék
सूची	lista
सूची	listák
सूची	listákat
रखा	tartott
रखा	tartotta
रखा	megtartotta
रखा	megtartott
विचार	ötletem
विचार	elképzelés
विचार	ötlet
विचार	eszmék
विचार	ötletek
विचार	hittem
विचार	gondoltam
विचार	gondolat
विचार	megfontolás
विचार	figyelembe
विचार	gondolatai
विचार	gondolat
विचार	gondolatok
छोटे	kis
छोटे	kicsik
छोटे	kicsi
छोटे	kis
छोटे	kicsi
छोटे	kevés
ऊपर	felül
ऊपर	top
ऊपर	csúcs
ऊपर	felső
ऊपर	legfelső
ऊपर	fölötte
ऊपर	felett
ऊपर	fölött
ऊपर	fent
ऊपर	fenti
ऊपर	felette
आधारित	alapú
आधारित	alapozott
इसलिए	ezért
पानी	víz
पानी	vizet
सामान्य	általános
सामान्य	tábornok
सामान्य	közös
सामान्य	gyakori
सामान्य	szokásos
सामान्य	normális
सामान्य	normál
आगे	előre
कुल	összesített
कुल	teljes
कुल	összesen
एक्स्प्रेस	express
एक्स्प्रेस	expressz
पुलिस	rendőrség
पुलिस	rendőr
वर्ग	kategória
वर्ग	square
वर्ग	szögletes
वर्ग	négyzetes
वर्ग	tér
वर्ग	négyzet
वर्ग	órák
वर्ग	osztályok
वर्ग	óra
वर्ग	osztály
शरीर	test
शरीर	testem
शरीर	holttest
अंग्रेजी	angolul
अंग्रेजी	angol
माध्यम	közepes
मानव	ember
मानव	emberi
पाकिस्तान	pakisztán
पाकिस्तान	pakisztáni
भूमिका	bevezetés
भूमिका	bevezetése
भूमिका	bevezető
भूमिका	szerepet
भूमिका	szerep
भूमिका	szerepe
हर	har
हर	minden
हर	hur
अतिरिक्त	extrák
अतिरिक्त	tartalék
अतिरिक्त	kiegészítő
अतिरिक्त	további
अतिरिक्त	extra
समाज	társadalom
उत्पन्न	keletkező
उत्पन्न	generált
उत्पन्न	keletkezett
नीचे	lefelé
नीचे	le
नीचे	alul
नीचे	alatt
नीचे	alatta
नीचे	alább
नीचे	lent
नीचे	alul
नीचे	alja
नीचे	alsó
नीचे	fenék
दुनिया	világ
दुनिया	world
दुनिया	vilag
आधुनिक	modern
आधुनिक	korszerű
ध्यान	meditáció
हिंदी	hindi
सभा	gyülekezet
सभा	közgyűlés
सभा	gyűlés
सभा	szerelvény
सभा	összegyűlt
सभा	gyülekező
सभा	összejövetel
परिवार	családi
परिवार	családtag
परिवार	család
विषय	téma
विषय	témák
विषय	alanyok
विषय	témák
विषय	alany
विषय	figyelemmel
विषय	tárgy
अधिकार	jogai
अधिकार	jogokkal
अधिकार	jogok
रंग	színek
रंग	színes
रंग	színe
रंग	szín
रंग	színek
रंग	színek
रंग	színes
रंग	színe
रंग	szín
बाहर	szabadtéri
बाहर	kültéri
बाहर	szabadban
बाहर	kint
बाहर	kívül
बाहर	ki
खेल	játék
खेल	játszani
खेल	play
खेल	játssz
खेल	sport
खेल	sportban
खेल	játék
खेल	game
खेल	meccs
खेल	játék
खेल	játékok
खेल	sport
क्षेत्रों	térségek
क्षेत्रों	területek
जहाँ	hol
जहाँ	ahol
समान	homogén
समान	ugyanez
समान	ugyanaz
समान	hasonló
समान	hasonlóak
समान	hasonlók
सितंबर	szeptemberben
सितंबर	szeptember
सितंबर	szeptemberi
दूर	far
दूर	messze
दूर	messzire
दूर	távoli
दूर	messzebb
पता	címek
पता	cím
पता	címe
शक्ति	erőt
शक्ति	erő
शक्ति	energia
शक्ति	erő
शक्ति	power
शक्ति	hatalom
ब्रिटिश	britek
ब्रिटिश	angol
ब्रिटिश	brit
कला	művészet
कला	művészetek
कला	művészeti
कला	művészet
कला	art
घर	otthon
घर	itthon
घर	haza
घर	house
घर	ház
घर	házon
संस्कृत	szanszkrit
प्रकाशित	kihirdetik
प्रकाशित	közzététel
प्रकाशित	közzétette
प्रकाशित	publikált
प्रकाशित	közzétett
मई	may
मई	május
मई	májusi
मई	májusban
प्रक्रिया	eljárás
प्रक्रिया	folyamat
प्रक्रिया	folyamatok
प्रक्रिया	eljárások
प्रक्रिया	eljárás
सेना	sereg
सेना	hadsereg
पार्टी	party
पार्टी	buli
पार्टी	parti
पार्टी	bulizni
हम	hum
रेलवे	vasútvonal
रेलवे	vasút
रेलवे	vasúti
रेलवे	vasút
रेलवे	vasutak
पश्चिम	nyugat
पश्चिम	nyugati
अंत	befejezés
अंत	vége
अंत	vég
दशक	évtized
दशक	évtizedben
दशक	évtizede
पूरी	egészben
पूरी	egész
नए	újabb
बिना	nélkül
बिना	anélkül
अगस्त	augusztusban
अगस्त	august
अगस्त	augusztus
अगस्त	aug
विकसित	fejlett
विकसित	fejlesztett
विकसित	kifejlesztett
विकसित	kidolgozott
विकसित	fejlődött
विकसित	fejlődtek
संबंध	kapcsolatok
संबंध	kapcsolat
संबंध	kapcsolatok
संबंध	kötődés
प्रदर्शन	előadás
प्रदर्शन	teljesítmény
प्रदर्शन	előadások
प्रदर्शन	kijelző
प्रदर्शन	megjelenítés
प्रदर्शन	megjelenítési
प्रदर्शन	expozíciós
प्रदर्शन	kitettség
प्रदर्शन	expozíció
ऐसी	ilyen
मार्ग	útvonal
मार्ग	útvonalon
पर्यटन	turizmus
पर्यटन	idegenforgalom
ज्ञान	tudás
ज्ञान	ismeretek
लगा	éreztem
लगा	érezte
दिसम्बर	december
दिसम्बर	decemberi
दिसम्बर	decemberben
दिसम्बर	dec
प्रदर्शित	kiemelt
प्रदर्शित	megjelenített
प्रदर्शित	kijelző
प्रदर्शित	megjelenítés
प्रदर्शित	megjelenítési
अक्सर	gyakran
अक्सर	gyakran
सहायता	segíteni
सहायता	segítség
सहायता	támogatás
सहायता	támogatást
सहायता	támogatás
सहायता	segély
सहायता	támogatások
सहायता	segítségnyújtás
पहला	először
पहला	első
मृत्यु	halál
मृत्यु	mortalitás
स्वयं	saját
विकिपीडिया	wiki
विकिपीडिया	wikipédia
तैयार	kész
आवश्यक	szükséges
आवश्यक	sürgős
देखा	nézett
देखा	tűnt
देखा	figyelt
देखा	néztem
देखा	nézte
देखा	láttam
देखा	látta
देखा	látták
देखा	láttam
देखा	látta
देखा	fűrész
उत्पादन	előállítás
उत्पादन	gyártás
उत्पादन	termelés
उत्पादन	termelési
रोग	betegségek
रोग	betegség
रोग	megbetegedés
संबंधित	összefüggő
संबंधित	kapcsolódó
संबंधित	rokonok
संबंधित	rokon
संबंधित	kapcsolatban
शताब्दी	évszázad
शताब्दी	század
गये	ment
चीन	porcelán
चीन	kína
चीन	china
अभी	most
संघ	union
संघ	unió
संघ	szakszervezet
संघ	unión
संघ	uniós
संघ	szakszervezet
संघ	szakszervezetek
संघ	föderáció
संघ	szövetség
संघ	társulás
संघ	társulási
संघ	szövetség
संघ	egyesület
यात्रा	utazás
यात्रा	utazások
यात्रा	utazási
यात्रा	utazás
यात्रा	kirándulás
यात्रा	utazás
यात्रा	trip
यात्रा	kiruccanás
मात्रा	összeg
मात्रा	mennyiség
रचना	létrehozása
रचना	alkotás
रचना	teremtés
रचना	összetétel
रचना	összetétele
जगह	távolság
जगह	hely
जगह	űr
जगह	tér
भिन्न	diszkrét
भिन्न	különálló
भिन्न	más
भिन्न	különböző
भिन्न	eltérő
भिन्न	frakció
लोक	nyilvános
लोक	nyilvánosság
लोक	nyilvánosan
लोक	publikus
सब	sab
सब	mindegyik
सब	mind
सब	minden
पूरा	befejeződött
पूरा	elkészült
पूरा	befejezett
पूरा	full
पूरा	teljes
पूरा	egészben
पूरा	egész
पूरा	komplett
पूरा	teljes
पूरा	teljessé
आवश्यकता	követelmény
प्रकाश	fény
प्रकाश	light
प्रकाश	fényt
प्रकाश	lámpák
प्रकाश	fények
प्रकाश	világítás
नई	újdonság
नई	új
नई	újabb
चिकित्सा	orvosi
चिकित्सा	kezelés
चिकित्सा	terápia
दूसरी	másodszor
दूसरी	másodperc
दूसरी	második
कार्यक्रम	programok
कार्यक्रम	események
कार्यक्रम	esemény
कार्यक्रम	rendezvények
कार्यक्रम	program
कार्यक्रम	esemény
कार्यक्रम	rendezvény
कार्यक्रम	program
पुराने	idős
पुराने	régit
पुराने	régi
पुराने	öreg
पुराने	régiek
पुराने	idősebbek
पुराने	öregebb
पुराने	idősebb
पुराने	régebbi
सदी	évszázad
सदी	század
भगवान	isten
लिखा	megírva
लिखा	írásbeli
लिखा	írta
लिखा	írott
लिखा	írt
लिखा	irtam
लिखा	írta
लिखा	írtam
संस्थान	intézet
संस्थान	intézmény
संस्थान	intézetek
संस्कृति	tenyésztés
संस्कृति	kultúra
अंग्रेज़ी	angolul
अंग्रेज़ी	angol
पूर्ण	tökéletes
पूर्ण	full
पूर्ण	teljes
पूर्ण	komplett
पूर्ण	teljes
पूर्ण	teljessé
पूर्ण	befejeződött
पूर्ण	elkészült
पूर्ण	befejezett
परिवर्तन	konverziós
परिवर्तन	átalakítás
परिवर्तन	átállás
परिवर्तन	átmenet
परिवर्तन	áttérés
परिवर्तन	átmeneti
परिवर्तन	módosítások
परिवर्तन	változtatások
परिवर्तन	változás
परिवर्तन	változások
परिवर्तन	változtatás
परिवर्तन	átalakulás
परिवर्तन	átalakítás
परिवर्तन	változás
परिवर्तन	változtatás
परिवर्तन	megváltozott
परिवर्तन	változások
टीम	csapatok
टीम	csapat
टीम	team
चर्चा	vita
चर्चा	megbeszélés
चर्चा	beszélgetés
संगठन	szervezés
संगठन	szervezet
संगठन	szervezés
संगठन	szervezet
संगठन	szervezetek
अगर	agar
शैली	stílus
शैली	shelly
तुलना	összehasonlítás
तुलना	összehasonlítása
स्कूल	iskolákban
स्कूल	iskolák
स्कूल	iskola
स्कूल	iskolában
स्कूल	iskola
स्कूल	suli
पुस्तक	könyv
पुस्तक	könyvet
लेखक	író
लेखक	írók
लेखक	szerzői
लेखक	szerzők
लेखक	írók
लेखक	író
लेखक	szerző
संस्करण	kiadás
संस्करण	változatok
संस्करण	verzió
संस्करण	változat
खिलाड़ी	játékosok
खिलाड़ी	szereplők
खिलाड़ी	atléta
खिलाड़ी	sportoló
खिलाड़ी	lejátszó
खिलाड़ी	játékos
ट्रेन	szerelvény
ट्रेन	vonattal
ट्रेन	vonaton
ट्रेन	vonat
ट्रेन	vonatok
आकार	formák
आकार	alakja
आकार	forma
आकार	formát
आकार	alakzat
आकार	méretek
आकार	méret
आकार	mérete
आकार	méret
उत्तरी	észak
उत्तरी	északi
सीमा	határ
सीमा	korlátozás
सीमा	határérték
सीमा	limit
सीमा	korlát
सीमा	határ
सीमा	határon
सीमा	határokon
सीमा	tartomány
सीमा	távolság
सीमा	korlátok
सीमा	korlátozások
सीमा	határok
सीमा	határértékek
पश्चिमी	nyugati
पश्चिमी	nyugat
पश्चिमी	western
व्यवस्था	megállapodás
व्यवस्था	elrendezés
व्यवस्था	elrendezése
व्यवस्था	megegyezés
व्यवस्था	egyezség
आर्थिक	gazdasági
राजधानी	capitals
राजधानी	főváros
राजधानी	tőke
दर्शन	filozófia
दर्शन	látomás
दर्शन	elképzelés
दर्शन	látás
वहाँ	ott
विधि	módszer
विधि	módszerek
विधि	jogszabályok
विधि	jog
विधि	jogszabály
विधि	törvény
विधि	módszer
विधि	mód
विधि	mode
विधि	üzemmód
अवधि	időtartam
अवधि	időtartama
अवधि	időszak
अवधि	időtartam
अवधि	periódus
अवधि	időszakok
दृष्टि	vizuális
दृष्टि	látomás
दृष्टि	elképzelés
दृष्टि	látás
सिद्धांत	elmélet
सिद्धांत	alapelvei
सिद्धांत	elvek
सिद्धांत	alapelvek
सिद्धांत	dogma
कलाकार	előadók
कलाकार	művészek
कलाकार	művész
कलाकार	előadó
बैंक	banks
बैंक	bankokkal
बैंक	bankok
बैंक	bank
ज्यादा	több
ज्यादा	more
ज्यादा	további
ज्यादा	tobb
अंतिम	utoljára
अंतिम	utolsónak
अंतिम	last
अंतिम	utolsó
अंतिम	döntő
अंतिम	végleges
अंतिम	záró
अंतिम	utolsó
अंतिम	végső
विशिष्ट	specifikus
विशिष्ट	konkrét
हिन्दू	hindu
लाल	vörösek
लाल	vörösök
लाल	piros
लाल	piroska
लाल	vörös
रहने	marad
रहने	maradni
पूर्वी	keletre
पूर्वी	keleti
पूर्वी	kelet
पूर्वी	kelet
पूर्वी	keleti
समर्थन	támogatás
समर्थन	támogatást
समर्थन	kiterjesztés
व्यापार	kereskedés
व्यापार	üzleti
व्यापार	üzlet
व्यापार	kereskedés
व्यापार	csere
व्यापार	kereskedelem
व्यापार	kereskedelmi
प्रयास	kísérletek
प्रयास	erőkifejtés
