dhe	та
qyteti	місто
qyteti	місто
politike	політичний
politike	політичне
politike	політична
politike	політичні
qershor	червня
qershor	червні
qershor	червень
pse	чому
pse	нащо
pse	навіщо
maj	травнева
maj	травня
maj	травневі
maj	травні
maj	травень
vetë	власна
vetë	власний
nëntor	листопаді
nëntor	листопад
nëntor	листопада
janar	січні
janar	січень
janar	січня
thotë	каже
shtator	вересня
shtator	вересні
shtator	вересень
vet	його
brenda	бренда
brenda	inside
brenda	всередині
shteteve	стани
shteteve	штати
kryesisht	переважно
kryesisht	головним
kryesisht	основному
kryesisht	здебільшого
kryesisht	переважно
shqiptarë	албанці
prill	квітень
prill	квітня
prill	квітні
ditë	день
ditë	дню
ditë	дня
ditë	днів
ditë	дні
tetor	жовтень
tetor	жовтня
tetor	жовтні
shkurt	лютому
shkurt	лютий
shkurt	лютого
shkurt	short
shkurt	короткий
shkurt	коротка
shkurt	скорочено
shkurt	коротке
shkurt	короткі
bëhet	стануть
bëhet	стати
bëhet	стають
bëhet	стає
bëhet	стане
vjetër	старі
vjetër	старе
vjetër	старим
vjetër	стара
vjetër	старий
bën	робить
bën	робить
kodi	код
monark	монарх
dhjetor	грудень
dhjetor	грудня
dhjetor	грудні
dhjetor	десятковий
mbret	кінг
mbret	король
mbret	цар
aktuale	поточні
aktuale	поточний
aktuale	поточна
aktuale	течія
aktuale	струм
gjuhën	язик
gjuhën	язика
gjuhën	мова
gjuhën	мови
gjuhën	мову
tani	тепер
tani	зараз
frëngjisht	френч
frëngjisht	французька
frëngjisht	французькою
frëngjisht	французький
km²	km²
shtetet	стани
shtetet	штати
shtetet	країн
shtetet	країни
informacion	відомості
informacion	інформація
shume	дуже
shume	багато
shume	сильно
gusht	серпні
gusht	серпня
gusht	серпень
shba	сша
shba	usa
pranë	поблизу
pranë	поруч
pranë	поряд
pranë	близько
pranë	біля
top	згори
top	вгорі
top	топ
top	верхній
top	найпопулярніші
top	зверху
korrik	липень
korrik	липні
korrik	липня
katër	четвірка
katër	чотирьох
katër	чотири
rëndësishme	важлива
rëndësishme	важливі
rëndësishme	важливий
rëndësishme	важливе
rëndësishme	важливо
fillim	початок
jashtë	ззовні
jashtë	надворі
jashtë	поза
jashtë	зовні
jashtë	назовні
jashtë	вийшов
jashtë	out
përbërja	будова
përbërja	композиція
shën	святий
shën	saint
shën	сен
qytet	містечко
qytet	місто
qytet	місто
këtu	тут
dhënë	вказаний
dhënë	дано
dhënë	надано
dhënë	даного
dhënë	розуміється
përdorur	використовується
përdorur	використана
përdorur	використані
përdorur	використано
faqja	сторінку
faqja	сторінка
faqja	сторінки
faqja	пейдж
aty	туди
aty	там
nëpër	крізь
nëpër	наскрізь
nëpër	через
nëpër	передивився
krijuar	створено
krijuar	створені
krijuar	створене
krijuar	створена
del	дель
del	del
zona	зона
zona	область
zona	ділянка
zona	площа
zona	місцевість
vit	рік
shpesh	часто
shpesh	часто
përfshirë	звязок
përfshirë	включено
përfshirë	включені
megjithatë	незважаючи
megjithatë	однак
data	дату
data	дата
data	датою
kryesor	головний
kryesor	основне
kryesor	головна
kryesor	головні
kryesor	головне
kryesor	основний
kryesor	основне
kryesor	основна
emri	назва
jane	джейн
new	нові
new	нове
new	нова
new	новий
new	створити
isbn	isbn
zakonisht	зазвичай
zakonisht	звичний
zakonisht	звичайні
reja	нові
reja	нове
reja	нова
reja	новий
reja	створити
federal	федеральний
qarkun	графство
qarkun	повіт
qarkun	жупанія
qendër	центр
qendër	центр
ana	анно
ana	ана
ana	ена
ana	анна
republika	республіка
iii	зле
iii	хворий
iii	ііі
iii	iii
provinca	провінція
der	дер
fjalë	словом
fjalë	слово
fjalë	слів
fjalë	слова
ndodhet	розташовані
ndodhet	знаходиться
ndodhet	розташовано
ndodhet	розташований
amerikan	американський
amerikan	американець
amerikan	американські
amerikan	американська
amerikan	американської
osmane	турецький
pjesa	частина
ndonjë	якісь
caps	кінчики
caps	кубків
gjë	фішка
gjë	річ
gjë	затори
ali	еллі
ali	алі
shkruar	писав
shkruar	записано
shkruar	написано
shkruar	записані
kulturore	культурний
kulturore	культурні
mesme	середня
mesme	посередині
mesme	середньої
mesme	середина
mesme	середній
mesme	середній
mesme	носій
mesme	середня
mesme	середні
shqip	албанська
numër	число
numër	кількість
numër	номер
numër	номера
atëherë	потім
atëherë	тоді
mjaft	достатньо
mjaft	досить
bazë	основа
bazë	базова
bazë	база
bazë	основою
bazë	базовий
bazë	базові
bazë	базове
bazë	основні
bazë	базовий
bazë	основний
kohe	тайм
kohe	час
ndërtuar	побудовано
ndërtuar	побудували
ndërtuar	зібрано
ndërtuar	зібрати
ndërtuar	збирання
ndërtuar	побудувати
ndërtuar	будувати
nëpërmjet	via
nëpërmjet	віа
nëpërmjet	через
nëpërmjet	крізь
nëpërmjet	наскрізь
nëpërmjet	через
nëpërmjet	передивився
solid	суцільна
solid	твердий
solid	суцільний
solid	суцільне
fshati	село
vite	роки
forcat	сил
forcat	сили
forcat	військах
vdiq	помер
vdiq	померла
sipërfaqja	галл
jug	південна
jug	південь
jug	південний
atyre	їх
atyre	їм
atyre	комплектів
ushtarake	військові
ushtarake	військовий
veri	північна
veri	норт
veri	північний
veri	північ
papa	папи
papa	папа
popullore	популярні
popullore	популярне
popullore	популярна
popullore	популярний
numri	число
numri	кількість
numri	номер
numri	номера
atij	нього
atij	постане
atij	йому
atij	ним
atij	його
përveç	окрім
përveç	крім
vepra	opus
vepra	вчинками
vepra	працює
asaj	her
asaj	нею
asaj	її
asaj	їй
vërtetë	реал
vërtetë	справжня
vërtetë	справжні
vërtetë	реальний
vërtetë	справжній
vërtetë	насправді
vërtetë	справді
vërtetë	дійсно
vërtetë	невже
përmes	via
përmes	віа
përmes	через
përmes	крізь
përmes	наскрізь
përmes	через
përmes	передивився
përdoret	використовується
përdoret	використана
përdoret	використані
përdoret	використано
dha	дали
dha	віддала
dha	дав
dha	віддали
dha	дала
arriti	прибуло
arriti	прибули
arriti	приїхав
arriti	приїхали
botë	світовий
botë	світ
botë	світе
botë	world
spanjë	іспанію
spanjë	іспанія
spanjë	іспанії
ndërkombëtare	міжнародний
ndërkombëtare	міжнародна
ndërkombëtare	міжнародні
ndërkombëtare	інтернаціонал
ndërkombëtare	міжнародне
shqipëria	албанії
shqipëria	албанія
sidomos	особливо
tretë	третє
tretë	третій
tretë	третя
veriore	північна
veriore	північний
veriore	північне
merr	візьму
merr	бери
merr	візьми
merr	взяти
merr	отримати
merr	get
formë	форму
formë	форма
formë	форму
formë	форма
kisha	церкви
kisha	церквах
kisha	храми
kisha	церков
kisha	церква
kisha	костел
veçantë	особливий
veçantë	спеціальний
veçantë	особливі
veçantë	особливе
veçantë	спеціальні
veçantë	особлива
shteti	країни
shteti	країна
shteti	кантрі
shteti	стан
shteti	держава
vende	місць
vende	місця
vende	місцини
vende	місця
vende	сидіння
ndeshje	збіг
ndeshje	відповідність
ndeshje	матч
ndeshje	двобій
ndeshje	сірники
njerëzit	народ
njerëzit	людей
njerëzit	люди
ende	still
ende	ще
ende	надалі
ende	досі
maqedonisë	македонія
maqedonisë	македонії
shënoi	набрав
shënoi	набрали
shënoi	набрала
shënoi	набирає
shënoi	помічено
fitoi	переміг
fitoi	виграв
fitoi	вон
fitoi	виграли
vendi	країни
vendi	країна
vendi	кантрі
vendi	місце
http	http
faqe	сторінку
faqe	сторінка
faqe	сторінки
faqe	пейдж
faqe	сторінки
faqe	сторінок
jeta	життя
jeta	лайф
popullsia	населення
shqiptarët	албанці
kryetar	доповідач
kryetar	гучномовець
kryetar	мер
kryetar	мера
kryetar	майор
kryetar	голова
kryetar	головою
luajtur	грали
luajtur	грала
luajtur	грав
shtëpi	хати
shtëpi	будинок
shtëpi	будинках
shtëpi	доми
shtëpi	будинки
shtëpi	будинків
shtëpi	домів
shtëpi	дім
shtëpi	домівка
shtëpi	домашній
shtëpi	додому
gjuhë	мови
gjuhë	мов
gjuhë	язик
gjuhë	язика
gjuhë	мова
gjuhë	мови
gjuhë	мову
historike	історичний
historike	історичної
historike	історичні
historike	історична
historike	історичне
historike	історичні
fetare	релігійна
fetare	релігійні
perëndimore	захід
perëndimore	вест
perëndimore	західний
perëndimore	західні
perëndimore	західна
tri	tri
tri	три
tri	втрьох
tri	трійка
shembull	приклад
shembull	прикладу
ekonomike	економічне
ekonomike	економічні
ekonomike	економічна
ekonomike	економічний
ekonomike	корупцію
ekonomike	економічне
tilla	такі
saint	святий
saint	saint
saint	сен
asnjë	жодного
asnjë	відсутнє
asnjë	немає
asnjë	жодних
asnjë	відсутній
plotë	повна
plotë	повний
plotë	повне
rajoni	ділянку
rajoni	регіон
rajoni	улус
rajoni	округ
rajoni	нохія
rajoni	район
shqiptarëve	албанці
shkolla	школах
shkolla	шкіл
shkolla	школа
shkolla	училище
afër	поблизу
afër	поруч
afër	поряд
afër	близько
afër	біля
afër	закрити
afër	близький
afër	близько
afër	близькі
afër	закриття
then	провал
drejt	чесні
drejt	стріт
drejt	прямі
drejt	прямо
drejt	відверта
lindje	схід
historia	публікації
historia	історія
historia	сюжет
historia	розповідь
historia	публікація
historia	журнал
historia	історія
historia	історії
film	фільм
film	кіно
film	фільм
film	плівка
figura	зображення
figura	фігури
figura	фігурки
figura	показники
figura	фігура
zoti	божі
zoti	боже
zoti	бога
zoti	бог
zoti	богу
zoti	господь
zoti	господа
zoti	володар
zoti	лорд
kosova	косова
kosova	косово
gjuha	язик
gjuha	язика
gjuha	мова
gjuha	мови
gjuha	мову
studimet	студій
studimet	вивчає
studimet	дослідження
familje	сімейство
familje	сімейний
familje	сімейні
familje	родина
duket	фотографування
duket	здається
duket	виглядає
tha	сказала
tha	казали
tha	сказали
tha	сказав
tha	казав
tha	саїд
fillon	починається
fillon	починає
fillon	починається
fillon	запускає
fillon	стартує
fillon	починаючи
fillon	починається
fillon	початок
fillon	починаються
fillon	запуск
anë	збоку
anë	сторона
anë	бічна
anë	бік
anë	сторони
gjerë	широкий
gjerë	широка
greke	грецька
greke	грецький
greke	грецьке
greke	грек
greke	грецькі
qëllim	мета
city	місто
tempulli	храму
tempulli	храм
kane	кейн
von	фон
lufta	війна
rast	регістр
rast	справа
rast	випадок
rast	випадку
vjen	приходить
vjen	іду
vjen	наближається
vjen	coming
grupi	band
grupi	гурт
grupi	група
grupi	групова
grupi	груповий
grupi	групу
grupi	спільнота
pare	бачили
pare	бачив
itali	італії
itali	італія
itali	італію
arritur	досягнуто
arritur	досяг
arritur	досягнуто
arritur	досягли
arritur	досягнув
arritur	досягла
shumica	більшість
shumica	більшістю
rëndësishëm	інструментальний
svg	svg
shkencore	науковий
shkencore	наукових
shkencore	наукова
autor	автор
autor	автора
autor	автором
përpara	попереду
përpara	переслати
përpara	вперед
përpara	пересилання
përpara	перед
përpara	before
punës	трудові
tregon	відзначено
tregon	показує
tonë	наше
tonë	наша
tonë	наші
tonë	наш
njerëz	народ
njerëz	людей
njerëz	люди
jugore	південна
jugore	південний
botuar	опублікований
botuar	оприлюднено
botuar	опубліковано
anëtar	член
anëtar	учасник
anëtar	учасника
anëtar	члена
prandaj	отже
prandaj	тому
lloji	добрі
lloji	вид
lloji	різновид
lloji	типу
lloji	тип
emër	назва
ibn	ібн
grup	група
grup	групова
grup	груповий
grup	групу
grup	спільнота
mali	гірський
mali	гора
mali	гірська
mali	гора
mali	маунт
mali	монтувати
mali	монтування
mali	малий
mali	малі
zhvillimin	розвитку
zhvillimin	розвиток
zhvillimin	розробка
und	und
john	джон
john	іоанн
john	іван
vendet	місця
vendet	сидіння
vendet	місць
vendet	місця
vendet	місцини
vendet	країн
vendet	країни
poshtë	вниз
poshtë	down
poshtë	униз
poshtë	даун
poshtë	нижче
poshtë	знизу
poshtë	внизу
poshtë	знизу
fjala	словом
fjala	слово
qendrore	central
qendrore	центральний
qendrore	центральна
jep	подано
jep	дає
jep	субсидії
jep	надає
jep	закладено
jep	забезпечує
jep	віддам
jep	дайте
jep	надати
wikipedia	вікіпедія
bashkë	разом
hershme	рання
hershme	рано
hershme	раннє
hershme	ранній
jugut	південна
jugut	південь
jugut	південний
lindore	східна
lindore	східної
lindore	східні
përfshinë	включено
përfshinë	включені
italia	італії
italia	італія
italia	італію
qarqet	кіл
qarqet	кола
qarqet	райони
punë	завдання
punë	робота
punë	роботи
punë	робота
punë	працюю
punë	працюють
punë	роботу
punë	робочий
hapur	відкрити
hapur	відкрита
hapur	відкрито
hapur	відкриті
hapur	відкритий
njihet	відома
njihet	відоме
njihet	відомі
qendra	центр
qendra	центр
libri	книжка
libri	книжечки
libri	книга
libri	книги
romake	роман
shquar	бувають
caktuar	призначена
caktuar	оргкомітет
caktuar	призначені
administrative	адміністративні
administrative	адміністративний
administrative	адміністративне
pati	паті
pati	патті
burimi	джерело
burimi	джерела
burimi	виконавця
burimi	ресурсу
burimi	ресурс
burimi	виконавець
burimi	ресурси
sistemi	система
sistemi	системи
sistemi	системний
sistemi	системне
sistemi	системна
politik	політичний
politik	політичне
politik	політична
politik	політичні
fushë	поля
fushë	поле
shtëpia	дім
shtëpia	домівка
shtëpia	домашній
shtëpia	додому
shtëpia	хати
shtëpia	будинок
kete	цей
kete	ця
ora	тайм
ora	час
ora	ora
ora	годинник
gola	цілі
gola	голи
serbe	сербська
serbe	сербська
detit	море
burim	джерело
burim	джерела
njeri	людина
njeri	людський
njeri	людина
njeri	чоловік
njeri	мужчина
njeri	man
not	плавання
faqet	сторінки
faqet	сторінок
faqet	малювали
faqet	щоки
ate	нього
ate	постане
ate	йому
ate	ним
ate	його
lirë	випустити
lirë	дешевий
lirë	дешево
lirë	вільна
lirë	безкоштовне
lirë	вільний
lirë	безкоштовно
lirë	вільно
bardhë	білий
bardhë	біла
bardhë	біле
bardhë	білі
bardhë	вайт
komuniste	комуністичний
komuniste	комуністична
gjermane	німецька
gjermane	німець
gjermane	герман
gjermane	німецькою
gjermane	німецький
ujë	вода
ujë	водні
ujë	водяний
ujë	водяне
zhvilluar	розробили
zhvilluar	розроблений
zhvilluar	розроблено
rrethi	коло
rrethi	гурток
koha	тайм
koha	час
letrare	літературна
letrare	літературні
letrare	літературний
tokë	землею
tokë	earth
tokë	землі
tokë	земля
tokë	земля
histori	публікації
histori	історія
histori	сюжет
histori	розповідь
histori	публікація
histori	журнал
histori	історія
histori	історії
kreu	head
kreu	голова
kreu	голівка
njeriu	людина
njeriu	чоловік
njeriu	мужчина
njeriu	man
gjendje	ситуацію
gjendje	ситуація
gjendje	становище
gjendje	ситуації
gjendje	умова
amerikane	американський
amerikane	американець
amerikane	американські
amerikane	американська
amerikane	американської
krye	згори
krye	вгорі
krye	топ
krye	верхній
krye	найпопулярніші
krye	зверху
tirana	тирана
veprat	вчинками
vendos	комплект
vendos	встановити
vendos	набір
vendos	встановлено
vendos	множина
vendos	вирішувати
vendos	вирішуйте
vendos	вирішити
vendos	визначитися
mbajtur	тримали
mbajtur	проведено
mbajtur	збережена
mbajtur	зберегла
com	com
madje	навіть
madje	даже
colspan	colspan
përfshin	включення
përfshin	входить
përfshin	включає
george	георгій
george	георгія
george	джордж
george	георг
elektrike	електричний
elektrike	електрика
elektrike	електричний
luftë	війна
arsye	причини
arsye	причина
arsye	привід
punuar	спрацювало
punuar	працював
punuar	працювали
punuar	працювала
punuar	робота
punuar	робочий
perëndim	захід
perëndim	вест
fëmijë	діти
fëmijë	дітям
fëmijë	дітьми
fëmijë	дітлахи
fëmijë	дітки
fëmijë	дитя
fëmijë	дитяче
fëmijë	дитяча
fëmijë	дитина
fëmijë	нащадок
fëmijë	діти
fëmijë	дітьми
fëmijë	дітей
malit	гірський
malit	гора
malit	гірська
qarku	графство
qarku	повіт
qarku	жупанія
autori	автор
autori	автора
autori	автором
shtrihet	простягається
vete	себе
vete	собі
vete	собою
vete	виступили
mira	міра
verore	літо
ushtarak	військові
ushtarak	військовий
ushtarak	бойові
san	сан
përsëri	знов
përsëri	знову
evropian	європейський
evropian	європейські
evropian	європейська
vendbanim	резиденція
familja	сімейство
familja	сімейний
familja	сімейні
familja	родина
larg	far
larg	далека
larg	далекий
larg	далеко
larg	відійшов
larg	відсутність
larg	away
larg	геть
princi	принц
princi	принца
princi	князь
kaluar	минулий
kaluar	минулі
kaluar	минуле
kaluar	пройшов
kaluar	пройдено
kaluar	передано
kaluar	перейшов
kaluar	минули
pikë	точки
pikë	очки
pikë	пункти
pikë	очок
pikë	балів
pikë	точка
pikë	точку
pikë	point
qeveria	правління
qeveria	уряд
nobel	нобелівської
shkencave	наук
rolin	ролі
rolin	роль
jugosllave	югославська
mal	гірський
mal	гора
mal	гірська
mal	mal
vetem	наодинці
vetem	поодинці
vetem	сама
vetem	самі
vetem	лише
vetem	тільки
vetem	просто
vetem	щойно
drejtë	чесні
drejtë	стріт
drejtë	прямі
drejtë	прямо
drejtë	відверта
drejtë	правий
drejtë	права
drejtë	право
drejtë	праворуч
aktor	актор
italian	італійською
italian	італійський
italian	італієць
italian	італійська
italian	італійської
skeda	таб
skeda	tab
skeda	вкладку
skeda	вкладка
luajti	грали
luajti	грала
luajti	грав
gjashtë	шість
gjashtë	шестеро
universiteti	університет
gjetur	знайшов
gjetur	знайдено
gjetur	знайшовся
gjetur	знайшла
gjetur	знайдені
radio	радіо
radio	рації
yes	yes
yes	так
formuar	сформована
formuar	оформлено
formuar	сформовано
formuar	формує
mbretëresha	цариці
mbretëresha	королева
mbretëresha	queen
mbretëresha	краля
mbretëresha	цариця
italiane	італійською
italiane	італійський
italiane	італієць
italiane	італійська
italiane	італійської
bazuar	засновані
bazuar	засновано
bazuar	заснований
përshkrimi	опис
rrugë	стріт
rrugë	вулиця
rrugë	дорожні
rrugë	дорога
gjerman	німецька
gjerman	німець
gjerman	герман
gjerman	німецькою
gjerman	німецький
lashtë	давніх
lashtë	стародавні
lashtë	давні
lashtë	стародавній
lashtë	давній
perandoria	імперія
poezi	вірш
poezi	вірша
poezi	поема
poezi	поезія
evropiane	європейський
evropiane	європейські
evropiane	європейська
drejtim	напрям
drejtim	напрямок
luan	лев
luan	грає
luan	відтворює
luan	грає
luan	програвання
luan	відтворення
artistike	художні
artistike	художнього
mundur	можливе
mundur	можливо
mundur	можлива
mundur	перемогли
mundur	поразки
atje	туди
atje	там
dita	день
dita	дню
dita	дня
shpejt	soon
shpejt	скоро
shpejt	швидко
shpejt	швидкі
shpejt	швидке
shpejt	швидка
shpejt	фаст
shpejt	швидкий
shpejt	швидко
shpejt	швиденько
shpejt	швидкі
shpejt	швидко
shpejt	швидке
shpejt	швидка
shpejt	швидкий
natyrore	натуральний
natyrore	натуральна
natyrore	натуральні
natyrore	природний
natyrore	природні
veriut	північна
veriut	норт
veriut	північний
veriut	північ
veriut	північна
veriut	північний
veriut	північне
ndryshe	different
ndryshe	інше
ndryshe	різні
ndryshe	різних
ndryshe	відмінні
ndryshe	інакше
ara	посіви
ara	ара
perandori	імперія
perandori	імператор
kush	хто
kush	who
fusha	поля
fusha	поля
fusha	поле
fusha	області
fusha	ділянки
fusha	територіях
fusha	площі
fusha	районів
anglisht	англійською
anglisht	англійська
forma	форм
forma	форми
forma	форм
forma	форми
forma	форму
forma	форма
forma	форму
forma	форма
fillimisht	спочатку
muaj	місяці
muaj	місяцями
muaj	місяців
muaj	місяця
muaj	місяць
publike	публічний
publike	громадське
publike	паблік
publike	відкритий
publike	публічна
publike	громадського
shënuar	набрав
shënuar	набрали
shënuar	набрала
shënuar	набирає
shënuar	помічено
shtet	країни
shtet	країна
shtet	кантрі
shtet	стан
shtet	держава
demokratike	демократичні
demokratike	демократичний
demokratike	демократична
veten	себе
veten	собі
veten	собою
veten	виступили
veten	себе
veten	власноруч
veten	собі
veten	собою
filmi	фільм
filmi	кіно
filmi	фільм
filmi	плівка
veçanërisht	особливо
veçanërisht	особливо
veçanërisht	спеціально
veçanërisht	конкретно
moderne	сучасні
moderne	сучасно
moderne	сучасний
moderne	сучасне
metra	метрах
metra	метрів
metra	метри
artit	арт
artit	мистецтво
artit	художня
artit	графіка
artit	малюнки
gjithmonë	завжди
tashmë	уже
tashmë	вже
york	йорк
kryer	проводили
kryer	провели
kryer	вчинив
kryer	скоїв
gjermani	німеччини
gjermani	німеччині
gjermani	німеччина
gjermani	німеччину
sur	сюр
erdhi	прибуло
erdhi	прибули
erdhi	приїхав
erdhi	приїхали
erdhi	приїхала
erdhi	приїхав
erdhi	прилетіли
erdhi	зайшла
erdhi	прийшло
erdhi	прийшов
dorë	кисть
dorë	хенд
dorë	правиця
dorë	рука
dorë	руку
sukses	успіх
gjate	довгий
gjate	хай
gjate	лонг
gjate	long
gjate	довга
gjate	довгі
world	світовий
world	світ
world	світе
world	world
paris	paris
paris	париж
shtatë	сім
shtatë	сімка
shtatë	сьомому
shtatë	сьомий
shtatë	сьома
këngë	пісень
këngë	пісні
këngë	songs
këngë	конкурс
këngë	пісня
megjithëse	хоча
megjithëse	хоча
megjithëse	щоправда
vazhdoi	тривале
vazhdoi	продовжив
vazhdoi	продовжували
vazhdoi	продовжується
vazhdoi	продовжила
përmban	містить
përmban	містяться
përmban	містити
përmban	містить
përmban	міститься
përmban	містять
targa	знаки
targa	тарілки
marrin	отримувати
menjëherë	негайно
menjëherë	одразу
menjëherë	відразу
gati	готовий
gati	напоготові
gati	готові
gati	готове
gati	готовність
gati	готова
robert	роберт
robert	робер
club	club
club	клуб
libër	книжка
libër	книжечки
libër	книга
libër	книги
përfundoi	завершено
përfundoi	завершені
