gsub	gsub
dovoljenja	permise
dovoljenja	permisele
dovoljenja	permisiunile
dovoljenja	permisiuni
regij	regiuni
regij	regiunilor
regij	regiunile
pozitiven	pozitiv
pozitiven	pozitivă
pozitiven	pozitive
galerije	galeriile
galerije	galerii
dež	ploaie
dež	plouă
dež	ploi
dež	rain
ajdovščina	ajdovščina
nasledstvo	succesiune
nasledstvo	succesiunea
nasledstvo	mostenire
nasledstvo	moștenire
nasledstvo	moștenirea
nasledstvo	moștenire
nasledstvo	moștenirea
tovor	încărcătură
tovor	încărcătura
tovor	mărfuri
razporeditev	distributie
razporeditev	distribuţia
razporeditev	distribuția
razporeditev	distribuire
razporeditev	distribuție
razporeditev	layout
razporeditev	aranjament
razporeditev	aranjamentul
razporeditev	aranjament
vdova	vaduva
vdova	văduva
vdova	văduvă
izbruh	focar
izbruh	epidemie
izbruh	izbucnire
trikotnika	triunghi
trikotnika	triunghiul
davenport	davenport
kocka	cubul
kocka	cub
nižja	inferioară
nenad	nenad
stabilnost	stabilitate
stabilnost	stabilitatea
grobnice	morminte
slatina	slatina
krst	botezul
krst	botez
krst	botez
kongo	congo
kongo	conga
šiška	breton
konflikt	conflictul
konflikt	conflicte
konflikt	conflict
arabci	arabi
arabci	arabii
uniči	distruge
uniči	ruină
uniči	ruina
razvito	dezvoltate
razvito	dezvoltată
razvito	dezvoltat
umetniška	artistice
umetniška	artistic
umetniška	artistică
anja	anja
anja	anya
lyon	lyon
breda	breda
možen	posibile
možen	posibil
možen	posibila
možen	posibilă
založnik	editor
založnik	editura
morris	morris
zlatko	zlatko
zlatko	goldy
možje	soții
možje	sotii
možje	soti
možje	barbatii
možje	bărbați
možje	barbati
pripravljena	pregătit
pripravljena	gata
pripravljena	pregătit
pripravljena	pregătită
pripravljena	preparat
pripravljena	preparate
označevanje	marcarea
označevanje	marcare
označevanje	marcajul
označevanje	etichetarea
označevanje	etichetare
označevanje	etichetarea
označevanje	etichetare
pionirski	pionierat
fokker	fokker
jap	dap
jap	dap
steven	steven
eugene	eugene
firence	florenţa
firence	florența
firence	florence
firence	florenta
avtorske	copyright
ron	ron
obstoječe	existent
obstoječe	existentă
obstoječe	existând
obstoječe	existente
veleposlanik	ambasadorul
veleposlanik	ambasador
ista	același
državljanstvo	cetățenie
državljanstvo	cetățenia
državljanstvo	cetățenie
državljanstvo	cetățenia
usta	gură
usta	gura
usta	gurii
usta	gurile
usta	guri
memorial	memorial
memorial	memorialul
uspešnosti	performanțe
uspešnosti	performanta
uspešnosti	performanța
uspešnosti	performanță
poškodovana	răniți
poškodovana	accidentat
poškodovana	rănit
poškodovana	deteriorat
poškodovana	deteriorată
poškodovana	avariate
poškodovana	avariat
poškodovana	deteriorate
rolls	rulouri
rolls	role
rolls	rolls
mas	mas
mas	masele
mas	mase
mas	maselor
trideset	treizeci
trideset	thirty
membrane	membrană
membrane	membrana
membrane	membranele
središčem	centrat
meter	metru
meter	contor
meter	metru
mlado	tânără
mlado	tânăr
mlado	tinere
mlado	young
mlado	tineri
vsebinsko	conceptuală
sous	sous
anti	anti
kazalo	indexul
kazalo	index
kazalo	indice
kazalo	indicele
situacijo	situatie
situacijo	situația
situacijo	situaţia
situacijo	situație
wayne	wayne
lats	lats
litiji	litiji
osvoboditev	eliberare
osvoboditev	eliberarea
zasnova	proiectare
zasnova	design
zasnova	proiectarea
pomorsko	maritimă
pomorsko	maritime
pomorsko	maritim
howe	howe
pat	pat
zaloge	stocurile
zaloge	stocuri
zaloge	proviziile
zaloge	provizii
zaloge	inventarele
zaloge	stocul
zaloge	stoc
abeceda	alfabet
abeceda	alfabetul
topovi	tunuri
topovi	tunurile
topovi	armele
topovi	arme
zasede	ambuscada
zasede	ambuscadă
mleka	laptele
mleka	lapte
mag	magus
mag	mag
poletni	summer
poletni	vara
poletni	vară
molitev	rugăciuni
molitev	rugăciunile
molitev	rugăciune
molitev	rugăciunea
molitev	rugaciunea
molitev	rugaciune
prst	deget
prst	degetul
blato	nămol
blato	noroi
blato	nămol
blato	scaun
blato	fecale
postopno	treptat
postopno	treptată
postopno	treptat
postopno	progresiv
postopno	progresive
postopno	progresivă
postopno	progresiv
isonzo	isonzo
navdih	inspirată
navdih	inspirat
navdih	inspirație
navdih	inspiratie
tabele	tabelele
tabele	tabele
tabele	mese
abd	abd
študente	studenti
študente	elevi
študente	studenți
študente	elevii
luč	lumină
luč	light
luč	lumina
mehiški	mexicana
mehiški	mexicani
mehiški	mexicană
mehiški	mexicane
mehiški	mexican
aluminija	aluminiu
gozdni	forest
gozdni	pădurea
gozdni	padure
gozdni	pădure
bogovi	zei
bogovi	zeii
bogovi	zeilor
kupolo	cupola
kupolo	domul
kupolo	dom
razširjeno	prelungită
razširjeno	prelungit
razširjeno	extins
razširjeno	extinsă
stopenj	niveluri
stopenj	nivele
lambert	lambert
cele	întreg
cele	intreg
stavka	strike
stavka	grevă
stavka	greva
izziv	provocare
izziv	provocarea
vrhovno	supreme
vrhovno	supremă
vrhovno	suprema
vrhovno	suprem
inšpektor	inspector
inšpektor	inspectorul
siriji	siria
gledalci	spectatorii
gledalci	spectatori
gledalci	audiență
gledalci	audiența
gledalci	telespectatori
gledalci	telespectatorii
gledalci	spectatori
primerjalno	comparativ
primerjalno	comparative
primerjalno	comparativă
andrews	andrews
keith	keith
garcía	garcía
src	inimi
src	inimile
schneider	schneider
trdo	greu
trdo	tare
čaj	tea
čaj	ceai
čaj	ceaiul
spartak	spartacus
odpoved	demisia
odpoved	demisie
spominskega	votivă
vzorce	probe
vzorce	mostre
vzorce	eșantioane
divji	wild
divji	salbatic
divji	sălbatică
divji	sălbatic
divji	sălbatice
beach	plajă
beach	plaja
beach	beach
upokojeni	pensionat
upokojeni	pensionar
upokojeni	retras
odgovorna	responsabil
odgovorna	răspunzător
odgovorna	responsabili
odgovorna	responsabilă
stanovanje	plate
stanovanje	plat
stanovanje	apartamentul
stanovanje	apartament
posode	vesela
posode	vase
posode	nave
posode	vase
posode	containere
posode	recipiente
posode	containerele
razglasila	declarând
piero	piero
načrti	planuri
načrti	planurile
načrti	planuri
jeff	jeff
baz	baze
baz	bazele
baz	baz
murphy	murphy
vesel	merry
omembe	menționează
bezirk	bezirk
dostopen	accesibile
dostopen	accesibil
dostopen	accesibilă
suhi	usca
suhi	uscate
suhi	uscat
suhi	uscată
suhi	skinny
suhi	slab
suhi	slăbănog
spredaj	front
spredaj	față
sašo	grayson
luca	luca
pisem	scrisori
pisem	litere
lepe	frumoase
lepe	frumoasă
lepe	frumos
lepe	frumoasa
uspehov	succese
uspehov	succes
uspehov	succese
uspehov	succesul
smiles	zâmbete
razdeli	împărțit
razdeli	divizat
razdeli	split
razdeli	împarte
razdeli	divide
pozdrav	salutări
pozdrav	salutari
pozdrav	saluta
pozdrav	urare
suverenosti	suveranitatea
suverenosti	suveranitate
isaac	isaac
dem	dem
siva	gray
siva	gri
siva	grey
siva	gri
izdelava	fabricare
izdelava	fabricarea
izdelava	fabricație
izdelava	fabricare
izdelava	fabricarea
izdelava	fabricație
trenutek	moment
trenutek	momentul
oltarja	altarul
oltarja	altar
obrobju	periferie
obrobju	periferia
obrobju	periferia
gaj	gaius
gaj	caius
bank	bancă
bank	banca
bank	bank
sestri	surori
sestri	surorilor
sestri	surorile
prid	favor
prid	favoare
prid	favoare
delce	particule
delce	particulele
kupola	cupola
kupola	domul
kupola	dom
sekunde	secunde
rossi	rossi
rona	ron
psihologijo	psihologia
psihologijo	psihologie
charlie	charlie
bron	bronz
državljani	cetățenii
državljani	cetateni
državljani	cetățeni
državljani	naţionale
poliedrov	poliedre
walther	walther
komandant	comandant
weber	weber
leonardo	leonardo
prepovedano	interzis
prepovedano	interzisă
prepovedano	interzise
prepovedano	interzis
prepovedano	interzisă
prepovedano	interzise
esejist	eseist
linux	linux
kritiko	critică
kritiko	critici
kritiko	critica
kritiko	criticile
razlogi	motive
razlogi	motivele
razlogi	motivul
razlogi	motiv
moderno	moderni
moderno	moderna
moderno	modern
moderno	moderne
moderno	modernă
bolečino	durerea
bolečino	durere
bolečino	dureri
voditelji	conducători
voditelji	lideri
voditelji	liderii
jedrski	nuclear
jedrski	nucleare
jedrski	nucleara
jedrski	nucleară
hamburg	hamburg
cruz	cruz
vožnjo	plimbare
vožnjo	ride
vožnjo	conducând
vožnjo	conducere
poln	plina
poln	full
poln	plin
poln	plină
div	div
iranu	iran
iranu	iranul
mitologija	mitologia
mitologija	mitologie
drugačna	diferit
drugačna	diferite
drugačna	diferită
drugačna	diferita
oddaj	arată
oddaj	spectacole
oddaj	emisiuni
teologijo	teologie
zmesi	amestecuri
razglašen	proclamat
alma	alma
juels	juels
slišal	auzit
verjeli	crezut
odhod	plecare
odhod	plecarea
odhod	plecări
odhod	plecarea
koža	piele
koža	pielea
proizvajalci	producători
proizvajalci	producătorii
proizvajalci	producători
proizvajalci	producătorii
odvisnost	dependența
odvisnost	dependenta
odvisnost	dependența
odvisnost	dependenta
dick	sculă
dick	dick
dick	pula
dick	pulă
theodore	theodore
theodore	teodor
theodore	theodor
renesančni	renascentist
royce	royce
jupiter	jupiter
kotel	boiler
kotel	cazan
kotel	cazan
wade	wade
nemudoma	imediat
krogla	sferă
krogla	sfera
krogla	glonț
krogla	bullet
prepričal	convins
prepričal	convinsă
aero	aero
klopi	banci
klopi	bănci
klopi	bancă
vredno	worth
konvencija	convenția
konvencija	convenție
mad	mad
šef	boss
delitve	divizii
delitve	diviziile
absolutno	absolut
absolutno	absolută
poraba	consumul
poraba	consum
poraba	consumului
žleze	glandele
žleze	glanda
zadetkov	hituri
zadetkov	lovește
merila	criteriu
merila	criteriile
merila	criterii
desetletju	decadă
desetletju	deceniu
jajca	ouă
jajca	oua
jajca	ouăle
jajca	bile
jajca	mingi
pretirano	exagerate
pretirano	exagerat
pretirano	exagerată
pretirano	excesiv
pretirano	excesiv
pretirano	excesive
pretirano	excesivă
nord	nord
zemljišča	teren
zemljišča	terenuri
zemljišča	land
zemljišča	pământ
zemeljskega	pământesc
povezovanje	integrare
povezovanje	integrarea
povezovanje	conectare
povezovanje	conectarea
prizori	scene
prizori	scenele
globine	adâncimi
izvajati	implementează
izvajati	implementeze
botanik	botanist
odkrit	descoperite
odkrit	descoperită
odkrit	descoperit
koles	bicicletele
koles	biciclete
col	col
flote	flotei
flote	flota
flote	flotă
flote	flote
nationalcaps	nationalcaps
kandidata	candidati
kandidata	candidați
kandidata	candidate
kandidata	candidată
kandidata	candidatul
kandidata	candidat
venec	coroană
dvojna	dubla
dvojna	dublă
dvojna	dublu
dvojna	duble
frankov	franci
križišče	intersecţia
križišče	intersectie
križišče	junction
križišče	răscruce
igralce	jucători
igralce	jucatori
igralce	jucătorii
england	anglia
england	england
palice	gratii
palice	baruri
palice	bare
palice	bastoane
palice	bete
palice	cluburile
palice	cluburi
palice	baghete
palice	tije
moška	barbatii
moška	bărbați
moška	barbati
moška	bărbat
moška	masculin
moška	mascul
moška	barbat
puščava	deșert
puščava	deşertul
puščava	desert
zmožnost	abilitate
zmožnost	capacitatea
zmožnost	abilitatea
zmožnost	capacitate
harvey	harvey
metka	gretel
metka	glonț
metka	bullet
podpis	semnare
podpis	semnarea
podpis	semnătură
podpis	semnatura
podpis	semnătura
melodije	melodii
melodije	melodii
neapelj	neapole
neapelj	napoli
vzorca	probe
vzorca	mostre
vzorca	eșantioane
larry	larry
obrambno	defensivă
obrambno	defensiv
termin	termenul
termin	termen
termin	mențiune
termin	programare
termin	numire
termin	numirea
robin	robin
lesena	lemn
lesena	lemnul
lesena	wood
lesena	lemne
datotek	fișiere
datotek	fisiere
datotek	dosare
samodejno	auto
samodejno	automată
samodejno	automatic
samodejno	automate
samodejno	automat
samodejno	automat
kvartet	cvartet
wallace	wallace
preprečili	evitat
posebnosti	particularitățile
posebnosti	specificitate
pozitivni	pozitiv
pozitivni	pozitivă
pozitivni	pozitive
antike	antichitate
nedavno	recent
nedavno	recente
nedavno	recent
nedavno	recenta
nedavno	recentă
piramida	piramida
piramida	piramidă
vesoljska	spaţiul
vesoljska	spațiu
vesoljska	spațiul
vesoljska	spatiu
vesoljska	spaţiu
ricardo	ricardo
eur	eur
žagar	jigsaw
katedrale	catedrale
zvočni	sonoră
zvočni	sonor
slava	faimă
slava	faima
slava	fame
slava	glorie
slava	glory
madžari	unguri
madžari	maghiari
tolmin	tolmin
sočasno	simultan
sočasno	simultane
sočasno	simultană
sočasno	simultan
moto	motto
moto	moto
duševno	mintală
duševno	mentale
duševno	mental
duševno	mentală
duševno	mintal
duševno	mental
allan	allan
ekip	echipele
ekip	echipe
lokacijo	localizare
lokacijo	locație
lokacijo	locația
lokacijo	locaţia
valovi	valuri
valovi	valurile
zvezno	federal
zvezno	federale
zvezno	federală
populacija	populaţia
populacija	populație
populacija	populația
dokazati	demonstra
dokazati	demonstrează
dokazati	demonstreaza
zamenjava	schimb
zamenjava	swap
zamenjava	înlocuire
zamenjava	înlocuirea
zamenjava	înlocuitor
zamenjava	înlocuire
kače	serpi
kače	sarpele
kače	sarpe
kače	șarpe
kače	snake
skoki	salturi
skoki	sărituri
delavce	lucrători
delavce	muncitori
delavce	muncitorii
delavce	lucrătorii
delavce	lucrătorilor
odposlancev	emisari
napadalec	atacatorul
napadalec	atacator
napadalec	agresor
napadalec	atacator
srbijo	serbia
čustveno	emoțional
čustveno	emotional
čustveno	emotiv
čustveno	emoțional
saturn	saturn
encima	enzime
encima	enzimă
encima	enzima
tokio	tokio
tokio	tokyo
dream	visul
dream	vis
dream	visează
dream	viseaza
germain	germain
matt	matt
nasledniki	succesorii
pérez	pérez
slovenia	slovenia
alexandre	alexandre
centralne	centrala
centralne	centrale
centralne	centrală
centralne	central
oscar	oscar
ronnie	ronnie
uefa	uefa
monarhija	monarhiei
monarhija	monarhie
monarhija	monarhia
vlaken	fibre
vlaken	fibra
vlaken	fibră
preprečil	dejucat
mansell	mansell
propad	doom
propad	osândă
propad	colapsul
propad	colaps
turistične	turist
turistične	turistice
ngc	ngc
clarke	clarke
krona	coroana
krona	coroană
krona	crown
uran	uraniu
uran	uranus
zimonjić	zimonjić
celično	celulare
celično	celular
celično	celulară
resnica	adevărat
resnica	adevarat
resnica	adevarul
resnica	adevar
resnica	adevărul
resnica	adevăr
bruhanje	vomă
bruhanje	voma
bruhanje	vomă
bruhanje	voma
bruhanje	vărsături
arheologi	arheologi
arheologi	arheologii
arheologi	arheologi
arheologi	arheologii
pripadal	aparținut
dodana	adăugată
dodana	adaugat
dodana	adăugate
dodana	adăugat
menihi	călugări
menihi	călugării
funtov	kilograme
odziva	răspund
odziva	răspunzând
odziva	răspuns
odziva	răspunsul
tesla	tesla
sloj	strat
sloj	stratul
padli	cazut
padli	căzută
padli	căzut
viktorija	victoriei
viktorija	victoria
akcija	acţiune
akcija	actiune
akcija	acțiune
tiska	presă
tiska	press
tiska	apasa
tiska	apăsați
tiska	apasă
razglašena	proclamat
ščiti	protejează
ščiti	scuturi
ščiti	scuturile
vickers	vickers
luknje	găuri
luknje	gropi
luknje	gauri
waffen	waffen
presega	depășește
game	gama
game	gamma
vladanje	domnia
vladanje	domnie
andre	andre
andre	andré
andre	andré
ban	ban
ban	interzicere
ban	interdicție
opredeljuje	definește
ema	emma
ema	ema
doktorat	doctorat
doktorat	doctoratul
doktorat	doctorat
listina	cartă
listina	carta
listina	charter
pljuč	lung
pljuč	plămân
pljuč	plămânii
pljuč	plămâni
nasprotnikov	adversari
nasprotnikov	adversarii
okoliščine	împrejurări
okoliščine	circumstanțele
okoliščine	circumstanțe
altlink	altlink
krizo	criză
krizo	criza
silver	argint
silver	silver
silver	argintiu
léon	léon
planine	munti
planine	muntii
planine	munţii
planine	munții
navzven	extern
agent	agent
agent	agentul
vstaja	revolta
vstaja	răscoală
vstaja	revoltă
vzpostavitev	stabilirea
vzpostavitev	stabilire
priznana	recunoscute
priznana	recunoscut
priznana	recunoscută
priznana	recunoscut
priznana	recunoscute
priznana	recunoscut
priznana	recunoscută
upokojen	pensionat
upokojen	pensionar
upokojen	retras
pre	pre
kalibra	calibru
jason	jason
guillaume	guillaume
danny	danny
skrajno	extremă
skrajno	extrem
skrajno	extrema
skrajno	extreme
ravna	plate
ravna	plat
instrument	instrument
instrument	instrumentul
delec	fragment
delec	particule
delec	particula
delec	particulă
nationalgoals	nationalgoals
negativna	negativă
negativna	negative
negativna	negativ
konzulat	consulatul
konzulat	consulat
učitelji	profesorilor
učitelji	profesorii
učitelji	profesori
izkoristek	eficacitate
izkoristek	eficacitatea
izkoristek	randament
izkoristek	eficiență
izkoristek	eficiența
izkoristek	eficienta
zatočišče	adăpost
zatočišče	adapost
zatočišče	adăpostul
zatočišče	sanctuar
zatočišče	sanctuarul
zatočišče	refugiu
zatočišče	refugiul
brod	brod
zaposlitve	joburi
zaposlitve	angajare
sivo	gray
sivo	gri
sivo	grey
sivo	gri
sod	butoi
prizor	scena
prizor	scenă
vlakna	fibre
vlakna	fibra
vlakna	fibră
vlakna	fibre
vlakna	fibrele
vlakna	fibre
vlakna	fibra
vlakna	fibră
vlakna	fibre
vlakna	fibrele
vlakna	fibrelor
izdelani	fabricate
izdelani	fabricat
keramike	ceramica
keramike	ceramică
tarča	tinta
tarča	țintă
arizona	arizona
razpadla	dezintegrat
zmogljivosti	capacități
zmogljivosti	capacitățile
zmogljivosti	capacitatea
zmogljivosti	capacitate
zmogljivosti	capacități
zmogljivosti	capacitățile
spektra	spectrul
spektra	spectru
santo	santo
dvoboj	duel
dvoboj	duelul
liverpool	liverpool
meč	spadă
meč	sabia
meč	sabie
upanje	speranta
upanje	sper
upanje	speranța
upanje	speranță
grumman	grumman
indeks	indexul
indeks	index
indeks	indice
indeks	indicele
spoštovanje	respectul
spoštovanje	respect
chapelle	chapelle
arheološki	arheologice
arheološki	arheologic
definira	definește
eksplozije	explozia
eksplozije	explozie
eksplozije	exploziile
eksplozije	explozii
demokratična	democrată
demokratična	democratice
demokratična	democratică
demokratična	democrat
demokratična	democratic
marin	marin
preostale	rămase
razvite	dezvoltate
razvite	dezvoltată
razvite	dezvoltat
moralno	moral
moralno	morala
moralno	moral
moralno	morală
negativni	negativă
negativni	negative
negativni	negativ
razni	diverse
kalif	calif
zadovoljstvo	satisfactie
zadovoljstvo	plăcerea
zadovoljstvo	placere
zadovoljstvo	placerea
zadovoljstvo	plăcere
predpisi	reglementările
predpisi	reglementări
predpisi	regulamentele
predpisi	regulamente
predpisi	regulile
predpisi	reguli
predpisi	norme
usmerjeno	dirijat
usmerjeno	regizat
usmerjeno	regia
hribi	munti
hribi	muntii
hribi	munţii
hribi	munții
hribi	dealurile
hribi	hills
hribi	coline
hribi	dealuri
oblačil	îmbrăcăminte
administrator	administrator
administrator	administratorul
klasifikacija	clasificare
klasifikacija	clasificarea
nosila	targa
nosila	targă
licenca	licență
licenca	licența
licenca	licență
licenca	licența
licenca	licenta
ska	ska
tisoče	mii
tisoče	miile
ločitev	divorț
ločitev	separare
ločitev	separarea
meritev	măsurători
meritev	măsurătorile
meritev	măsurare
meritev	măsurarea
meritev	măsurători
mine	minele
spopadov	confruntări
patent	brevet
patent	brevetul
organizacijske	organizaționale
župnijo	parohia
župnijo	parohie
glive	ciuperci
tommy	tommy
obiskala	vizitate
obiskala	vizitat
bra	sutien
bra	bra
videm	udine
težavah	dificultate
težavah	dificultăți
težavah	dificultatea
doris	doris
primerni	adecvată
primerni	adecvate
primerni	adecvat
auf	auf
hawker	hawker
tower	turn
tower	tower
tower	turnul
odvisni	dependentă
odvisni	dependente
dodajanje	adăugarea
dodajanje	adăugarea
dodajanje	adăugând
dodajanje	adăugare
dodajanje	adaugă
dodajanje	add
dodajanje	adauga
serena	serena
potrebovali	nevoie
običajna	normale
običajna	normală
običajna	normal
vroče	cald
vroče	fierbinte
por	por
por	praz
por	praz
komercialni	comerciale
komercialni	comercial
komercialni	reclamă
komercialni	comercială
trio	trio
izbire	alegeri
kostanjevica	kostanjevica
manjšine	minoritar
manjšine	minoritatea
manjšine	minoritate
manjšine	minorităților
premiera	premiere
premiera	premiera
premiera	premieră
zime	winters
zime	ierni
duhovni	spirituală
duhovni	spiritual
duhovni	spirituale
duhovni	spirituala
erwin	erwin
mišica	mușchi
mišica	muschi
mišica	musculare
sredozemlju	mediterana
sredozemlju	mediterană
sredozemlju	mediteranean
algoritem	algoritmul
algoritem	algoritm
preberite	citire
preberite	citește
preberite	citeste
posamezno	individual
posamezno	individuală
posamezno	individ
posamezno	individual
posamezno	individuale
ulrik	ulrik
kmetije	ferme
kmetije	fermele
možni	posibile
možni	posibil
možni	posibila
možni	posibilă
hudson	hudson
ohranjeno	conservată
ohranjeno	conservate
ohranjeno	păstrate
ohranjeno	păstrată
ohranjeno	conservat
doherty	doherty
blake	blake
zlom	rupere
zlom	fractură
zlom	fractura
razglasi	declară
razglasi	declara
razglasi	declară
razglasi	declar
jezo	furia
jezo	mânia
jezo	furie
jezo	mânie
youthclubs	youthclubs
suhoj	suhoi
geometrija	geometria
geometrija	geometrie
geometrija	geometrică
geometrija	geometrice
iraku	irak
iraku	iraq
iraku	irakul
strategije	strategii
strategije	strategiile
ogljik	carbon
ogljik	carbonul
elektro	electro
sekundarni	secundar
sekundarni	secundară
sekundarni	secundare
preboj	descoperire
človeška	umane
človeška	om
človeška	umană
človeška	uman
novosti	noutate
novosti	noutatea
novosti	actualizări
novosti	actualizările
oklep	armură
oklep	armura
oklep	armuri
oklep	armură
oklep	armura
oklep	armuri
obsežna	ample
obsežna	amplu
zaščitna	protector
zaščitna	protectoare
ugotovitve	observații
ugotovitve	constatări
ugotovitve	constatările
geografski	geografice
geografski	geografic
geografski	geografică
barvni	culoare
barvni	color
barvni	culoarea
barvni	culoare
barvni	color
barvni	culoarea
otroštva	copilărie
otroštva	copilarie
otroštva	copilăria
otroštva	copilaria
definicije	definiții
pastir	shepherd
pastir	ciobănesc
pastir	cioban
pastir	păstor
odkrivanje	detecție
odkrivanje	detectarea
odkrivanje	detectare
odkrivanje	depistarea
pravoslavne	ortodox
pravoslavne	ortodoxă
pravoslavne	ortodoxe
samostojnost	autonomie
samostojnost	autonomia
samostojnost	independență
samostojnost	independența
samostojnost	independenta
razcvet	înflorească
enrico	enrico
sinove	sons
sinove	fiii
receptorjev	receptori
receptorjev	receptorii
industrijska	industriala
industrijska	industrială
industrijska	industrial
industrijska	industriale
putnam	putnam
standardna	standardul
standardna	standard
encimi	enzime
encimi	enzimele
dassault	dassault
loke	arcuri
tokovi	fluxuri
tokovi	fluxurile
tokovi	curge
platon	platon
lisica	vulpe
lisica	vulpea
lisica	fox
kalcijev	calciu
pogovori	conversații
pogovori	interviurile
pogovori	interviuri
pogovori	vorbim
nazionale	nazionale
vmesnik	interfața
vmesnik	interfață
jajčeca	ouă
jajčeca	oua
jajčeca	ouăle
valle	valle
languedoc	languedoc
dramatikov	dramaturgi
pištola	pistol
pištola	pistol
pištola	armă
pištola	arma
regionalni	regional
regionalni	regională
regionalni	regionale
richardson	richardson
razširjeni	mărit
razširjeni	mărită
razširjeni	prelungită
razširjeni	prelungit
razširjeni	extins
razširjeni	extinsă
razširjeni	extinse
razširjeni	extins
razširjeni	extinsă
prihodnje	viitorul
prihodnje	viitoare
prihodnje	viitor
prijateljstvo	prietenia
prijateljstvo	prietenie
kancler	cancelarul
kancler	cancelar
alternative	alternative
alternative	alternativă
alternative	alternativ
alternative	alternativa
alternative	alternative
alternative	alternativele
industries	industriile
industries	industrii
pozni	tarziu
pozni	întârziat
pozni	târziu
pogledi	vizualizări
pogledi	păreri
magnus	magnus
sorodniki	veri
sorodniki	verii
sorodniki	neamuri
sorodniki	rudelor
sorodniki	rudele
sorodniki	rude
podjetnik	antreprenor
podjetnik	întreprinzător
policist	ofițer
policist	ofiţer
policist	ofiter
policist	politist
policist	polițist
bradley	bradley
mostovi	podurile
mostovi	poduri
marseille	marseille
marseille	marsilia
marseille	marsilia
lastna	proprie
lastna	proprii
posredovanje	transmitere
posredovanje	transmisie
posredovanje	transmiterea
posredovanje	transmisiune
posredovanje	medierea
posredovanje	mediere
posredovanje	intervenție
posredovanje	intervenția
zaključek	completarea
zaključek	finalizarea
zaključek	finalizare
zaključek	completare
zaključek	închidere
zaključek	încheiere
zaključek	închiderea
zaključek	concluzii
zaključek	concluzia
zaključek	concluzie
razstavi	expoziţia
razstavi	expozitie
razstavi	expoziţie
lucas	lucas
gibson	gibson
terme	spa
terme	terme
moon	lună
moon	luna
moon	moon
organizirano	organizat
organizirano	organizată
organizirano	organizate
organizirano	organizat
organizirano	organizată
organizirano	organizate
dama	doamna
dama	doamnă
dama	damă
dama	dama
dama	dame
jezikovno	lingvistic
jezikovno	lingvistice
jezikovno	lingvistică
jezikovno	limba
jezikovno	limbă
jezikovno	limbaj
jezikovno	limbajul
nadal	nadal
ščit	scut
ščit	scutul
ščit	shield
achille	achille
hčere	fiice
hčere	fiicele
programiranje	programare
programiranje	programarea
izpostavljenost	expunere
izpostavljenost	expunerea
biološki	biologice
biološki	biologic
biološki	biologică
#ffcc	#ffcc
perzijci	persani
powell	powell
