של	шел
באמצעות	via
באמצעות	через
בעלי	муж
יחד	вместе
בשל	спелые
פרס	вознаграждение
פרס	награда
פרס	премия
פרס	приз
פרס	премия
פרס	награду
פרס	награда
ראו	рао
דוד	додд
דוד	дядя
דוד	дядюшка
דוד	дэвид
דוד	давид
בעל	баал
בעל	муж
שלה	ее
שלה	ей
שלה	её
בנוסף	плюс
בנוסף	plus
בנוסף	дополнительно
תחת	зад
תחת	задницу
תחת	жопа
תחת	зад
תחת	задницу
תחת	попа
תחת	под
תמונה	фотография
תמונה	фото
תמונה	имидж
תמונה	картинка
תמונה	образ
תמונה	изображения
תמונה	изображение
תמונה	картинка
תמונה	фотография
תמונה	фотка
כתב	репортер
כתב	репортёр
כתב	писал
כתב	написала
כתב	написали
כתב	написал
הקבוצה	группа
הקבוצה	группы
הקבוצה	group
הערך	ценность
הערך	значение
הערך	величина
הערך	стоимость
היום	сегодня
היום	today
רבי	раввин
מי	кто
מי	who
מי	воз
למרות	хотя
למרות	хотя
אחרות	другие
אחרות	прочие
אותם	их
החברה	общество
החברה	общества
החברה	компания
החברה	company
החברה	рота
החברה	компании
המלחמה	войны
המלחמה	war
המלחמה	война
שונות	разные
שונות	различных
שונות	прочее
שונות	разное
הארץ	earth
הארץ	земля
מערכת	система
מערכת	system
תאריך	свидание
תאריך	дата
בלבד	только
עבר	прошлое
עבר	прошедшее
עבר	прошлом
עבר	прошлые
עבר	переехал
עבר	перенесено
עבר	прошли
עבר	прошел
עבר	прошло
עבר	прошла
אפשר	включить
אפשר	разрешить
נוסף	добавлены
נוסף	добавил
נוסף	добавлена
נוסף	добавлено
נוסף	добавлен
מרכז	центральная
מרכז	центральное
מרכז	центральной
מרכז	центральный
מרכז	центр
מרכז	центр
שימוש	использование
שימוש	употребление
שימוש	использования
שימוש	использование
שימוש	используя
שימוש	используйте
שימוש	использование
שימוש	использовать
שיש	мрамор
רוב	большинство
רוב	наиболее
רוב	роб
רוב	ограбить
רוב	большинство
כולל	всеобъемлющего
כולל	включительно
כולל	включает
כולל	включая
כולל	включенные
כולל	включено
גדול	большой
גדול	крупных
גדול	крупный
גדול	большая
גדול	крупные
גדול	большие
גדול	большая
גדול	big
גדול	большие
גדול	большой
גדול	биг
גדול	здорово
גדול	отлично
גדול	великолепно
ישראלים	израильский
ישראלים	израильские
ישראלים	израильских
ישראלים	израильская
ישראלים	израильтян
ישראלים	израильтяне
יהודי	еврейские
יהודי	еврейский
יהודי	еврейских
יהודי	еврейская
יהודי	еврей
יהודי	евреи
יהודי	еврей
סוג	добрая
סוג	type
סוג	тип
ראשון	воскресенье
ראשון	воскресение
ראשון	ришон
ראשון	первый
ראשון	сначала
ראשון	первое
ראשון	первая
ראשון	first
מידע	информация
מידע	info
מידע	инфо
מידע	информация
מידע	данные
מידע	данных
מידע	data
ערכים	метрики
ערכים	величины
ערכים	значения
ערכים	ценностей
ערכים	ценности
ערכים	записи
אנשים	народ
אנשים	людей
אנשים	люди
קובץ	файл
דקות	минуты
דקות	минут
חבר	друг
חבר	друга
חבר	подруга
חבר	бойфренд
חבר	парень
צריך	нужно
צריך	нужна
צריך	потребность
צריך	должен
צריך	должны
ויקיפדיה	википедия
ויקיפדיה	википедии
בת	дочь
בת	дочка
בת	бет
בת	бэт
השם	имя
השם	название
בתוך	внутри
בתוך	изнутри
בתוך	внутрь
האדם	человек
כאן	здесь
כאן	вот
מול	мол
שלהם	их
לעתים	иногда
לעתים	порой
הכנסת	кнессета
הכנסת	синагога
וגם	также
הים	моря
הים	море
הים	sea
השיר	песня
השיר	песнь
השיר	song
חדש	новые
חדש	новинка
חדש	новая
חדש	новый
חדש	новых
חדש	новое
השלישי	iii
השלישי	третье
השלישי	третий
השלישי	третья
משה	моисей
משה	мозес
משה	моше
גרמניה	немецкая
גרמניה	немецкие
גרמניה	немец
גרמניה	немецкое
גרמניה	германии
גרמניה	немецкий
גרמניה	германия
גרמניה	германию
גרמניה	германии
יורק	йорк
יורק	йорке
הממשלה	правительство
חיל	корпус
חיל	корпуса
יהודה	иуда
יהודה	джуда
מעל	over
מעל	над
מעל	накладных
מעל	выше
ארץ	страна
ארץ	страны
ארץ	земли
ארץ	земельный
ארץ	land
ארץ	земля
ארץ	earth
ארץ	земля
כלי	инструмент
צרפת	франции
צרפת	франс
צרפת	франция
צרפת	france
הרבה	много
הרבה	многих
הרבה	много
הרבה	многим
הרבה	многие
הרבה	многое
הרבה	много
אתה	тебя
אתה	you
אתה	вы
אתה	ты
נמצא	найдена
נמצא	найдено
נמצא	нашла
נמצא	найден
נמצא	найдены
טוב	хорош
טוב	хороша
טוב	хороший
טוב	хорошее
טוב	хорошо
אי	острова
אי	island
אי	остров
אי	островных
ילדים	kids
ילדים	детки
ילדים	дети
ילדים	детей
ילדים	дети
שלושה	три
שלושה	трое
הגיע	прибыл
הגיע	приехали
הגיע	прибыли
הגיע	прибыла
הגיע	пришла
הגיע	пришел
הגיע	пришёл
אירופה	europe
אירופה	европу
אירופה	европа
אירופה	европы
אירופה	europa
אירופה	европа
אירופה	европейская
אירופה	европейского
אירופה	европейское
אירופה	европейский
המלך	король
המלך	кинг
המלך	царь
המלך	king
כמעט	практически
כמעט	почти
כמעט	почти
מיליון	миллионов
מיליון	миллион
מיליון	млн
מיליון	миллиона
יצחק	айзек
יצחק	исаак
יצחק	ицхак
האלבום	альбом
יוסף	джозеф
יוסף	иосиф
יוסף	жозеф
יוסף	йосеф
כוח	сила
כוח	прочность
כוח	усилие
כוח	силы
כוח	сила
כוח	force
כוח	силу
כוח	власть
כוח	сила
כוח	мощь
כוח	power
כוח	мощность
נפטר	покойный
נפטר	скончалась
נפטר	умершего
נפטר	скончался
נפטר	умершие
הלהקה	band
מלך	король
מלך	кинг
מלך	царь
מלך	king
מקור	происхождение
מקור	происхождения
מקור	источник
מקור	клюв
תוכנית	программа
תוכנית	план
תוכנית	программа
בתי	дочь
בתי	дочка
נראה	выглядит
נראה	смотрится
לגבי	about
לגבי	о
וב	уэбб
פעם	однажды
פעם	раз
משתמש	использование
משתמש	используя
משתמש	пользователь
משתמש	пользователя
משתמש	пользователю
קיבל	получено
קיבל	получен
קיבל	полученная
קיבל	полученные
קיבל	получены
קיבל	принят
קיבל	принята
קיבל	приняты
קיבל	принято
עקב	талон
נשים	женщины
נשים	женщин
מונה	моне
מונה	мона
במיוחד	особенно
במיוחד	особенно
האימפריה	империи
האימפריה	империя
מים	вода
מים	воды
מים	воду
כוחות	полномочия
כוחות	силы
כוחות	сил
פעולה	меры
פעולה	действий
פעולה	действие
פעולה	действия
פעולה	акция
ניו	нео
נכון	правильно
נכון	верно
נכון	вправо
נכון	true
נכון	правда
החלה	началось
החלה	начато
חוק	закон
חוק	право
חיפה	хайфа
יחידה	подразделение
יחידה	единицы
יחידה	единица
העונה	сезон
שוב	опять
שוב	вновь
שוב	снова
יעקב	иакова
יעקב	якоб
יעקב	джейкоб
יעקב	яков
יעקב	якоб
יעקב	яков
יעקב	яков
יעקב	яков
אינה	ина
אינה	инна
מדינות	государства
מדינות	штатов
מדינות	штаты
מדינות	стран
מדינות	страны
הבית	дом
הבית	дома
הבית	домой
הבית	домашний
הבית	home
הבית	house
הבית	дом
הבית	хауз
הבית	хаус
תודה	спасибо
לב	heart
לב	сердце
לב	сердцу
לב	лев
מפקד	командор
מפקד	командующий
מפקד	коммандер
מפקד	командир
שלוש	три
שלוש	трое
שלום	шалом
שלום	мира
שלום	мир
שלום	привет
שלום	здравствуйте
אזור	область
אזור	регион
אזור	зона
אזור	зоны
אזור	область
אזור	район
אזור	площадь
פעמים	времена
פעמים	таймс
פעמים	times
קבוצות	группы
קבוצות	групп
קבוצות	команды
המשחק	game
המשחק	игра
האי	острова
האי	island
האי	остров
האי	островных
האי	хай
סרט	фильм
סרט	кино
סרט	фильм
סרט	film
סרט	кино
המפלגה	party
המפלגה	сторона
המפלגה	партия
המפלגה	вечеринка
בעבר	ранее
האחרון	последние
האחרון	последнее
האחרון	last
האחרון	последний
האחרון	последняя
קרב	битва
קרב	бой
קרב	сражение
קרב	боевая
קרב	бой
האתר	вебсайт
האתר	сайт
קצר	короткая
קצר	короткий
קצר	короткое
קצר	короткие
קצר	коротко
קצר	кратко
קצר	краткая
קצר	краткое
ימים	дни
ימים	days
ימים	дней
בהמשך	ниже
בר	бар
צבא	военный
צבא	военных
צבא	военная
צבא	военные
צבא	армии
צבא	армия
ים	моря
ים	море
ים	sea
החיים	life
החיים	жизнь
החיים	жизни
הפך	стала
הפך	стал
משחק	game
משחק	игра
משחק	играю
משחק	играет
משחק	исполняющий
ראשי	head
ראשי	головка
ראשי	голова
ראשי	голову
ראשי	шеф
ראשי	начальник
ראשי	вождь
ראשי	начального
ראשי	первичные
ראשי	начальное
הזמן	время
הזמן	времени
הזמן	тайм
הזמן	time
אברהם	авраам
אברהם	абрахам
אברהם	ибрахима
אברהם	ибрахим
אברהם	авраам
נבחר	выбранный
נבחר	избранные
נבחר	избранный
נבחר	выбранный
נבחר	выбран
נבחר	выбранные
נבחר	выбрано
נבחר	подборка
מדי	мэдди
מדי	слишком
מדי	тоже
לרוב	преимущественно
פעילות	активность
פעילות	действия
פעילות	деятельность
לכן	поэтому
שטח	поля
שטח	филд
שטח	поле
שטח	местности
שטח	местность
שטח	область
שטח	район
שטח	площадь
מאוחר	опаздывает
מאוחר	поздний
מאוחר	поздно
מאוחר	опоздал
דף	страница
דף	страницу
דף	page
דף	страницы
דף	def
קולנוע	фильм
קולנוע	кино
קולנוע	фильмы
קולנוע	кино
קולנוע	кинематографии
קולנוע	кинотеатр
קולנוע	кино
קשר	связь
קשר	подключение
קשר	соединение
קשר	контакт
קשר	связаться
קשר	контакты
קשר	узел
אחרת	иначе
פני	пенни
קודם	первый
קודם	сначала
קודם	первое
קודם	первая
קודם	first
עיר	town
עיר	город
עיר	городок
עיר	city
עיר	город
עיר	города
לצד	сторона
לצד	стороне
ידוע	известные
ידוע	известное
ידוע	известный
ידוע	известен
ידוע	известная
הופעות	показы
הופעות	впечатления
הופעות	внешность
הופעות	концертов
הופעות	концерты
תקופה	период
ספרים	книг
ספרים	книги
קטן	маленькая
קטן	маленькие
קטן	малых
קטן	маленький
קטן	мелкие
קטן	малые
קטן	little
קטן	маленький
קטן	маленькая
קטן	мало
קטן	маленькие
למד	научилась
למד	узнал
למד	научился
למד	изучал
למד	изучил
למד	учился
למד	изучен
למד	училась
למד	учиться
למד	учись
למד	учитесь
ברית	альянс
ברית	союзники
ברית	союзников
היהודי	еврей
תשע	девять
תשע	nine
פחות	меньше
פחות	меньше
פחות	менее
ישראלי	израильский
ישראלי	израильские
ישראלי	израильских
ישראלי	израильская
משרד	кабинет
משרד	канцелярия
משרד	офис
שיחק	играли
שיחק	играла
שיחק	играл
מעבר	переход
מעבר	помимо
מעבר	проход
איך	как
גרסאות	варианты
גרסאות	версии
גרסאות	версий
זהב	золотая
זהב	золотые
זהב	золотой
זהב	golden
זהב	золотой
זהב	золотая
זהב	gold
זהב	золото
זהב	золотые
עולם	world
עולם	мир
יד	рука
יד	руку
מדינה	страна
מדינה	страны
מדינה	штат
מדינה	состояние
מדינה	государство
ארגון	организации
ארגון	организация
ארגון	организация
לכתוב	напиши
לכתוב	пиши
לכתוב	пишите
לכתוב	напишите
לכתוב	написать
שונה	шона
שונה	разные
שונה	различных
שונה	измененный
שונה	измененные
שונה	изменена
שונה	изменено
גדולה	большой
גדולה	крупных
גדולה	крупный
גדולה	большая
גדולה	крупные
גדולה	большие
גדולה	большая
גדולה	big
גדולה	большие
גדולה	большой
גדולה	биг
גדולה	величие
קשה	жестко
קשה	трудно
קשה	жёсткий
קשה	сложно
קשה	тяжело
קשה	крутой
קשה	жесткий
קשה	жестко
קשה	жесткая
קשה	трудно
קשה	трудное
קשה	сложно
קשה	трудный
אור	light
אור	свет
אור	света
אור	светло
צבי	цви
צבי	олень
צבי	газель
לדוגמה	пример
אוכלוסייה	населения
אוכלוסייה	население
בעברית	иврит
בעברית	еврейский
הקהילה	община
הקהילה	общины
הקהילה	сообщества
הקהילה	сообщество
כנגד	против
קיים	существовала
קיים	существовали
קיים	существовало
קיים	существовал
קיים	существует
קיים	существующие
קיים	существующая
קיים	существующее
קיים	существующий
שלי	шелли
שלי	мое
שלי	моя
שלי	мой
שלי	мои
שלי	шелли
דומה	аналогичная
דומה	похожие
דומה	аналогичное
דומה	аналогичные
דומה	схожие
דומה	думы
דין	декан
דין	дин
שכן	соседка
שכן	сосед
שכן	соседка
שכן	сосед
מחוז	графство
מחוז	округе
מחוז	округ
מחוז	область
מחוז	провинция
מחוז	округ
מחוז	район
ימי	дни
ימי	days
ימי	дней
תואר	степень
תואר	степени
סדרת	серия
סדרת	серии
למצוא	найдите
למצוא	найди
למצוא	найти
מבין	пойми
מבין	понимаю
מבין	понять
נקרא	называется
נקרא	звонил
נקרא	позвонил
פשוט	простой
פשוט	простое
פשוט	простая
פשוט	простые
פשוט	просто
פשוט	только
עבודה	работа
עבודה	работа
עבודה	работы
עבודה	труд
חשוב	важная
חשוב	важно
חשוב	важных
חשוב	важное
חשוב	важные
חשוב	важны
כיוון	направление
שלמה	шломо
שלמה	соломон
שלמה	соломоновых
שלמה	соломона
שלמה	целая
שלמה	целые
שלמה	целое
שלמה	целиком
תבנית	шаблон
תבנית	узор
תבנית	схеме
תבנית	шаблон
תבנית	формат
אמריקאים	американский
אמריקאים	американские
אמריקאים	американская
אמריקאים	american
אמריקאים	американских
אמריקאים	американец
אמריקאים	американцы
הפועל	глагол
הפועל	хапоэль
אפריקה	африка
נחשב	рассмотрел
נחשב	считается
דרום	южные
דרום	южная
דרום	южный
דרום	южной
דרום	южное
דרום	южная
דרום	юг
דרום	южный
דרום	южной
זכויות	права
זכויות	прав
אולי	возможно
אולי	может
אולי	возможно
עלה	лист
לקבל	принимаю
לקבל	примите
לקבל	принимаем
לקבל	принять
לקבל	получить
לקבל	получите
מבנה	структура
להשתמש	используйте
להשתמש	использование
להשתמש	использовать
העליון	верховный
העליון	высшая
העליון	высший
בברכה	приветствовали
בברכה	искренне
בברכה	welcome
בברכה	приветствуя
בסיס	база
בסיס	основание
בסיס	основа
בסיס	основание
מין	пол
מין	секс
מין	видов
מין	виды
מין	вид
מין	мин
לשעבר	бывший
לשעבר	прежний
לשעבר	бывшей
לשעבר	бывшие
לשעבר	бывшая
לשעבר	ранее
כזה	такие
משנה	материя
אינטרנט	web
אינטרנט	веб
אינטרנט	интернет
אינטרנט	internet
נקודות	точки
נקודות	точками
נקודות	точек
נקודות	точки
נקודות	очки
נקודות	очков
נקודות	пятна
נקודות	ролики
קבוצה	группа
קבוצה	группы
קבוצה	group
קבוצה	команда
קבוצה	team
הקרב	битва
הקרב	бой
הקרב	сражение
שירים	стихи
שירים	песни
שירים	songs
התנועה	пробки
התנועה	движения
התנועה	трафик
התנועה	движение
עת	время
עת	времени
עת	тайм
עת	time
הר	горы
הר	горный
הר	гора
הר	горных
הר	горы
הר	гора
הר	маунт
הרי	харри
הרי	гарри
תפקיד	роль
תפקיד	роли
למה	зачем
למה	почему
נולדה	родилась
נולדה	родился
שמות	названия
שמות	имена
יחסית	сравнительно
יחסית	относительно
הקמת	учреждение
שערים	гейтс
שערים	ворота
שערים	порталы
שערים	целей
שערים	цели
מערכות	системы
מערכות	систем
שנייה	секунда
שנייה	второй
שנייה	вторая
שנייה	второе
שנייה	сек
ליצור	создать
ליצור	создайте
ליצור	создание
ליצור	создавать
מטרים	метрах
מטרים	метров
מטרים	метров
אמריקה	america
אמריקה	америка
ליד	вблизи
ליד	рядом
ליד	близко
שר	шар
שר	шер
שר	поет
שר	поют
שר	пою
שר	пение
שר	петь
שר	министр
שר	министра
קו	линии
קו	строка
קו	линия
קו	line
סוף	конце
סוף	end
סוף	конец
כסף	money
כסף	деньги
כסף	серебро
כסף	серебряный
כסף	сильвер
תמונות	фотографии
תמונות	фото
תמונות	рисунки
תמונות	фотографии
תמונות	картинки
תמונות	pictures
תמונות	картинки
תמונות	изображения
תמונות	образы
ספרי	рассказать
ספרי	расскажите
נשיא	президент
נשיא	председатель
נשיא	президенты
נשיא	президентов
נשיא	председатели
מוזיקה	музыка
מוזיקה	музыку
מוזיקה	music
חדשים	новые
חדשים	новинка
חדשים	новая
חדשים	новый
חדשים	новых
חדשים	новое
בהתאם	соответственно
מצב	статус
מצב	состояние
מצב	режим
מצב	mode
מצב	ситуация
מצב	положение
מצב	условие
מצב	состояние
היסטוריה	истории
היסטוריה	история
שינוי	перемены
שינוי	изменение
שינוי	изменения
שינוי	изменить
שינוי	сменить
כדורגל	футбол
כדורגל	футбол
ביקורת	критика
ביקורת	критику
ביקורת	критика
ביקורת	обзор
ביקורת	обзора
ביקורת	рассмотрение
ביקורת	пересмотреть
חודשים	месяца
חודשים	месяцы
חודשים	месяцев
אבן	камень
אבן	стоун
אבן	stone
שחקן	игрок
שחקן	проигрыватель
שחקן	актёр
שחקן	актер
משפט	корт
משפט	суд
משפט	приговор
משפט	предложение
אמריקאי	американский
אמריקאי	американские
אמריקאי	американская
אמריקאי	american
אמריקאי	американских
אמריקאי	американец
חצי	полу
חצי	половины
חצי	половина
חצי	половину
חצי	наполовину
הארגון	организации
הארגון	организация
סרטים	фильмы
סרטים	фильмов
סרטים	фильмы
סרטים	кино
הבא	далее
הבא	следующий
הבא	следующая
הבא	next
משפחה	семья
משפחה	семейство
משפחה	семейное
משפחה	семьи
משפחה	родные
במקביל	одновременно
במקביל	параллельное
במקביל	параллельно
במקביל	параллель
במקביל	параллельные
במקביל	параллельных
די	ди
מזרח	восточная
מזרח	востоке
מזרח	восток
מזרח	ист
מזרח	east
מזרח	восточный
מזרח	восточные
מזרח	восточная
מזרח	восточной
מזרח	восточное
ערים	города
ערים	городах
ערים	города
ערים	городов
הצליח	удалось
הצליח	преуспел
מחוץ	снаружи
מחוץ	вне
שבע	seven
שבע	семь
שבע	седьмая
תהליך	процесса
תהליך	процесс
חי	живущие
חי	живые
חי	живое
חי	живи
חי	живите
חי	live
חי	живу
חי	жить
חי	живой
חי	живым
חי	живая
חי	живые
חי	жив
שיר	стих
שיר	стихотворение
שיר	песня
שיר	песнь
שיר	song
טלוויזיה	телевидения
טלוויזיה	телевидение
טלוויזיה	телевизор
החוק	закон
החוק	право
רוסיה	россия
רוסיה	russia
השתתף	присутствовала
השתתף	присутствовали
השתתף	участвовать
השתתף	участвовал
השתתף	участвовала
חזר	вернулся
חזר	возвращено
התיכון	средняя
התיכון	ближнем
התיכון	средний
התיכון	среднее
אישים	личности
אישים	деятелей
בריטניה	британия
גבוהה	высокий
גבוהה	high
גבוהה	высоко
גבוהה	высокого
גבוהה	высокая
גבוהה	высокий
גבוהה	высокие
גבוהה	высокая
רוצה	хотеть
רוצה	хочу
רוצה	хочешь
מעט	немного
מעט	незначительно
מעט	слегка
כהן	коэн
חופשי	свободно
חופשי	бесплатно
חופשי	свободный
חופשי	свободной
חופשי	бесплатный
חופשי	бесплатные
חברות	дружбы
חברות	дружба
חברות	компаниям
חברות	компании
חברות	компаний
חברות	девушки
חברות	подружки
חברות	подружек
חברות	подруги
אן	энн
אן	анн
אן	анна
אן	энн
אן	анн
סיים	закончили
סיים	завершена
סיים	закончил
סיים	завершено
סיים	закончить
סיים	завершить
סיים	сделано
המקום	место
מבצע	эксплуатация
מבצע	операция
רמת	рамат
ברור	очистить
ברור	ясно
ברור	чисто
רשת	нетто
רשת	net
רשת	чистый
רשת	сетку
רשת	сетка
רשת	сетки
רשת	сеть
רשת	сети
רשת	network
הערכים	величины
הערכים	значения
הערכים	ценностей
הערכים	ценности
רקע	фон
רקע	фон
רקע	справочный
הגיעו	прибыл
הגיעו	приехали
הגיעו	прибыли
הגיעו	прибыла
תיאטרון	кинотеатр
תיאטרון	театр
תיאטרון	театр
דניאל	дэниэл
דניאל	дэниел
דניאל	даниель
דניאל	даниэль
דניאל	даниель
דניאל	даниэль
איטליה	италия
איטליה	италию
איטליה	италии
צורך	необходимо
צורך	необходимая
צורך	необходимые
צורך	необходимое
צורך	необходимый
צורך	нужда
צורך	необходимость
צורך	нужно
צורך	нужна
צורך	потребность
חדשה	новые
חדשה	новинка
חדשה	новая
חדשה	новый
חדשה	новых
חדשה	новое
אלבום	альбом
הרביעי	четвертой
הרביעי	четвертый
הרביעי	четвертое
הרביעי	четвёртая
הרביעי	четвёртый
הרביעי	четвертая
דו	доу
המרכז	центр
המרכז	центр
גן	ган
גן	ген
גן	джин
גן	гена
גן	гарден
גן	сад
גן	garden
עשרה	десять
עשרה	десятка
עשרה	ten
תמיד	всегда
משתמשים	пользователей
משתמשים	пользователи
העתיקה	древний
העתיקה	древних
העתיקה	древние
העתיקה	древняя
עליה	ее
עליה	ей
עליה	её
מחקר	изучение
מחקר	исследование
מחקר	исследований
מחקר	исследования
מחקר	исследование
תרבות	культура
כללי	общие
כללי	генерал
למעלה	наверх
למעלה	наверху
מופיע	появляется
הבכורה	премьеру
הבכורה	премьера
עונה	сезон
ארבע	четверо
ארבע	четыре
ציון	счёт
ציון	счет
ציון	очко
חשיבות	важность
חשיבות	значимость
סיום	завершение
סיום	завершения
סיום	конце
סיום	end
סיום	конец
סיום	выпускной
ארבעה	четверо
ארבעה	четыре
מאיר	меир
הכוחות	полномочия
הכוחות	силы
הכוחות	сил
שי	шей
שי	ши
כדור	сфера
כדור	бал
כדור	шар
כדור	мяч
כדור	пуля
כדור	пулю
עשר	десять
עשר	десятка
עשר	ten
עבד	работал
עבד	работала
עבד	сработало
עבד	работали
עבד	раб
עבד	раба
שער	врата
שער	ворота
שער	цель
שער	гол
שער	врата
שער	ворота
שער	шлюз
סביב	вокруг
גבוה	высокий
גבוה	high
גבוה	высоко
גבוה	высокого
גבוה	высокая
גבוה	высокий
גבוה	высокие
גבוה	высокая
גבוה	выше
אכן	воистину
אכן	действительно
נהר	ривер
נהר	река
נהר	реки
המקורי	оригинальная
המקורי	оригинально
המקורי	оригинальные
המקורי	первоначального
המקורי	оригинальный
המקורי	оригинал
יודע	знай
יודע	знать
הנשיא	президент
הנשיא	председатель
פה	здесь
פה	вот
בלי	без
אלכסנדר	александр
אלכסנדר	александер
משמש	абрикосы
הוקם	возведены
סמל	символ
סמל	сержант
סמל	значок
ראה	видишь
ראה	посмотреть
ראה	см
ראה	пила
ראה	видел
ראה	видела
ראה	увидел
ראה	увидела
