connecticut	connecticut
filosofen	filozof
filosofen	filosof
gjenopprettet	recuperate
gjenopprettet	recuperata
gjenopprettet	recuperat
gjenopprettet	restaurat
gjenopprettet	restaurata
gjenopprettet	restabilit
gjenopprettet	restabilita
forent	unificat
forent	unita
forent	united
forent	unite
forent	unit
utenlandsk	straine
utenlandsk	straina
utenlandsk	strain
utenlandsk	strain
utenlandsk	strainatate
randi	randi
lørenskog	lørenskog
nedgang	refuza
nedgang	declinul
nedgang	declin
nedgang	scadere
nedgang	scade
federation	federatiei
federation	federatia
federation	federatia
agnes	agnes
isaac	isaac
skeptisk	sceptic
skeptisk	sceptici
skeptisk	sceptica
skeptisk	sceptic
skeptisk	sceptica
symfoni	simfonie
symfoni	simfonia
phillips	philips
phillips	phillips
gata	street
gata	strada
gata	strada
powell	powell
samsvar	conformitatea
samsvar	conformitate
samsvar	respectarea
scotland	scotia
scotland	scotia
scotland	scotia
albumene	albumele
albumene	albume
klatre	urca
personlighet	personalitate
personlighet	personalitatea
tidsskrifter	reviste
tidsskrifter	revistele
oberstløytnant	colonel
sjanse	sansa
sjanse	sanse
sjanse	sanse
sjanse	sansa
stanset	oprit
sakte	incet
halve	jumatate
halve	jumate
halve	jumatate
skritt	pas
skritt	pasul
skritt	pasii
skritt	trepte
skritt	pasi
skritt	pasi
castilla	castilia
castilla	castilla
organisk	organici
organisk	organice
organisk	organica
organisk	organic
hundrevis	sute
amanda	amanda
søsteren	sora
søsteren	sora
paulsen	paulsen
bratt	abrupte
bratt	abrupta
bratt	abrupt
hagerup	hagerup
rot	mizerie
rot	radacina
rot	root
rot	radacina
rot	radacina
rot	inradacinata
palmer	palmer
jennifer	jennifer
kjerne	nucleul
kjerne	core
kjerne	miezul
kjerne	miez
kjerne	nucleu
kjerne	nucleu
dømte	condamnat
dømte	judecat
opplevd	experimentat
made	facute
made	made
made	facuta
made	facut
skuespillerinnen	actrita
skuespillerinnen	actrita
olivier	olivier
tjue	douazeci
tjue	twenty
tjue	douazeci
eksport	exporta
eksport	export
eksport	exportul
sonja	sonja
roskilde	roskilde
mozart	mozart
opprettholdt	mentinut
leon	leon
mater	mater
mater	hranirea
mater	hranire
jenny	jenny
tsjekkiske	cehi
tsjekkiske	ceha
tsjekkiske	cehia
tsjekkiske	ceh
prinsen	printul
prinsen	printul
prinsen	print
prinsen	print
prinsen	print
prinsen	prince
skulpturer	sculptura
skulpturer	sculptura
skulpturer	sculpturi
brekke	break
brekke	rupe
brekke	pauza
brekke	sparge
brekke	pauza
brekke	rupere
grey	grey
grey	gri
valencia	valencia
egenskap	trasatura
pastor	pastorul
pastor	pastore
pastor	pastor
forandringer	modificari
forandringer	schimbari
forandringer	modificari
forandringer	schimbari
innsiden	interior
innsiden	inauntru
bryst	sani
bryst	sanii
bryst	sani
bryst	sanul
bryst	san
bryst	piept
pike	pike
analyser	analizeaza
analyser	analizeaza
analyser	analize
analyser	analizele
sørger	doliu
sørger	jale
sektor	sector
sektor	sectorul
krysse	crucea
krysse	cruce
krysse	cross
låt	cantec
låt	song
låt	melodie
låt	cantec
metamorfose	metamorfoza
ettertiden	posteritate
strukturer	structurile
strukturer	structuri
strukturer	structurilor
montana	montana
serbiske	sarb
serbiske	sarbi
serbiske	sarba
presenterer	introducerea
beleiret	asediat
ghana	ghana
forhindret	impiedicat
forhindret	prevenit
tallinn	tallinn
stafetten	releu
rapporter	raport
rapporter	raportul
rapporter	raporteaza
rapporter	rapoarte
rapporter	rapoartele
romantisk	romantica
romantisk	romantice
romantisk	romantic
romantisk	romantica
kosovo	kosovo
mind	minte
mind	mintea
avansert	avansata
avansert	avansate
avansert	avansat
henviser	corelarea
tórshavn	tórshavn
begrense	limitarea
biologi	biologie
biologi	biologia
søstre	surori
søstre	surorilor
søstre	surorile
bestemmelser	reglementarile
bestemmelser	reglementari
bestemmelser	regulamentele
bestemmelser	regulamente
bestemmelser	dispozitii
bestemmelser	prevederi
bestemmelser	provizioane
munnen	gura
munnen	gura
munnen	gurii
cameron	cameron
rasende	furioasa
rasende	furios
rasende	infuriat
ofre	victime
ofre	victimele
siri	siri
kjøper	cumparator
kjøper	cumparatorul
kjøper	cumparare
kjøper	cumpar
kjøper	cumparare
uka	saptamana
uka	saptamana
uka	saptamana
uka	saptamina
uka	saptamina
offer	victime
offer	victimele
offer	victima
offer	victima
plyndret	pradat
hanna	hanna
avhenger	depinde
pat	pat
holmes	holmes
columbus	columbus
columbus	columb
leonardo	leonardo
testet	testate
testet	testat
testet	testata
lier	lier
inkludere	include
inkludere	includ
besøke	vizitati
besøke	vizita
besøke	vizita
besøke	viziteaza
væske	fluide
væske	fluid
væske	lichid
væske	lichide
væske	lichid
væske	lichida
graf	grafic
materiell	materialul
materiell	material
materiell	materiale
materiell	materiale
materiell	materialele
suite	suita
suite	suite
suite	suita
falske	fals
falske	falsa
falske	falsa
falske	false
sichuan	sichuan
aksel	aksel
ulrich	ulrich
fekter	spadasin
spirit	spiritul
spirit	spirit
odin	odin
variasjon	variatia
variasjon	variatie
variasjon	varietate
variasjon	soi
variasjon	varietatea
macao	macao
macao	macao
spesialisert	specializat
spesialisert	specializate
spesialisert	specializata
skatter	comoara
skatter	comoara
skatter	comori
skatter	comori
skatter	comorile
skatter	impozitele
skatter	impozite
skatter	taxe
skatter	taxele
plasseringen	plasare
plasseringen	plasarea
skillet	distinctie
skillet	distinctia
harvey	harvey
sosiologi	sociologie
hestesport	ecvestru
stipend	bursele
stipend	burse
stipend	bursa
stipend	bursa
moses	moise
moses	moses
kairo	cairo
veiledning	ghid
veiledning	ghidul
begrensninger	limitarile
begrensninger	limitari
begrensninger	restrictii
begrensninger	limite
begrensninger	limitele
atferd	comportamente
atferd	comportamentul
atferd	comportament
padling	caiac
padling	canotaj
bakterier	bacterie
bakterier	bacterii
bakterier	bacteriile
bakterier	bacteria
hand	mina
hand	mana
hand	mana
hand	mana
logo	logo
logo	sigla
collett	collett
miami	miami
kalender	calendar
kalender	calendarul
komposisjon	compozitia
komposisjon	compozitia
komposisjon	compozitie
dekk	anvelope
dekk	pneuri
dekk	cauciucuri
dekk	acoperi
dekk	acopera
dekk	coperta
dekk	coperta
dekk	cover
dekk	acoperire
dekk	punte
dekk	puntea
bomber	bombe
bomber	bombele
portretter	portretele
portretter	portrete
innspill	intrare
haiti	haiti
utløste	declansat
spesifikt	specific
spesifikt	specifica
spesifikt	specifice
uttrykt	exprimat
uttrykt	exprimata
uttrykt	exprimate
pilot	pilot
mats	mats
sint	suparat
sint	furioasa
sint	suparata
sint	furios
sint	suparat
sint	mad
iranske	iraniene
iranske	iraniana
iranske	iranian
kreta	creta
kreta	creta
ønskelig	dorita
ønskelig	dorit
ønskelig	dorita
ønskelig	dorite
child	copile
child	copila
child	copil
child	copila
progressiv	progresive
progressiv	progresiva
progressiv	progresiv
lært	invatat
lært	invatat
lært	invatat
luke	luke
luke	luca
bratte	abrupte
bratte	abrupta
bratte	abrupt
peters	peters
jules	jules
rammer	rame
rammer	cadre
kjennskap	familiaritate
kapital	capitala
kapital	capitala
kapital	capital
gibraltar	gibraltar
fullføre	completa
fullføre	completa
fullføre	complete
fullføre	complet
maine	maine
roberto	roberto
orig	orig
hen	gaina
hen	gaina
distribusjon	distributie
distribusjon	distributia
distribusjon	distributia
distribusjon	distribuire
distribusjon	distributie
augusta	augusta
xiii	xiii
placid	placid
ankomst	sosirea
ankomst	sosire
ankomst	eta
ankomst	sosiri
høgskole	facultate
høgskole	facultatea
høgskole	colegiul
høgskole	colegiu
skriv	scrieti
skriv	scrieti
skriv	scriu
skriv	scrie
skriv	tipul
skriv	tasteaza
skriv	tip
fyret	far
fyret	farul
trives	prospera
hamsun	hamsun
babylon	babilon
babylon	babylon
fett	grasa
fett	grasa
fett	grasime
fett	gras
sortland	sortland
betaling	plata
betaling	plata
betaling	platile
betaling	plati
hindret	impiedicat
hindret	prevenit
roosevelt	roosevelt
blokkering	blocarea
blokkering	blocheaza
blokkering	bloc
blokkering	block
vilkår	conditiile
vilkår	conditii
vilkår	conditii
vilkår	conditiile
vilkår	termenii
vilkår	termeni
bølger	valuri
bølger	valurile
gerd	gerd
glansvinger	lycaenidae
masters	masterat
masters	masters
masters	stapani
masters	stapanii
palass	palate
palass	palatul
palass	palat
palass	palace
moths	molii
eine	eine
banker	banks
banker	bancile
banker	banci
banker	banci
banker	bancile
begått	comis
begått	comise
milton	milton
ruta	traseu
ruta	ruta
ruta	ruta
ruta	traseul
problematisk	problematica
problematisk	problematice
problematisk	problematic
gyldig	valabil
gyldig	valabile
gyldig	valid
gyldig	valabila
gyldig	valida
leire	argila
leire	lut
leire	clay
trekkspill	acordeon
tykk	groase
tykk	gros
tykk	groasa
tykk	grosime
naval	navale
naval	naval
naval	navala
vanskeligheter	dificultate
vanskeligheter	dificultati
vanskeligheter	dificultatea
vanskeligheter	dificultatile
vanskeligheter	dificultati
kontroversielle	controversate
kontroversielle	controversat
kontroversielle	controversata
lin	lin
kraften	forta
kraften	forta
kraften	forta
nba	nba
fylte	umplute
fylte	umplut
fornuftig	sensibil
fornuftig	rezonabila
fornuftig	rezonabile
fornuftig	rezonabil
kanter	margini
kanter	marginile
bestefar	bunic
bestefar	bunicul
bestefar	bunic
bestefar	bunicul
sony	sony
beskrivelsen	descriere
beskrivelsen	descrierea
sverdrup	sverdrup
mesa	mesa
sevilla	sevilla
sevilla	sevilla
innspilling	inregistrare
innspilling	inregistrarea
forklart	explicate
forklart	explicat
forklart	explicata
handle	shop
handle	magazin
handle	actul
handle	actioneaza
handle	act
heidi	heidi
vern	vern
princeton	princeton
sitat	cita
sitat	citez
sitat	citat
sitat	citatul
register	registru
register	inregistreaza
register	inregistrare
knight	knight
knight	cavaler
knight	cavalerul
vegas	vegas
bla	blah
bla	bla
aristoteles	aristotel
temperaturer	temperaturi
temperaturer	temperaturile
lovlig	juridice
lovlig	legale
lovlig	juridic
lovlig	legala
lovlig	legal
rovers	rovers
beslutning	decizia
beslutning	decizie
sainte	sainte
bengt	bengt
yuan	yuan
six	sase
six	six
six	sase
six	sase
ward	ward
kjære	draga
kjære	miere
kjære	draga
kjære	dragi
kjære	draga
speed	viteza
speed	viteza
speed	speed
speed	turatia
creek	parau
creek	creek
erlend	erlend
cole	cole
troll	troll
troll	trol
troll	troli
troll	trolii
iver	iver
iver	zel
iver	zelul
peak	varf
varierte	variat
varierte	variate
varierte	variata
sukker	zahar
sukker	zahar
sukker	zaharul
sukker	sugar
note	nota
note	nota
ide	ide
ide	idee
ide	ideea
ide	idea
behandler	procesarea
behandler	procesare
behandler	prelucrarea
behandler	prelucrare
behandler	trateaza
behandler	trateaza
ensemble	ansamblul
ensemble	ansamblu
disk	discul
disk	disc
disk	discheta
ekstreme	extrema
ekstreme	extrem
ekstreme	extrema
ekstreme	extreme
skall	scoica
skall	shell
skall	cochilie
skall	coaja
flying	zburand
flying	zbor
angi	setata
angi	stabileste
angi	set
angi	seteaza
angi	setat
angi	introdu
angi	introduceti
angi	enter
angi	intra
angi	intra
hoppe	sari
hoppe	salt
hoppe	hoppe
geologi	geologie
seattle	seattle
geologiske	geologica
geologiske	geologic
geologiske	geologice
hjul	roata
hjul	roata
hjul	roti
hjul	rotile
hjul	roti
hjul	roti
atitle	atitle
beskrivelser	descrierile
beskrivelser	descrieri
circuit	circuit
circuit	circuitul
prinsipp	principiul
prinsipp	principiu
prinsipp	principiile
prinsipp	principii
delhi	delhi
landevei	autostrada
landevei	autostrada
landevei	highway
fiende	inamic
fiende	dusman
fiende	inamicul
fiende	dusman
pensjon	pensie
pensjon	pensia
pensjon	pensiunea
pensjon	pensii
vitne	martorii
vitne	martori
vitne	martorul
vitne	martora
vitne	martor
vitne	martori
håndverk	meserii
ivrig	dornici
ivrig	nerabdator
ivrig	dornic
västra	västra
heaven	ceruri
heaven	rai
heaven	raiul
avslo	refuzata
avslo	refuzate
avslo	refuzat
avslo	refuzata
avslo	refuzat
yorkshire	yorkshire
undersøkt	anchetat
undersøkt	investigate
undersøkt	investigata
undersøkt	investigat
undersøkt	examinate
undersøkt	examinat
undersøkt	examinata
undersøkt	cercetat
sjøsatt	lansat
sjøsatt	lansata
sjøsatt	lansate
konkluderte	incheiate
maría	maría
gylne	aurit
gylne	auriu
gylne	golden
cdu	cdu
utgiver	editor
utgiver	editura
utgiver	editorii
utgiver	editori
øyeblikk	momentele
øyeblikk	clipe
øyeblikk	momente
øyeblikk	moment
øyeblikk	momentul
øyeblikk	instantanee
øyeblikk	instantaneu
øyeblikk	instant
utfordringer	provocari
utfordringer	provocarile
ordinær	ordinar
ordinær	obisnuit
ordinær	ordinare
ordinær	obisnuita
nora	nora
lei	lei
produksjoner	productions
uganda	uganda
blanke	stralucitor
blanke	lucios
samtaler	conversatii
lorentzen	lorentzen
flatt	plate
flatt	plat
arrangere	aranja
arrangere	aranjeaza
elite	elita
elite	elita
elite	elite
seksten	sixteen
riga	riga
ahmed	ahmed
kjemiker	chimist
baptiste	baptiste
tegneserier	comics
woods	woods
woods	paduri
woods	paduri
woods	padure
woods	padure
nacional	nacional
andresen	andresen
aasen	aasen
representasjon	reprezentarea
representasjon	reprezentare
stabil	stabil
stabil	stabile
stabil	grajd
stabil	stabila
kjøp	cumparare
kjøp	achizitie
kjøp	cumpara
kjøp	cumpara
kjøp	cumpar
kjøp	cumpara
kjøp	achizitiile
kjøp	achizitii
owen	owen
bretagne	brittany
bangladesh	bangladesh
bros	bros
herskere	conducatori
herskere	conducatorii
tykke	groase
tykke	gros
tykke	groasa
tykke	grosime
jiang	jiang
tomme	centimetru
tomme	gol
tomme	goale
tomme	goala
tomme	goala
cat	pisica
cat	pisica
cat	cat
coast	coasta
coast	coasta
coast	coast
fyller	umplutura
fyller	umplere
before	inainte
before	inainte
mektig	puternica
mektig	puternic
avslutte	termina
avslutte	finalizeaza
kontoret	oficiu
kontoret	biroul
kontoret	oficiul
kontoret	birou
sporene	pinteni
markedsføring	comercializare
markedsføring	marketing
markedsføring	comercializarea
eugene	eugene
maur	furnica
maur	furnica
maur	furnicile
maur	furnici
bombefly	bombardier
bombefly	bombardierele
bombefly	bombardiere
boks	casuta
boks	cutie
boks	cutia
clarke	clarke
fattig	saracul
fattig	saraci
fattig	saraca
segl	foci
segl	focile
segl	sigiliu
segl	foca
segl	sigiliul
segl	seal
mayer	mayer
fisker	peste
fisker	pesti
fisker	pesti
fisker	pescar
fisker	pescarul
våpenskjold	crest
mecklenburg	mecklenburg
floyd	floyd
århus	aarhus
tottenham	tottenham
opprettes	creeaza
opprettes	create
opprettes	creata
opprettes	creata
opprettes	creat
avlange	alungite
frø	seminte
frø	samanta
frø	seminte
frø	seminte
mercury	mercury
mercury	mercur
mercury	mercurul
policy	politica
policy	politica
utvist	expulzat
utvist	exmatriculata
utvist	exmatriculat
maksimalt	maxima
maksimalt	maxima
maksimalt	maxim
maksimalt	maximum
paolo	paolo
massiv	massive
massiv	masive
massiv	masiv
massiv	masiva
germain	germain
simpson	simpson
earl	earl
rogers	rogers
salget	vanzarile
salget	vanzari
salget	vanzari
kobayashi	kobayashi
forsvarer	aparatorul
forsvarer	aparator
forsvarer	aparand
produsenten	producator
produsenten	producator
rafael	raphael
rafael	rafael
rafael	rafael
regime	regimul
regime	regim
overrasket	surprins
overrasket	surprinsa
any	oricare
any	orice
kristine	kristine
opplevelser	experiente
opplevelser	experiente
tiger	tiger
tiger	tigrul
tiger	tigru
ost	branza
ost	branza
ost	branza
hoel	hoel
takt	tact
brygge	dig
brygge	pier
muhammed	muhammad
muhammed	mohammed
ambassaden	ambasadei
ambassaden	ambasada
ambassaden	ambasada
eduard	eduard
carnegie	carnegie
intervjuer	interviurile
intervjuer	interviuri
madison	madison
kvalifisere	califica
kvalifisere	califica
survey	sondaj
konsekvent	consistent
konsekvent	consecvent
konsekvent	consistenta
konsekvent	consistent
konsekvent	consecvent
konsekvent	consecventa
village	satul
village	village
village	satului
village	sat
imago	imago
elektrisitet	electricitatea
elektrisitet	electricitate
konkurrere	concura
konkurrere	concureaza
same	acelasi
glemt	uitat
glemt	uitasem
glemt	uitat
glemt	uitata
glemt	uitate
bue	arc
bue	plecaciune
bue	arcul
bue	bow
bokstavelig	literalmente
bokstavelig	literal
bokstavelig	literal
systems	sisteme
romantiske	romantica
romantiske	romantice
romantiske	romantic
romantiske	romantica
sykler	bicicletele
sykler	biciclete
sykler	biciclete
sykler	motociclete
sykler	ciclism
claudius	claudius
fond	fondul
fond	fond
pokémon	pokémon
pokémon	pokemon
johanna	johanna
johanna	joanna
philipp	philipp
kjemper	giants
montgomery	montgomery
slank	slim
slank	subtire
alba	alba
uheldig	ghinionist
uheldig	ghinion
uheldig	nefericit
unesco	unesco
cecilie	cecilie
påstand	revendicare
påstand	revendica
hektar	hectare
hektar	acri
knust	spulberat
knust	devastat
knust	devastata
knust	zdrobit
knust	strivit
knust	zdrobita
knust	stricat
knust	rupt
knust	spart
knust	rupte
knust	zdrobit
seile	navigheaza
seile	naviga
oppfunnet	inventate
oppfunnet	inventat
konservativ	conservatori
konservativ	conservatoare
konservativ	conservator
display	afisare
display	afiseaza
andorra	andorra
falsk	fals
falsk	falsa
falsk	falsa
falsk	false
falsk	fals
falsk	falsa
falsk	fake
munk	calugar
munk	monk
munk	calugar
munk	calugarul
munk	munk
clements	clements
ombygging	remodelare
tomas	tomas
mali	mali
hals	gat
hals	gat
hals	gatul
hals	gat
hals	gat
hals	gatul
formue	fortune
formue	avere
fet	grasa
fet	grasa
fet	grasime
fet	gras
summen	sum
summen	suma
summen	suma
inter	inter
nikolai	nikolai
waters	apele
waters	apelor
waters	waters
waters	ape
hydrogen	hidrogen
hydrogen	hidrogenul
audun	audun
tester	incercari
tester	teste
tester	testele
tester	testare
tester	testarea
imdb	imdb
curtis	curtis
ukrainske	ucrainean
ukrainske	ucraineana
carlsen	carlsen
without	fara
without	fara
todd	todd
tove	tova
tove	tove
nøyaktige	precise
nøyaktige	precisa
castro	castro
himmel	ceruri
himmel	rai
himmel	raiul
himmel	cerul
himmel	sky
himmel	cer
plasserer	plasarea
phoenix	phoenix
ibm	ibm
rob	rob
rca	rca
westwood	westwood
gudinne	zeita
gudinne	zeita
arms	brate
arms	bratele
arms	brate
urter	ierburi
omgivelser	imprejurimi
omgivelser	imprejurimi
omgivelser	imprejurimile
filosofisk	filozofice
velkjent	familiar
velkjent	familiara
velkjent	familiare
erstatter	inlocuind
erstatter	inlocuirea
erstatter	inlocuieste
erstatter	inlocuirea
erstatter	inlocuitor
erstatter	inlocuire
skarp	sharp
slåss	lupta
stanford	stanford
marcel	marcel
overgrep	abuzuri
overgrep	abuz
overgrep	abuzul
rex	rex
gaver	daruri
gaver	cadouri
gaver	prezinta
gaver	cadouri
gaver	cadourile
marseille	marseille
marseille	marsilia
marseille	marsilia
player	player
player	jucator
player	jucatorul
player	jucator
mel	faina
mel	faina
mel	mel
muntlig	oral
muntlig	orala
utah	utah
drøm	visul
drøm	vis
drøm	viseaza
drøm	viseaza
auto	auto
lind	lind
uci	uci
edith	edith
utøverne	sportivii
utøverne	sportivi
tilbudet	oferta
tilbudet	oferta
tilbudet	ofer
kamerun	camerun
ferguson	ferguson
ferdigheter	skills
ferdigheter	aptitudini
ferdigheter	competente
fremmed	strain
fremmed	strain
stjernene	staruri
stjernene	stars
stjernene	stelele
stjernene	stele
command	comanda
command	comanda
madsen	madsen
tolkes	interpretate
tolkes	interpretat
tolkes	interpretata
signal	semnal
signal	semnalizeaza
signal	semnalul
españa	españa
instrumental	instrumental
kaster	aruncarea
løpere	alergatori
oppdage	descoperind
oppdage	detecta
oppdage	detecteaza
oppdage	descopera
oppdage	descopera
oppdage	descopar
oppdage	descoperiti
tilnærming	abordarea
tilnærming	abordare
board	bord
board	tabla
vogt	vogt
jylland	iutlanda
fairmaire	fairmaire
utslipp	emisiile
utslipp	emisii
busser	autobuze
busser	autobuzele
zhou	zhou
verb	verb
verb	verbe
marina	marina
satse	pariaza
satse	pariu
løve	leul
løve	leu
løve	lion
interesserte	interesate
interesserte	interesat
interesserte	interesati
interesserte	interesata
alpine	alpine
grov	agravat
grov	grosier
margin	marja
margin	marja
dødelig	letale
dødelig	letal
dødelig	letala
dødelig	mortale
dødelig	mortala
dødelig	mortal
dødelig	fatale
dødelig	fatal
dødelig	fatala
dødelig	fatala
dødelig	muritori
dødelig	muritoare
dødelig	muritor
krise	criza
krise	criza
vurderte	evaluat
vurderte	nominala
vinduer	windows
vinduer	ferestre
vinduer	geamuri
vinduer	ferestrele
richmond	richmond
imo	omi
plukket	smuls
dong	dong
krogh	krogh
innsikt	statistici
next	urmatorul
next	urmatorul
next	urmator
next	urmatoarea
strømsgodset	strømsgodset
alessandro	alessandro
ideologi	ideologia
ideologi	ideologie
salme	imn
salme	psalmul
modifisert	modificata
modifisert	modificate
modifisert	modificat
ekstern	extern
ekstern	externe
ekstern	externi
ekstern	externa
ekstern	exterior
sofie	sofie
sammenslåingen	imbinare
sammenslåingen	imbina
sammenslåingen	unire
sammenslåingen	unificare
symboliserer	simbolizeaza
jefferson	jefferson
temple	templul
temple	templu
temple	temple
shandong	shandong
internt	interna
internt	intern
internt	interne
internt	intern
søkt	aplicate
søkt	aplicat
søkt	aplicata
søkt	cautat
søkt	cautat
due	porumbel
due	porumbelul
due	porumbei
due	porumbel
due	dove
innlandet	hinterlandul
krigene	razboaiele
