और	og
शामिल	inkluderer
शामिल	omfatter
शामिल	inkluderes
शामिल	inkluderte
शामिल	inkludert
शामिल	inkluderer
शामिल	inkluder
शामिल	inkludere
उन्हें	them
उन्हें	dem
उस	det
उस	at
स्थान	stader
स्थान	steder
स्थान	spisesteder
स्थान	posisjoner
स्थान	plasseringer
स्थान	steder
स्थान	spisested
स्थान	place
स्थान	sted
स्थान	beliggenhet
स्थान	sted
स्थान	lokalisering
स्थान	lokasjon
स्थान	posisjon
स्थान	plassering
प्रमुख	høvding
प्रमुख	majoren
प्रमुख	major
प्रमुख	dur
प्रमुख	avdelingsleder
प्रमुख	main
प्रमुख	hoved
हुई	hui
बीच	beach
बीच	stranda
बीच	strand
बीच	sentrum
बीच	center
बीच	senter
गए	gone
गए	gått
गए	borte
गए	gikk
गए	dro
गए	gjekk
मुख्य	høvding
मुख्य	main
मुख्य	hoved
थी	var
बिहार	bihar
उसे	ham
उसे	him
उसे	hennes
उसे	henne
कार्य	oppgaver
कार्य	jobben
कार्य	job
कार्य	jobb
कार्य	arbeid
कार्य	arbeide
कार्य	jobbe
कार्य	jobb
कार्य	jobber
कार्य	jobs
कार्य	jobber
कार्य	arbeidsplasser
कार्य	oppgave
उनकी	sine
उनकी	deres
आंध्र	andhra
आंध्र	andra
नगर	town
नगर	byen
नगर	by
नगर	city
नगर	byen
नगर	poststed
नगर	by
उपयोग	bruken
उपयोग	bruke
उपयोग	bruk
उपयोग	bruken
उपयोग	bruker
लोगों	mennesker
लोगों	personer
लोगों	personar
लोगों	folk
आधार	base
आधार	basen
आधार	premiss
आधार	grunnlag
आधार	basis
काम	arbeid
काम	arbeide
काम	jobbe
काम	jobb
काम	jobber
जीवन	liv
जीवन	livet
जीवन	life
विश्व	verdens
विश्व	world
विश्व	verden
भाग	deler
भाग	seksjon
भाग	seksjoner
भाग	del
भाग	delene
भाग	deler
निर्माण	skapelsen
निर्माण	oppretting
निर्माण	skapning
निर्माण	skaperverk
निर्माण	skapelse
निर्माण	opprettelse
निर्माण	bygging
निर्माण	konstruksjon
निर्माण	bygge
निर्माण	bygg
निर्माण	produksjon
गई	gikk
गई	dro
गई	gjekk
दोनों	både
दोनों	begge
राष्ट्रीय	nasjonale
राष्ट्रीय	national
राष्ट्रीय	nasjonal
राष्ट्रीय	nasjonalt
जानकारी	info
जानकारी	informasjon
जानकारी	informasjon
जानकारी	informasjonen
जानकारी	opplysninger
पोर्टल	portal
पोर्टल	portalen
शहर	downtown
शहर	sentrum
शहर	city
शहर	byen
शहर	poststed
शहर	by
शहर	byer
बार	gitter
बार	takter
बार	streker
बार	stolper
बार	barer
बार	bar
बार	tidspunkter
बार	tider
बार	tidene
बार	ganger
बार	times
लगभग	almost
लगभग	nesten
लगभग	omtrent
लगभग	cirka
फिल्म	movie
फिल्म	film
फिल्म	film
यहाँ	her
प्रसिद्ध	berømte
प्रसिद्ध	berømt
विकास	utvikling
विकास	vekst
केवल	berre
केवल	only
केवल	bare
केवल	kun
देश	fedreland
देश	landet
देश	land
देश	country
देश	nasjon
देश	nation
देश	landene
देश	land
वेबसाइट	nettsted
वेबसाइट	nettside
वेबसाइट	nettstedet
अलग	separert
अलग	atskilt
अलग	annerledes
अलग	ulike
अलग	forskjellige
अलग	forskjellig
अलग	separat
अलग	skill
अलग	atskilt
अलग	skille
विशेष	exclusive
विशेष	eksklusive
विशेष	eksklusivt
विशेष	eksklusiv
विशेष	spesielt
विशेष	special
विशेष	spesiell
विशेष	spesielle
विशेष	spesial
इसकी	dets
इसकी	sine
इसकी	sin
इसकी	its
कभी	noensinne
कभी	ever
दी	gitt
दी	gav
दी	ga
पृष्ठ	siden
पृष्ठ	sida
पृष्ठ	side
पृष्ठ	page
पृष्ठ	sidene
पृष्ठ	sider
माना	vurdert
माना	mana
माना	angivelig
माना	visstnok
शब्द	ord
शब्द	word
शब्द	æresord
शब्द	ord
शब्द	words
शब्द	orda
फिर	deretter
फिर	så
फिर	da
तीन	tre
तीन	three
पुरस्कार	belønner
पुरस्कार	belønninger
पुरस्कार	premie
पुरस्कार	utmerkelse
पुरस्कार	award
पुरस्कार	utmerkelser
पुरस्कार	priser
पुरस्कार	utdelingen
पुरस्कार	awards
पुरस्कार	utmerkelse
पुरस्कार	premier
पुरस्कार	belønning
पुरस्कार	dusør
लेख	artikler
लेख	masteroppgave
लेख	avhandling
लेख	artikkel
लेख	artikkelen
अब	now
अब	nå
अमेरिका	amerika
अमेरिका	america
मंदिर	tempelet
मंदिर	tempel
मंदिर	temple
अलावा	tilskudd
अलावा	tillegg
अलावा	bortsett
दक्षिण	syd
दक्षिण	syden
दक्षिण	sør
दक्षिण	south
विभिन्न	ymse
विभिन्न	diverse
विभिन्न	diverse
इतिहास	historikk
इतिहास	history
इतिहास	historie
लिया	tatt
फ़िल्म	movie
फ़िल्म	film
फ़िल्म	film
क्योंकि	because
क्योंकि	fordi
पास	bestå
पास	pasning
विस्तृत	detaljerte
विस्तृत	detaljert
विस्तृत	utdype
विस्तृत	avansert
विस्तृत	avanserte
विस्तृत	advanced
दिन	dag
दिन	dagen
दिन	day
दिन	dagtid
दिन	dager
दिन	dagene
दिन	days
कृषि	landbruk
कृषि	jordbruk
शुरू	started
शुरू	begynte
शुरू	begynt
शुरू	startet
शुरू	starta
शुरू	begynne
शुरू	begynn
व्यक्ति	person
व्यक्ति	personen
व्यक्ति	individuelle
व्यक्ति	individuell
व्यक्ति	individ
व्यक्ति	individet
व्यक्ति	individualisme
उनका	sine
उनका	deres
विज्ञान	vitenskap
विज्ञान	naturvitenskap
सदस्य	medlem
सदस्य	medlemmet
सदस्य	abonnent
सदस्य	abonnenter
सदस्य	abonnentene
सदस्य	medlemmer
सदस्य	medlemmene
सदस्य	medlemer
हालांकि	selvom
हालांकि	skjønt
हालांकि	though
सिंह	singh
सिंह	leo
अनेक	mangt
अनेक	many
अनेक	mangen
अनेक	mange
अनेक	flere
अनेक	multippel
यहां	her
संख्या	tall
संख्या	nummer
संख्या	number
संख्या	antall
संख्या	tall
संख्या	numre
अपना	own
अपना	eget
अपना	eie
अपना	egen
अपना	ditt
अपना	din
अपना	dine
बात	thing
बात	tingen
बात	greie
बात	snakkes
बात	snakk
बात	talk
साहित्य	litteratur
शिक्षा	utdannelse
शिक्षा	utdanning
शिक्षा	skolepenger
दिल्ली	delhi
धर्म	religion
धर्म	religionen
धर्म	religioner
धर्म	dharma
मूल	opprinnelse
मूल	opphav
मूल	originals
मूल	innfødt
मूल	originalt
मूल	originalen
मूल	opprinnelig
मूल	originale
मूल	opprinnelige
मूल	original
मूल	grunnleggende
मूल	basic
तब	deretter
तब	så
तब	da
बना	make
बना	lage
बना	gjøre
बना	lagd
बना	made
बना	laget
कोड	kode
कोड	koden
कोड	kodeks
कोड	koder
कोड	kodene
संयुक्त	forent
संयुक्त	united
संयुक्त	kombinert
संयुक्त	joint
जुलाई	juli
जुलाई	july
युद्ध	kamp
युद्ध	slaget
युद्ध	krigen
युद्ध	krig
नदी	elven
नदी	river
नदी	elv
वाला	vala
काल	anspent
काल	anrop
काल	call
काल	ring
काल	ringe
काल	punktum
काल	perioden
काल	periode
ऐसे	slikt
ऐसे	slik
ऐसे	sådan
ऐसे	slike
वर्षों	ar
वर्षों	årevis
वर्षों	år
वर्षों	regnskog
प्रति	per
स्टेशन	stasjon
स्टेशन	holdeplass
स्टेशन	stasjoner
स्टेशन	stasjonene
बड़े	large
बड़े	stor
बड़े	stort
बड़े	big
बड़े	store
बड़े	stor
बड़े	stort
जनवरी	januar
मध्य	central
मध्य	sentral
मध्य	sentralt
मध्य	sentrum
मध्य	center
मध्य	senter
मध्य	middle
मध्य	midtre
मध्य	midten
राजा	raja
राजा	konge
राजा	dobbelseng
प्रथम	første
प्रथम	først
प्रथम	forst
प्रथम	first
विश्वविद्यालय	universiteter
विश्वविद्यालय	university
विश्वविद्यालय	universitet
विश्वविद्यालय	universitetet
जून	jun
जून	juni
जून	june
उसकी	hans
उसकी	sin
उसकी	hennes
उसकी	henne
जिसके	lindrer
मार्च	mar
मार्च	marsjer
मार्च	march
मार्च	marsj
मार्च	mars
मार्च	marsjere
बन	bolle
बनी	bunny
अर्थ	betydning
अर्थ	mening
अप्रैल	apr
अप्रैल	april
महत्वपूर्ण	viktig
महत्वपूर्ण	kritisk
महत्वपूर्ण	kritiske
प्रामाणिक	autentiske
प्रामाणिक	autentisk
आप	du
आप	deg
अक्टूबर	oktober
अक्टूबर	october
अक्टूबर	okt
अक्टूबर	oct
समूह	menighet
समूह	gruppe
समूह	gruppen
समूह	grupper
समूह	gruppene
वर्तमान	gjeldende
वर्तमान	nåværende
वर्तमान	nåværende
वर्तमान	presentere
वर्तमान	presang
वर्तमान	nåtid
वर्तमान	tilstede
अध्ययन	studerer
अध्ययन	studere
अध्ययन	studie
अध्ययन	studier
विभाग	avdeling
विभाग	department
विभाग	departement
विभाग	divisjon
विभाग	departementer
विभाग	avdelinger
आम	mango
आम	common
आम	felles
आम	vanlig
स्थिति	status
स्थिति	stilling
स्थिति	posisjon
स्थिति	stat
स्थिति	staten
स्थिति	delstater
स्थिति	state
स्थिति	tilstand
स्थिति	delstat
स्थिति	betingelsen
स्थिति	betingelse
स्थिति	tilstand
स्थिति	stand
स्थिति	situasjon
प्रभाव	sammenstøt
प्रभाव	innvirkning
प्रभाव	nedslag
प्रभाव	effekter
प्रभाव	virkning
प्रभाव	effekt
आदर्श	idealisme
आदर्श	ideelt
आदर्श	ideal
आदर्श	ideell
आदर्श	ideelle
आदर्श	idol
साल	ar
साल	årevis
साल	år
साल	årsmodell
साल	året
साल	år
पहली	første
पहली	først
पहली	forst
पहली	first
संगीत	music
संगीत	musikk
अमेरिकी	amerikaner
अमेरिकी	amerikanske
अमेरिकी	american
अमेरिकी	amerikansk
अमेरिकी	amerikanerne
अमेरिकी	amerikanere
सेवा	servise
सेवा	tjeneste
सेवा	service
बनाने	oppretting
बनाने	oppretter
बनाने	opprette
बनाने	skape
बनाने	lager
बनाने	making
बनाने	lage
आज	today
आज	idag
स्थापित	etablerte
स्थापित	etablert
स्थापित	fastslått
स्थापित	installerte
स्थापित	installert
स्थापित	grunnlagt
स्थापित	stiftet
स्थापित	grunnla
स्थापित	etablere
स्थापित	konstatere
उच्च	high
उच्च	rus
उच्च	høy
उच्च	høyt
उच्च	høgt
चाहिए	skulle
चाहिए	bør
चाहिए	burde
उपलब्ध	tilgjengelige
उपलब्ध	tilgjengeleg
उपलब्ध	ledig
उपलब्ध	tilgjengelig
काफी	nok
काफी	plenty
बड़ी	large
बड़ी	stor
बड़ी	stort
बड़ी	big
बड़ी	store
बड़ी	stor
बड़ी	stort
चार	fire
चार	four
शक	tvile
शक	tvil
शक	tviler
शक	saka
प्रभा	pera
श्री	sri
उदाहरण	instanser
उदाहरण	eksempel
उदाहरण	illustrasjon
उदाहरण	eksempler
उसका	hans
उसका	sin
उसका	hennes
उसका	henne
ले	take
ले	tar
ले	ta
जिससे	hvilket
जिससे	hvilken
स्थापना	installasjon
स्थापना	installering
स्थापना	installasjonen
स्थापना	installeringen
स्थापना	installasjoner
स्थापना	installasjon
स्थापना	installering
स्थापना	installer
स्थापना	installere
कंपनी	firma
कंपनी	selskap
कंपनी	kompani
कंपनी	bedrift
अधिकांश	most
अधिकांश	meste
अधिकांश	mest
अधिकांश	hovedsakelig
अधिकांश	mest
सामाजिक	sosialt
सामाजिक	sosiale
सामाजिक	sosial
प्रत्येक	every
प्रत्येक	hver
प्रत्येक	hvert
प्रत्येक	hver
प्रत्येक	hvert
बड़ा	large
बड़ा	stor
बड़ा	stort
बड़ा	big
बड़ा	store
बड़ा	stor
बड़ा	stort
बड़ा	flott
बड़ा	supert
बड़ा	flotte
बड़ा	kjempefint
बड़ा	større
बड़ा	større
स्तर	nivåer
स्तर	niva
स्तर	nivå
स्तर	nivået
स्तर	level
बनाया	lagd
बनाया	made
बनाया	laget
बनाया	opprettes
बनाया	opprettet
बनाया	skapt
बनाया	laga
जारी	fortsettelse
जारी	fortsatte
जारी	pågår
जारी	pågående
जारी	kontinuerlig
जारी	utstedt
जबकि	mens
चित्र	bildet
चित्र	bilde
चित्र	pictures
चित्र	bilder
चित्र	bildet
चित्र	bilde
चित्र	bilder
इससे	fra
इससे	from
इससे	frå
प्रणाली	systemet
प्रणाली	system
सरकारी	offisielt
सरकारी	offisiell
सरकारी	official
सरकारी	offisielle
सरकारी	regjering
जहां	hvor
देशों	landene
देशों	land
जल	vann
सूची	liste
सूची	list
सूची	listen
सूची	lister
रखा	oppbevart
रखा	holdt
रखा	beholdt
विचार	idè
विचार	ide
विचार	idea
विचार	peiling
विचार	idé
विचार	ideer
विचार	idéer
विचार	tanke
विचार	tenkte
विचार	trodde
विचार	omtanke
विचार	overveielse
विचार	tankene
विचार	tanker
छोटे	lite
छोटे	small
छोटे	små
छोटे	smått
छोटे	liten
छोटे	lille
छोटे	lite
छोटे	liten
ऊपर	øverst
ऊपर	top
ऊपर	toppen
ऊपर	overdel
ऊपर	topp
ऊपर	ovenfor
ऊपर	over
ऊपर	above
आधारित	baserte
आधारित	basert
इसलिए	derfor
पानी	vann
सामान्य	generell
सामान्य	generelt
सामान्य	general
सामान्य	common
सामान्य	felles
सामान्य	vanlig
सामान्य	normalt
सामान्य	normale
सामान्य	normalen
सामान्य	normal
आगे	framover
आगे	forover
आगे	fram
आगे	fremover
आगे	frem
आगे	framover
आगे	forover
कुल	samlede
कुल	totalt
कुल	totale
कुल	total
एक्स्प्रेस	express
पुलिस	politi
पुलिस	police
पुलिस	politiet
वर्ग	kategori
वर्ग	kategorien
वर्ग	firkantet
वर्ग	kvm
वर्ग	kvadratisk
वर्ग	kvadrat
वर्ग	klasser
वर्ग	fag
वर्ग	klassene
वर्ग	klasse
वर्ग	klassen
शरीर	body
शरीर	legeme
शरीर	kropp
शरीर	kroppen
शरीर	lik
अंग्रेजी	engelsk
माध्यम	medium
माध्यम	middels
मानव	menneskelig
पाकिस्तान	pakistan
भूमिका	innføring
भूमिका	presentasjon
भूमिका	innledning
भूमिका	introduksjon
भूमिका	rolle
हर	every
हर	hver
हर	hvert
हर	hur
अतिरिक्त	statister
अतिरिक्त	overs
अतिरिक्त	skåne
अतिरिक्त	avse
अतिरिक्त	ytterligere
अतिरिक्त	ekstra
अतिरिक्त	ekstra
अतिरिक्त	extra
पिता	far
पिता	fader
पिता	father
पिता	pater
समाज	society
समाज	samfunnet
समाज	samfunn
उत्पन्न	generert
उत्पन्न	genereres
उत्पन्न	genererte
नीचे	down
नीचे	ned
नीचे	nedover
नीचे	nede
नीचे	nedenfor
नीचे	below
नीचे	under
नीचे	nederst
नीचे	bottom
नीचे	bunnen
नीचे	bunn
दुनिया	verdens
दुनिया	world
दुनिया	verden
आधुनिक	modern
आधुनिक	moderne
ध्यान	meditasjon
ध्यान	oppmerksomhet
हिंदी	hindi
दे	gir
दे	give
दे	gjev
दे	gje
दे	gi
सभा	menighet
सभा	montering
सभा	forsamling
सभा	samler
सभा	samling
सभा	sabha
परिवार	familien
परिवार	familie
परिवार	slekt
विषय	emne
विषय	tema
विषय	temaer
विषय	emner
विषय	undersåtter
विषय	emne
विषय	fag
विषय	subjekt
अधिकार	rettigheter
अधिकार	rettighetene
रंग	farge
रंग	farger
रंग	farger
रंग	farge
बाहर	slutta
बाहर	sluttet
बाहर	slutte
बाहर	avslutt
बाहर	outdoor
बाहर	utendørs
बाहर	utenfor
बाहर	utafor
बाहर	utsiden
बाहर	ute
बाहर	utendørs
बाहर	friluft
बाहर	ut
बाहर	out
बाहर	ute
खेल	avspilling
खेल	leke
खेल	lek
खेल	spill
खेल	sport
खेल	idretter
खेल	idrett
खेल	spill
खेल	kampstart
खेल	game
खेल	spill
खेल	spel
खेल	games
खेल	kamper
खेल	sport
खेल	idrett
क्षेत्रों	områder
क्षेत्रों	områdene
जहाँ	hvor
समान	same
समान	samme
समान	lignende
समान	liknende
सितंबर	september
दूर	langt
दूर	away
दूर	bort
दूर	unna
दूर	borte
दूर	vekk
दूर	fjerne
दूर	fjernt
दूर	fjern
दूर	lengre
दूर	lengere
पता	adressene
पता	adresser
पता	postadresser
पता	adresse
शक्ति	styrke
शक्ति	styrken
शक्ति	kraft
शक्ति	makt
शक्ति	strøm
शक्ति	power
शक्ति	shakti
ब्रिटिश	britisk
ब्रिटिश	britiske
कला	kunster
कला	art
कला	kunst
घर	hjemme
घर	heime
घर	hjem
घर	hjemmet
घर	home
घर	house
घर	huset
घर	hus
संस्कृत	sanskrit
प्रकाशित	publisering
प्रकाशित	publisere
प्रकाशित	utgitt
प्रकाशित	publiserte
प्रकाशित	publisert
मई	mai
मई	may
प्रक्रिया	prosess
प्रक्रिया	prosessen
प्रक्रिया	prosesser
प्रक्रिया	prosedyre
प्रक्रिया	prosedyren
सेना	hærer
सेना	armeer
सेना	sena
सेना	army
सेना	hær
सेना	hæren
सेना	armé
पार्टी	parti
पार्टी	fest
पार्टी	feste
पार्टी	party
पार्टी	festing
हम	hum
हम	nynne
रेलवे	railway
पश्चिम	west
पश्चिम	vest
पश्चिम	vesten
अंत	avslutt
अंत	ende
अंत	slutt
दशक	tiår
पूरी	helhet
पूरी	hel
पूरी	whole
नए	nyere
बिना	utan
बिना	without
बिना	uten
क्या	hva
अगस्त	august
अगस्त	aug
विकसित	utviklet
विकसित	utviklede
विकसित	utviklet
संबंध	relasjoner
संबंध	forhold
संबंध	relasjon
संबंध	forholdet
संबंध	forhold
संबंध	aktelse
संबंध	relasjoner
संबंध	bånd
संबंध	relasjon
प्रदर्शन	opptreden
प्रदर्शन	resultater
प्रदर्शन	forestilling
प्रदर्शन	performance
प्रदर्शन	ytelse
प्रदर्शन	forestillinger
प्रदर्शन	opptredener
प्रदर्शन	skjerm
प्रदर्शन	vis
प्रदर्शन	vise
प्रदर्शन	display
प्रदर्शन	eksponering
ऐसी	slikt
ऐसी	slik
ऐसी	sådan
ऐसी	slike
मार्ग	route
मार्ग	ruta
मार्ग	rute
मार्ग	ruten
मार्ग	veg
मार्ग	måte
मार्ग	way
पर्यटन	turisme
ज्ञान	kunnskap
लगा	følt
लगा	filt
लगा	kjente
लगा	følte
लगा	kjentes
लगा	virket
दिसम्बर	desember
दिसम्बर	dec
प्रदर्शित	fremhevet
प्रदर्शित	featured
प्रदर्शित	vist
प्रदर्शित	vises
प्रदर्शित	skjerm
प्रदर्शित	vis
प्रदर्शित	vise
प्रदर्शित	display
अक्सर	ofte
अक्सर	ofte
सहायता	hjelp
सहायता	støtter
सहायता	støtte
सहायता	brukerstøtte
सहायता	support
सहायता	aid
सहायता	assistanse
पहला	første
पहला	først
पहला	forst
पहला	first
मृत्यु	døden
मृत्यु	død
मृत्यु	death
मृत्यु	dødsstraff
मृत्यु	dødelighet
स्वयं	self
स्वयं	own
स्वयं	eget
स्वयं	eie
स्वयं	egen
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	klare
तैयार	klar
आवश्यक	obligatorisk
आवश्यक	påkrevd
आवश्यक	kreves
आवश्यक	presserende
आवश्यक	haster
देखा	kikket
देखा	sett
देखा	sett
देखा	sag
देखा	såg
देखा	saw
उत्पादन	produksjonen
उत्पादन	produksjon
रोग	sykdom
संबंधित	respektive
संबंधित	relatert
संबंधित	relaterte
शताब्दी	århundre
गये	gikk
गये	dro
गये	gjekk
चीन	china
चीन	kina
अभी	now
अभी	nå
संघ	union
संघ	fagforening
संघ	unionen
संघ	føderasjonen
संघ	federation
संघ	føderasjon
संघ	forening
संघ	association
यात्रा	reiser
यात्रा	reise
यात्रा	reise
यात्रा	reisen
यात्रा	tur
यात्रा	turen
मात्रा	mengde
मात्रा	beløp
मात्रा	mengde
मात्रा	antall
मात्रा	kvantitet
रचना	skapelsen
रचना	oppretting
रचना	skapning
रचना	skaperverk
रचना	skapelse
रचना	opprettelse
रचना	sammensetning
रचना	komposisjon
जगह	mellomrom
जगह	spisested
जगह	place
जगह	sted
जगह	rom
जगह	space
जगह	verdensrommet
जगह	plass
भिन्न	diskret
भिन्न	annerledes
भिन्न	ulike
भिन्न	forskjellige
भिन्न	forskjellig
भिन्न	brøkdel
लोक	loka
लोक	offentleg
लोक	offentlige
लोक	offentlig
सब	sab
सब	alle
सब	alt
सब	all
पूरा	fullført
पूरा	gjennomført
पूरा	fullførte
पूरा	full
पूरा	fullt
पूरा	fult
पूरा	mett
पूरा	helhet
पूरा	hel
पूरा	whole
पूरा	komplett
पूरा	fullføre
पूरा	fullført
आवश्यकता	kreve
आवश्यकता	krever
आवश्यकता	krev
प्रकाश	lys
प्रकाश	prakash
प्रकाश	lampene
प्रकाश	lights
नई	ny
नई	nyhet
नई	nye
नई	new
नई	nytt
नई	nyere
चिकित्सा	medisinsk
चिकित्सा	terapi
दूसरी	sekund
दूसरी	andre
दूसरी	second
कार्यक्रम	programmer
कार्यक्रम	hendelser
कार्यक्रम	arrangementer
कार्यक्रम	hendingar
कार्यक्रम	program
कार्यक्रम	hendelse
कार्यक्रम	arrangementet
कार्यक्रम	hending
कार्यक्रम	arrangement
पुराने	gammelt
पुराने	old
पुराने	gammel
पुराने	gammal
पुराने	gamle
पुराने	eldre
सदी	århundre
भगवान	gud
भगवान	herre
भगवान	lord
लिखा	skriftlige
लिखा	skrevet
लिखा	skrev
लिखा	skreiv
संस्थान	instituttet
संस्थान	institutt
संस्थान	institute
संस्थान	institutter
संस्कृति	kulturen
संस्कृति	kultur
अंग्रेज़ी	engelsk
पूर्ण	perfekt
पूर्ण	fullkommen
पूर्ण	perfekte
पूर्ण	perfect
पूर्ण	full
पूर्ण	fullt
पूर्ण	fult
पूर्ण	mett
पूर्ण	komplett
पूर्ण	fullføre
पूर्ण	fullført
पूर्ण	fullført
पूर्ण	gjennomført
पूर्ण	fullførte
परिवर्तन	konvertering
परिवर्तन	overgangen
परिवर्तन	overgang
परिवर्तन	endringer
परिवर्तन	forandringer
परिवर्तन	endringene
परिवर्तन	forvandling
परिवर्तन	transformasjon
परिवर्तन	forandring
परिवर्तन	endring
परिवर्तन	endre
टीम	lagene
टीम	teamene
टीम	team
टीम	lag
टीम	laget
टीम	team
चर्चा	diskusjon
संगठन	organisasjon
संगठन	organisasjonen
संगठन	organisasjon
संगठन	organisasjonen
संगठन	organisasjoner
अगर	agar
शैली	stil
शैली	shelly
तुलना	sammenligning
स्कूल	skolene
स्कूल	skoler
स्कूल	skolen
स्कूल	skole
स्कूल	skulen
